family,max_attack_support_spread,median_attack_support_spread,max_honest_support_fpr_spread
qgauss8,0.0043400000000000105,0.001469999999999999,0.0008599999999999997
gaussian,0.0030200000000000227,0.0008750000000000008,0.0012500000000000011
