pair_label,stage,prompt_count,thc_fpr,tstc_fpr,thc_detect_count,tstc_detect_count,thc_dominant_mismatch_checkpoint,tstc_dominant_mismatch_checkpoint,thc_mismatch_distribution,tstc_mismatch_distribution,left_capture_root,right_capture_root,notes
apple_metal_vs_apple_bf16,prefill,200,1.0,0.27,200,54,C1,C3,"{""C1"": 200}","{""C1"": 2, ""C2"": 4, ""C3"": 48}",/Users/siyuan/Developer/Veriedge/VeriEdge/workspace/captures/E1/t4_final_applemetal_vs_applebf16_40_200_left_eval,/Users/siyuan/Developer/Veriedge/VeriEdge/workspace/captures/E1/t4_final_applemetal_vs_applebf16_40_200_right_eval,honest-honest paired capture; localization is N/A
