checkpoint,q,attack,timing,rho,statistic,detected,trials,rate
all,256,sparse_16,post_commit,0.002,energy,71,2304,0.030815972222222224
all,256,sparse_16,post_commit,0.002,spike,21,2304,0.009114583333333334
all,256,sparse_16,post_commit,0.005,combined,155,2304,0.06727430555555555
all,256,sparse_16,post_commit,0.005,directional,4,2304,0.001736111111111111
all,256,sparse_16,post_commit,0.005,energy,94,2304,0.04079861111111111
all,256,sparse_16,post_commit,0.005,spike,100,2304,0.043402777777777776
all,256,sparse_16,post_commit,0.01,combined,247,2304,0.1072048611111111
all,256,sparse_16,post_commit,0.01,directional,26,2304,0.011284722222222222
all,256,sparse_16,post_commit,0.01,energy,219,2304,0.09505208333333333
all,256,sparse_16,post_commit,0.01,spike,189,2304,0.08203125
all,256,sparse_16,post_commit,0.02,combined,526,2304,0.2282986111111111
all,256,sparse_16,post_commit,0.02,directional,288,2304,0.125
all,256,sparse_16,post_commit,0.02,energy,514,2304,0.2230902777777778
all,256,sparse_16,post_commit,0.02,spike,478,2304,0.2074652777777778
all,256,sparse_16,post_commit,0.05,combined,573,2304,0.24869791666666666
all,256,sparse_16,post_commit,0.05,directional,476,2304,0.2065972222222222
all,256,sparse_16,post_commit,0.05,energy,569,2304,0.24696180555555555
all,256,sparse_16,post_commit,0.05,spike,538,2304,0.23350694444444445
all,256,sparse_16,post_commit,0.1,combined,586,2304,0.2543402777777778
all,256,sparse_16,post_commit,0.1,directional,514,2304,0.2230902777777778
all,256,sparse_16,post_commit,0.1,energy,583,2304,0.2530381944444444
all,256,sparse_16,post_commit,0.1,spike,549,2304,0.23828125
all,256,spike_1,post_commit,0.002,combined,82,2304,0.035590277777777776
all,256,spike_1,post_commit,0.002,directional,5,2304,0.002170138888888889
all,256,spike_1,post_commit,0.002,energy,73,2304,0.031684027777777776
all,256,spike_1,post_commit,0.002,spike,33,2304,0.014322916666666666
all,256,spike_1,post_commit,0.005,combined,101,2304,0.04383680555555555
all,256,spike_1,post_commit,0.005,directional,27,2304,0.01171875
all,256,spike_1,post_commit,0.005,energy,95,2304,0.04123263888888889
all,256,spike_1,post_commit,0.005,spike,51,2304,0.022135416666666668
all,256,spike_1,post_commit,0.01,combined,105,2304,0.045572916666666664
all,256,spike_1,post_commit,0.01,directional,35,2304,0.015190972222222222
all,256,spike_1,post_commit,0.01,energy,101,2304,0.04383680555555555
all,256,spike_1,post_commit,0.01,spike,56,2304,0.024305555555555556
all,256,spike_1,post_commit,0.02,combined,105,2304,0.045572916666666664
all,256,spike_1,post_commit,0.02,directional,41,2304,0.017795138888888888
all,256,spike_1,post_commit,0.02,energy,101,2304,0.04383680555555555
all,256,spike_1,post_commit,0.02,spike,57,2304,0.024739583333333332
all,256,spike_1,post_commit,0.05,combined,110,2304,0.04774305555555555
all,256,spike_1,post_commit,0.05,directional,49,2304,0.021267361111111112
all,256,spike_1,post_commit,0.05,energy,106,2304,0.04600694444444445
all,256,spike_1,post_commit,0.05,spike,62,2304,0.026909722222222224
all,256,spike_1,post_commit,0.1,combined,101,2304,0.04383680555555555
all,256,spike_1,post_commit,0.1,directional,37,2304,0.016059027777777776
all,256,spike_1,post_commit,0.1,energy,97,2304,0.04210069444444445
all,256,spike_1,post_commit,0.1,spike,52,2304,0.022569444444444444
all,512,diffuse_balanced,post_commit,0.002,combined,127,2304,0.055121527777777776
all,512,diffuse_balanced,post_commit,0.002,directional,6,2304,0.0026041666666666665
all,512,diffuse_balanced,post_commit,0.002,energy,123,2304,0.053385416666666664
all,512,diffuse_balanced,post_commit,0.002,spike,21,2304,0.009114583333333334
all,512,diffuse_balanced,post_commit,0.005,combined,142,2304,0.06163194444444445
all,512,diffuse_balanced,post_commit,0.005,directional,6,2304,0.0026041666666666665
all,512,diffuse_balanced,post_commit,0.005,energy,139,2304,0.06032986111111111
all,512,diffuse_balanced,post_commit,0.005,spike,20,2304,0.008680555555555556
all,512,diffuse_balanced,post_commit,0.01,combined,258,2304,0.11197916666666667
all,512,diffuse_balanced,post_commit,0.01,directional,21,2304,0.009114583333333334
all,512,diffuse_balanced,post_commit,0.01,energy,243,2304,0.10546875
all,512,diffuse_balanced,post_commit,0.01,spike,21,2304,0.009114583333333334
all,512,diffuse_balanced,post_commit,0.02,combined,1044,2304,0.453125
all,512,diffuse_balanced,post_commit,0.02,directional,273,2304,0.11848958333333333
all,512,diffuse_balanced,post_commit,0.02,energy,780,2304,0.3385416666666667
all,512,diffuse_balanced,post_commit,0.02,spike,19,2304,0.008246527777777778
all,512,diffuse_balanced,post_commit,0.05,combined,2304,2304,1.0
all,512,diffuse_balanced,post_commit,0.05,directional,1002,2304,0.4348958333333333
all,512,diffuse_balanced,post_commit,0.05,energy,2304,2304,1.0
all,512,diffuse_balanced,post_commit,0.05,spike,35,2304,0.015190972222222222
all,512,diffuse_balanced,post_commit,0.1,combined,2304,2304,1.0
all,512,diffuse_balanced,post_commit,0.1,directional,1560,2304,0.6770833333333334
all,512,diffuse_balanced,post_commit,0.1,energy,2304,2304,1.0
all,512,diffuse_balanced,post_commit,0.1,spike,123,2304,0.053385416666666664
all,512,directional,post_commit,0.002,combined,1646,2304,0.7144097222222222
all,512,directional,post_commit,0.002,directional,1532,2304,0.6649305555555556
all,512,directional,post_commit,0.002,energy,119,2304,0.05164930555555555
all,512,directional,post_commit,0.002,spike,19,2304,0.008246527777777778
all,512,directional,post_commit,0.005,combined,2157,2304,0.9361979166666666
all,512,directional,post_commit,0.005,directional,2130,2304,0.9244791666666666
all,512,directional,post_commit,0.005,energy,134,2304,0.058159722222222224
all,512,directional,post_commit,0.005,spike,19,2304,0.008246527777777778
all,512,directional,post_commit,0.01,combined,2304,2304,1.0
all,512,directional,post_commit,0.01,directional,2304,2304,1.0
all,512,directional,post_commit,0.01,energy,219,2304,0.09505208333333333
all,512,directional,post_commit,0.01,spike,19,2304,0.008246527777777778
all,512,directional,post_commit,0.02,combined,2304,2304,1.0
all,512,directional,post_commit,0.02,directional,2304,2304,1.0
all,512,directional,post_commit,0.02,energy,780,2304,0.3385416666666667
all,512,directional,post_commit,0.02,spike,19,2304,0.008246527777777778
all,512,directional,post_commit,0.05,combined,2304,2304,1.0
all,512,directional,post_commit,0.05,directional,2304,2304,1.0
all,512,directional,post_commit,0.05,energy,2304,2304,1.0
all,512,directional,post_commit,0.05,spike,43,2304,0.018663194444444444
all,512,directional,post_commit,0.1,combined,2304,2304,1.0
all,512,directional,post_commit,0.1,directional,2304,2304,1.0
all,512,directional,post_commit,0.1,energy,2304,2304,1.0
all,512,directional,post_commit,0.1,spike,115,2304,0.04991319444444445
all,512,honest,none,0.0,combined,122,2304,0.05295138888888889
all,512,honest,none,0.0,directional,6,2304,0.0026041666666666665
all,512,honest,none,0.0,energy,118,2304,0.051215277777777776
all,512,honest,none,0.0,spike,19,2304,0.008246527777777778
all,512,sample_null,known_coordinates,0.002,combined,122,2304,0.05295138888888889
all,512,sample_null,known_coordinates,0.002,directional,6,2304,0.0026041666666666665
all,512,sample_null,known_coordinates,0.002,energy,118,2304,0.051215277777777776
all,512,sample_null,known_coordinates,0.002,spike,19,2304,0.008246527777777778
all,512,sample_null,known_coordinates,0.005,combined,122,2304,0.05295138888888889
all,512,sample_null,known_coordinates,0.005,directional,6,2304,0.0026041666666666665
all,512,sample_null,known_coordinates,0.005,energy,118,2304,0.051215277777777776
all,512,sample_null,known_coordinates,0.005,spike,19,2304,0.008246527777777778
all,512,sample_null,known_coordinates,0.01,combined,122,2304,0.05295138888888889
all,512,sample_null,known_coordinates,0.01,directional,6,2304,0.0026041666666666665
all,512,sample_null,known_coordinates,0.01,energy,118,2304,0.051215277777777776
all,512,sample_null,known_coordinates,0.01,spike,19,2304,0.008246527777777778
all,512,sample_null,known_coordinates,0.02,combined,122,2304,0.05295138888888889
all,512,sample_null,known_coordinates,0.02,directional,6,2304,0.0026041666666666665
all,512,sample_null,known_coordinates,0.02,energy,118,2304,0.051215277777777776
all,512,sample_null,known_coordinates,0.02,spike,19,2304,0.008246527777777778
all,512,sample_null,known_coordinates,0.05,combined,122,2304,0.05295138888888889
all,512,sample_null,known_coordinates,0.05,directional,6,2304,0.0026041666666666665
all,512,sample_null,known_coordinates,0.05,energy,118,2304,0.051215277777777776
all,512,sample_null,known_coordinates,0.05,spike,19,2304,0.008246527777777778
all,512,sample_null,known_coordinates,0.1,combined,122,2304,0.05295138888888889
all,512,sample_null,known_coordinates,0.1,directional,6,2304,0.0026041666666666665
all,512,sample_null,known_coordinates,0.1,energy,118,2304,0.051215277777777776
all,512,sample_null,known_coordinates,0.1,spike,19,2304,0.008246527777777778
all,512,sample_null,post_commit,0.002,combined,124,2304,0.05381944444444445
all,512,sample_null,post_commit,0.002,directional,6,2304,0.0026041666666666665
all,512,sample_null,post_commit,0.002,energy,120,2304,0.052083333333333336
all,512,sample_null,post_commit,0.002,spike,19,2304,0.008246527777777778
all,512,sample_null,post_commit,0.005,combined,146,2304,0.06336805555555555
all,512,sample_null,post_commit,0.005,directional,7,2304,0.0030381944444444445
all,512,sample_null,post_commit,0.005,energy,142,2304,0.06163194444444445
all,512,sample_null,post_commit,0.005,spike,21,2304,0.009114583333333334
all,512,sample_null,post_commit,0.01,combined,274,2304,0.1189236111111111
all,512,sample_null,post_commit,0.01,directional,29,2304,0.012586805555555556
all,512,sample_null,post_commit,0.01,energy,253,2304,0.10980902777777778
all,512,sample_null,post_commit,0.01,spike,19,2304,0.008246527777777778
all,512,sample_null,post_commit,0.02,combined,1058,2304,0.4592013888888889
all,512,sample_null,post_commit,0.02,directional,294,2304,0.12760416666666666
all,512,sample_null,post_commit,0.02,energy,780,2304,0.3385416666666667
all,512,sample_null,post_commit,0.02,spike,19,2304,0.008246527777777778
all,512,sample_null,post_commit,0.05,combined,2304,2304,1.0
all,512,sample_null,post_commit,0.05,directional,989,2304,0.4292534722222222
all,512,sample_null,post_commit,0.05,energy,2304,2304,1.0
all,512,sample_null,post_commit,0.05,spike,39,2304,0.016927083333333332
all,512,sample_null,post_commit,0.1,combined,2304,2304,1.0
all,512,sample_null,post_commit,0.1,directional,1522,2304,0.6605902777777778
all,512,sample_null,post_commit,0.1,energy,2304,2304,1.0
all,512,sample_null,post_commit,0.1,spike,139,2304,0.06032986111111111
all,512,sparse_16,post_commit,0.002,combined,127,2304,0.055121527777777776
all,512,sparse_16,post_commit,0.002,directional,5,2304,0.002170138888888889
all,512,sparse_16,post_commit,0.002,energy,124,2304,0.05381944444444445
all,512,sparse_16,post_commit,0.002,spike,19,2304,0.008246527777777778
all,512,sparse_16,post_commit,0.005,combined,152,2304,0.06597222222222222
all,512,sparse_16,post_commit,0.005,directional,8,2304,0.003472222222222222
all,512,sparse_16,post_commit,0.005,energy,145,2304,0.06293402777777778
all,512,sparse_16,post_commit,0.005,spike,20,2304,0.008680555555555556
all,512,sparse_16,post_commit,0.01,combined,402,2304,0.17447916666666666
all,512,sparse_16,post_commit,0.01,directional,38,2304,0.016493055555555556
all,512,sparse_16,post_commit,0.01,energy,310,2304,0.1345486111111111
all,512,sparse_16,post_commit,0.01,spike,303,2304,0.13151041666666666
all,512,sparse_16,post_commit,0.02,combined,955,2304,0.4144965277777778
all,512,sparse_16,post_commit,0.02,directional,324,2304,0.140625
all,512,sparse_16,post_commit,0.02,energy,939,2304,0.4075520833333333
all,512,sparse_16,post_commit,0.02,spike,856,2304,0.3715277777777778
all,512,sparse_16,post_commit,0.05,combined,974,2304,0.4227430555555556
all,512,sparse_16,post_commit,0.05,directional,671,2304,0.2912326388888889
all,512,sparse_16,post_commit,0.05,energy,973,2304,0.4223090277777778
all,512,sparse_16,post_commit,0.05,spike,914,2304,0.3967013888888889
all,512,sparse_16,post_commit,0.1,combined,1023,2304,0.4440104166666667
all,512,sparse_16,post_commit,0.1,directional,865,2304,0.3754340277777778
all,512,sparse_16,post_commit,0.1,energy,1020,2304,0.4427083333333333
all,512,sparse_16,post_commit,0.1,spike,966,2304,0.4192708333333333
all,512,spike_1,post_commit,0.002,combined,143,2304,0.062065972222222224
all,512,spike_1,post_commit,0.002,directional,5,2304,0.002170138888888889
all,512,spike_1,post_commit,0.002,energy,127,2304,0.055121527777777776
all,512,spike_1,post_commit,0.002,spike,42,2304,0.018229166666666668
all,512,spike_1,post_commit,0.005,combined,174,2304,0.07552083333333333
all,512,spike_1,post_commit,0.005,directional,32,2304,0.013888888888888888
all,512,spike_1,post_commit,0.005,energy,170,2304,0.07378472222222222
all,512,spike_1,post_commit,0.005,spike,74,2304,0.03211805555555555
all,512,spike_1,post_commit,0.01,combined,189,2304,0.08203125
all,512,spike_1,post_commit,0.01,directional,62,2304,0.026909722222222224
all,512,spike_1,post_commit,0.01,energy,185,2304,0.0802951388888889
all,512,spike_1,post_commit,0.01,spike,88,2304,0.03819444444444445
all,512,spike_1,post_commit,0.02,combined,187,2304,0.08116319444444445
all,512,spike_1,post_commit,0.02,directional,72,2304,0.03125
all,512,spike_1,post_commit,0.02,energy,183,2304,0.07942708333333333
all,512,spike_1,post_commit,0.02,spike,86,2304,0.03732638888888889
all,512,spike_1,post_commit,0.05,combined,179,2304,0.07769097222222222
all,512,spike_1,post_commit,0.05,directional,65,2304,0.028211805555555556
all,512,spike_1,post_commit,0.05,energy,175,2304,0.0759548611111111
all,512,spike_1,post_commit,0.05,spike,77,2304,0.03342013888888889
all,512,spike_1,post_commit,0.1,combined,191,2304,0.08289930555555555
all,512,spike_1,post_commit,0.1,directional,80,2304,0.034722222222222224
all,512,spike_1,post_commit,0.1,energy,187,2304,0.08116319444444445
all,512,spike_1,post_commit,0.1,spike,92,2304,0.03993055555555555
