seed,workload,alpha,beta,policy,latency_median_s,latency_p95_s,goodput,challenge_ms_task_mean,false_risk_mean,infeasible_rate,low_risk_share,admission_rate,feasible_candidate_mean
20260516,queued-8,0.2,0.9,verif_constrained_projcos4,90.155745,170.383625,1.078961,0.379823,0.0105,0,0,1.0,13
20260516,queued-8,0.2,0.9,adaptive_verifier,90.155745,170.383625,1.078961,0.360349,0.0165,0,0,1.0,13
20260516,queued-8,0.2,0.9,queue_aware_network,5.5219,9.75676,12.266349,0.360349,0.014245,0.77,0.065,1.0,13
20260516,queued-8,0.2,0.9,queue_aware_verif_constrained,5.5219,9.75676,12.266349,0.379823,0.004472,0,0.835,1.0,13
20260516,queued-8,0.2,0.9,queue_aware_adaptive,5.5219,9.756931,12.265401,0.375344,0.005463,0,0.835,1.0,13
20260516,queued-8,0.2,0.9,homogeneous_only,119.300745,225.498125,0.821816,0.360349,0.0,0,1,1.0,13
20260517,single,0.05,0.9,random,1.017175,1.2163,0.200796,0.360349,0.013945,0.915,0.085,1.0,11
20260517,single,0.05,0.9,cost_only_scalar,1.216795,1.21882,0.200759,0.360349,0.0,0,1,1.0,11
20260517,single,0.05,0.9,network_aware_scalar,0.926795,0.92882,0.200818,0.360349,0.0165,1,0,1.0,11
20260517,single,0.05,0.9,network_aware_projcos4,0.926795,0.92882,0.200818,0.379823,0.0105,1,0,1.0,11
20260517,single,0.05,0.9,network_aware_adaptive,0.926795,0.92882,0.200818,0.391952,0.0005,0,1,1.0,11
20260517,single,0.05,0.9,risk_weighted_scalar,0.926795,0.92882,0.200818,0.360349,0.0165,1,0,1.0,11
20260517,single,0.05,0.9,verif_constrained_projcos4,0.943595,0.94562,0.200815,0.379823,0.002,0,1,1.0,11
20260517,single,0.05,0.9,adaptive_verifier,0.943595,0.94562,0.200815,0.379823,0.002,0,1,1.0,11
20260517,single,0.05,0.9,queue_aware_network,0.926795,0.92882,0.200818,0.360349,0.0165,1,0,1.0,11
20260517,single,0.05,0.9,queue_aware_verif_constrained,0.943595,0.94562,0.200815,0.379823,0.002,0,1,1.0,11
20260517,single,0.05,0.9,queue_aware_adaptive,0.943595,0.94562,0.200815,0.379823,0.002,0,1,1.0,11
20260517,single,0.05,0.9,homogeneous_only,1.216795,1.21882,0.200759,0.360349,0.0,0,1,1.0,11
20260517,single,0.1,0.9,random,1.03438,1.215414,0.200818,0.360349,0.014,0.93,0.07,1.0,13
20260517,single,0.1,0.9,cost_only_scalar,1.216795,1.21882,0.200759,0.360349,0.0,0,1,1.0,13
20260517,single,0.1,0.9,network_aware_scalar,0.926795,0.92882,0.200818,0.360349,0.0165,1,0,1.0,13
20260517,single,0.1,0.9,network_aware_projcos4,0.926795,0.92882,0.200818,0.379823,0.0105,1,0,1.0,13
20260517,single,0.1,0.9,network_aware_adaptive,0.926795,0.92882,0.200818,0.391952,0.0005,0,1,1.0,13
20260517,single,0.1,0.9,risk_weighted_scalar,0.926795,0.92882,0.200818,0.360349,0.0165,1,0,1.0,13
20260517,single,0.1,0.9,verif_constrained_projcos4,0.943595,0.94562,0.200815,0.379823,0.002,0,1,1.0,13
20260517,single,0.1,0.9,adaptive_verifier,0.943595,0.94562,0.200815,0.379823,0.002,0,1,1.0,13
20260517,single,0.1,0.9,queue_aware_network,0.926795,0.92882,0.200818,0.360349,0.0165,1,0,1.0,13
20260517,single,0.1,0.9,queue_aware_verif_constrained,0.943595,0.94562,0.200815,0.379823,0.002,0,1,1.0,13
20260517,single,0.1,0.9,queue_aware_adaptive,0.943595,0.94562,0.200815,0.379823,0.002,0,1,1.0,13
20260517,single,0.1,0.9,homogeneous_only,1.216795,1.21882,0.200759,0.360349,0.0,0,1,1.0,13
20260517,single,0.2,0.9,random,1.02001,1.216214,0.200799,0.360349,0.013768,0.765,0.09,1.0,13
20260517,single,0.2,0.9,cost_only_scalar,1.216795,1.21882,0.200759,0.360349,0.0,0,1,1.0,13
20260517,single,0.2,0.9,network_aware_scalar,0.926795,0.92882,0.200818,0.360349,0.0165,0,0,1.0,13
20260517,single,0.2,0.9,network_aware_projcos4,0.926795,0.92882,0.200818,0.379823,0.0105,0,0,1.0,13
20260517,single,0.2,0.9,network_aware_adaptive,0.926795,0.92882,0.200818,0.360349,0.0165,0,0,1.0,13
20260517,single,0.2,0.9,risk_weighted_scalar,0.926795,0.92882,0.200818,0.360349,0.0165,0,0,1.0,13
20260517,single,0.2,0.9,verif_constrained_projcos4,0.926795,0.92882,0.200818,0.379823,0.0105,0,0,1.0,13
20260517,single,0.2,0.9,adaptive_verifier,0.926795,0.92882,0.200818,0.360349,0.0165,0,0,1.0,13
20260517,single,0.2,0.9,queue_aware_network,0.926795,0.92882,0.200818,0.360349,0.0165,0,0,1.0,13
20260517,single,0.2,0.9,queue_aware_verif_constrained,0.926795,0.92882,0.200818,0.379823,0.0105,0,0,1.0,13
20260517,single,0.2,0.9,queue_aware_adaptive,0.926795,0.92882,0.200818,0.360349,0.0165,0,0,1.0,13
20260517,single,0.2,0.9,homogeneous_only,1.216795,1.21882,0.200759,0.360349,0.0,0,1,1.0,13
20260517,queued-8,0.05,0.9,random,5.323355,11.909274,9.207039,0.360349,0.013923,0.93,0.07,1.0,11
20260517,queued-8,0.05,0.9,cost_only_scalar,119.300745,225.498125,0.821816,0.360349,0.0,0,1,1.0,11
20260517,queued-8,0.05,0.9,network_aware_scalar,90.155745,170.383625,1.078961,0.360349,0.0165,1,0,1.0,11
20260517,queued-8,0.05,0.9,network_aware_projcos4,90.155745,170.383625,1.078961,0.379823,0.0105,1,0,1.0,11
20260517,queued-8,0.05,0.9,network_aware_adaptive,90.155745,170.383625,1.078961,0.391952,0.0005,0,1,1.0,11
20260517,queued-8,0.05,0.9,risk_weighted_scalar,90.155745,170.383625,1.078961,0.360349,0.0165,1,0,1.0,11
20260517,queued-8,0.05,0.9,verif_constrained_projcos4,91.844145,173.576465,1.059751,0.379823,0.002,0,1,1.0,11
20260517,queued-8,0.05,0.9,adaptive_verifier,91.844145,173.576465,1.059751,0.379823,0.002,0,1,1.0,11
20260517,queued-8,0.05,0.9,queue_aware_network,5.5219,9.75676,12.266349,0.360349,0.014245,0.935,0.065,1.0,11
20260517,queued-8,0.05,0.9,queue_aware_verif_constrained,8.936875,16.415759,8.528563,0.379823,0.00236,0,1,1.0,11
20260517,queued-8,0.05,0.9,queue_aware_adaptive,6.907445,12.499287,10.558029,0.380667,0.002015,0,1,1.0,11
20260517,queued-8,0.05,0.9,homogeneous_only,119.300745,225.498125,0.821816,0.360349,0.0,0,1,1.0,11
20260517,queued-8,0.1,0.9,random,5.55701,14.942434,7.875721,0.360349,0.013777,0.915,0.085,1.0,13
20260517,queued-8,0.1,0.9,cost_only_scalar,119.300745,225.498125,0.821816,0.360349,0.0,0,1,1.0,13
20260517,queued-8,0.1,0.9,network_aware_scalar,90.155745,170.383625,1.078961,0.360349,0.0165,1,0,1.0,13
20260517,queued-8,0.1,0.9,network_aware_projcos4,90.155745,170.383625,1.078961,0.379823,0.0105,1,0,1.0,13
20260517,queued-8,0.1,0.9,network_aware_adaptive,90.155745,170.383625,1.078961,0.391952,0.0005,0,1,1.0,13
20260517,queued-8,0.1,0.9,risk_weighted_scalar,90.155745,170.383625,1.078961,0.360349,0.0165,1,0,1.0,13
20260517,queued-8,0.1,0.9,verif_constrained_projcos4,91.844145,173.576465,1.059751,0.379823,0.002,0,1,1.0,13
20260517,queued-8,0.1,0.9,adaptive_verifier,91.844145,173.576465,1.059751,0.379823,0.002,0,1,1.0,13
20260517,queued-8,0.1,0.9,queue_aware_network,5.5219,9.75676,12.266349,0.360349,0.014245,0.935,0.065,1.0,13
20260517,queued-8,0.1,0.9,queue_aware_verif_constrained,7.00391,12.71433,10.39218,0.379823,0.00329,0,1,1.0,13
20260517,queued-8,0.1,0.9,queue_aware_adaptive,5.45668,9.780877,12.250503,0.380498,0.00283,0,1,1.0,13
20260517,queued-8,0.1,0.9,homogeneous_only,119.300745,225.498125,0.821816,0.360349,0.0,0,1,1.0,13
20260517,queued-8,0.2,0.9,random,5.35478,12.104076,8.993926,0.360349,0.014443,0.745,0.06,1.0,13
20260517,queued-8,0.2,0.9,cost_only_scalar,119.300745,225.498125,0.821816,0.360349,0.0,0,1,1.0,13
20260517,queued-8,0.2,0.9,network_aware_scalar,90.155745,170.383625,1.078961,0.360349,0.0165,0,0,1.0,13
20260517,queued-8,0.2,0.9,network_aware_projcos4,90.155745,170.383625,1.078961,0.379823,0.0105,0,0,1.0,13
20260517,queued-8,0.2,0.9,network_aware_adaptive,90.155745,170.383625,1.078961,0.360349,0.0165,0,0,1.0,13
20260517,queued-8,0.2,0.9,risk_weighted_scalar,90.155745,170.383625,1.078961,0.360349,0.0165,0,0,1.0,13
20260517,queued-8,0.2,0.9,verif_constrained_projcos4,90.155745,170.383625,1.078961,0.379823,0.0105,0,0,1.0,13
20260517,queued-8,0.2,0.9,adaptive_verifier,90.155745,170.383625,1.078961,0.360349,0.0165,0,0,1.0,13
20260517,queued-8,0.2,0.9,queue_aware_network,5.5219,9.75676,12.266349,0.360349,0.014245,0.77,0.065,1.0,13
20260517,queued-8,0.2,0.9,queue_aware_verif_constrained,5.5219,9.75676,12.266349,0.379823,0.004472,0,0.835,1.0,13
20260517,queued-8,0.2,0.9,queue_aware_adaptive,5.5219,9.756931,12.265401,0.375344,0.005463,0,0.835,1.0,13
20260517,queued-8,0.2,0.9,homogeneous_only,119.300745,225.498125,0.821816,0.360349,0.0,0,1,1.0,13
