run_id,seed,workload,alpha,beta,policy,task_id,candidate_count,feasible_count,selected_candidate,selected_group_size,selected_sketch,admitted,latency_s,goodput_contrib,challenge_ms_task,false_risk,infeasible,low_risk,reason
a_min_012732,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_132,13,13,cand_lan_e_f,3,projcos4,1,118.33361,1,0.379823,0.0105,0,0,network_projcos4
a_min_012733,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_133,13,13,cand_lan_e_f,3,projcos4,1,119.26018,1,0.379823,0.0105,0,0,network_projcos4
a_min_012734,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_134,13,13,cand_lan_e_f,3,projcos4,1,120.18675,1,0.379823,0.0105,0,0,network_projcos4
a_min_012735,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_135,13,13,cand_lan_e_f,3,projcos4,1,121.11341,1,0.379823,0.0105,0,0,network_projcos4
a_min_012736,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_136,13,13,cand_lan_e_f,3,projcos4,1,122.03971,1,0.379823,0.0105,0,0,network_projcos4
a_min_012737,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_137,13,13,cand_lan_e_f,3,projcos4,1,122.71817,1,0.379823,0.0105,0,0,network_projcos4
a_min_012738,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_138,13,13,cand_lan_e_f,3,projcos4,1,123.64645,1,0.379823,0.0105,0,0,network_projcos4
a_min_012739,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_139,13,13,cand_lan_e_f,3,projcos4,1,124.57455,1,0.379823,0.0105,0,0,network_projcos4
a_min_012740,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_140,13,13,cand_lan_e_f,3,projcos4,1,125.50112,1,0.379823,0.0105,0,0,network_projcos4
a_min_012741,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_141,13,13,cand_lan_e_f,3,projcos4,1,126.42652,1,0.379823,0.0105,0,0,network_projcos4
a_min_012742,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_142,13,13,cand_lan_e_f,3,projcos4,1,127.3521,1,0.379823,0.0105,0,0,network_projcos4
a_min_012743,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_143,13,13,cand_lan_e_f,3,projcos4,1,128.2775,1,0.379823,0.0105,0,0,network_projcos4
a_min_012744,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_144,13,13,cand_lan_e_f,3,projcos4,1,129.2029,1,0.379823,0.0105,0,0,network_projcos4
a_min_012745,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_145,13,13,cand_lan_e_f,3,projcos4,1,129.87839,1,0.379823,0.0105,0,0,network_projcos4
a_min_012746,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_146,13,13,cand_lan_e_f,3,projcos4,1,130.80352,1,0.379823,0.0105,0,0,network_projcos4
a_min_012747,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_147,13,13,cand_lan_e_f,3,projcos4,1,131.73081,1,0.379823,0.0105,0,0,network_projcos4
a_min_012748,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_148,13,13,cand_lan_e_f,3,projcos4,1,132.65792,1,0.379823,0.0105,0,0,network_projcos4
a_min_012749,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_149,13,13,cand_lan_e_f,3,projcos4,1,133.58485,1,0.379823,0.0105,0,0,network_projcos4
a_min_012750,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_150,13,13,cand_lan_e_f,3,projcos4,1,134.51025,1,0.379823,0.0105,0,0,network_projcos4
a_min_012751,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_151,13,13,cand_lan_e_f,3,projcos4,1,135.43592,1,0.379823,0.0105,0,0,network_projcos4
a_min_012752,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_152,13,13,cand_lan_e_f,3,projcos4,1,136.36177,1,0.379823,0.0105,0,0,network_projcos4
a_min_012753,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_153,13,13,cand_lan_e_f,3,projcos4,1,137.03744,1,0.379823,0.0105,0,0,network_projcos4
a_min_012754,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_154,13,13,cand_lan_e_f,3,projcos4,1,137.96311,1,0.379823,0.0105,0,0,network_projcos4
a_min_012755,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_155,13,13,cand_lan_e_f,3,projcos4,1,138.88887,1,0.379823,0.0105,0,0,network_projcos4
a_min_012756,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_156,13,13,cand_lan_e_f,3,projcos4,1,139.81427,1,0.379823,0.0105,0,0,network_projcos4
a_min_012757,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_157,13,13,cand_lan_e_f,3,projcos4,1,140.74183,1,0.379823,0.0105,0,0,network_projcos4
a_min_012758,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_158,13,13,cand_lan_e_f,3,projcos4,1,141.66921,1,0.379823,0.0105,0,0,network_projcos4
a_min_012759,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_159,13,13,cand_lan_e_f,3,projcos4,1,142.59641,1,0.379823,0.0105,0,0,network_projcos4
a_min_012760,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_160,13,13,cand_lan_e_f,3,projcos4,1,143.52208,1,0.379823,0.0105,0,0,network_projcos4
a_min_012761,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_161,13,13,cand_lan_e_f,3,projcos4,1,144.19865,1,0.379823,0.0105,0,0,network_projcos4
a_min_012762,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_162,13,13,cand_lan_e_f,3,projcos4,1,145.1254,1,0.379823,0.0105,0,0,network_projcos4
a_min_012763,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_163,13,13,cand_lan_e_f,3,projcos4,1,146.05197,1,0.379823,0.0105,0,0,network_projcos4
a_min_012764,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_164,13,13,cand_lan_e_f,3,projcos4,1,146.97854,1,0.379823,0.0105,0,0,network_projcos4
a_min_012765,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_165,13,13,cand_lan_e_f,3,projcos4,1,147.9052,1,0.379823,0.0105,0,0,network_projcos4
a_min_012766,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_166,13,13,cand_lan_e_f,3,projcos4,1,148.8315,1,0.379823,0.0105,0,0,network_projcos4
a_min_012767,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_167,13,13,cand_lan_e_f,3,projcos4,1,149.75996,1,0.379823,0.0105,0,0,network_projcos4
a_min_012768,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_168,13,13,cand_lan_e_f,3,projcos4,1,150.68824,1,0.379823,0.0105,0,0,network_projcos4
a_min_012769,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_169,13,13,cand_lan_e_f,3,projcos4,1,151.36634,1,0.379823,0.0105,0,0,network_projcos4
a_min_012770,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_170,13,13,cand_lan_e_f,3,projcos4,1,152.29291,1,0.379823,0.0105,0,0,network_projcos4
a_min_012771,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_171,13,13,cand_lan_e_f,3,projcos4,1,153.21921,1,0.379823,0.0105,0,0,network_projcos4
a_min_012772,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_172,13,13,cand_lan_e_f,3,projcos4,1,154.14569,1,0.379823,0.0105,0,0,network_projcos4
a_min_012773,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_173,13,13,cand_lan_e_f,3,projcos4,1,155.07199,1,0.379823,0.0105,0,0,network_projcos4
a_min_012774,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_174,13,13,cand_lan_e_f,3,projcos4,1,155.99829,1,0.379823,0.0105,0,0,network_projcos4
a_min_012775,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_175,13,13,cand_lan_e_f,3,projcos4,1,156.92468,1,0.379823,0.0105,0,0,network_projcos4
a_min_012776,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_176,13,13,cand_lan_e_f,3,projcos4,1,157.85071,1,0.379823,0.0105,0,0,network_projcos4
a_min_012777,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_177,13,13,cand_lan_e_f,3,projcos4,1,158.5289,1,0.379823,0.0105,0,0,network_projcos4
a_min_012778,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_178,13,13,cand_lan_e_f,3,projcos4,1,159.45691,1,0.379823,0.0105,0,0,network_projcos4
a_min_012779,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_179,13,13,cand_lan_e_f,3,projcos4,1,160.38474,1,0.379823,0.0105,0,0,network_projcos4
a_min_012780,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_180,13,13,cand_lan_e_f,3,projcos4,1,161.31104,1,0.379823,0.0105,0,0,network_projcos4
a_min_012781,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_181,13,13,cand_lan_e_f,3,projcos4,1,162.23815,1,0.379823,0.0105,0,0,network_projcos4
a_min_012782,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_182,13,13,cand_lan_e_f,3,projcos4,1,163.16544,1,0.379823,0.0105,0,0,network_projcos4
a_min_012783,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_183,13,13,cand_lan_e_f,3,projcos4,1,164.09255,1,0.379823,0.0105,0,0,network_projcos4
a_min_012784,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_184,13,13,cand_lan_e_f,3,projcos4,1,165.01966,1,0.379823,0.0105,0,0,network_projcos4
a_min_012785,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_185,13,13,cand_lan_e_f,3,projcos4,1,165.69686,1,0.379823,0.0105,0,0,network_projcos4
a_min_012786,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_186,13,13,cand_lan_e_f,3,projcos4,1,166.6237,1,0.379823,0.0105,0,0,network_projcos4
a_min_012787,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_187,13,13,cand_lan_e_f,3,projcos4,1,167.5527,1,0.379823,0.0105,0,0,network_projcos4
a_min_012788,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_188,13,13,cand_lan_e_f,3,projcos4,1,168.48152,1,0.379823,0.0105,0,0,network_projcos4
a_min_012789,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_189,13,13,cand_lan_e_f,3,projcos4,1,169.41016,1,0.379823,0.0105,0,0,network_projcos4
a_min_012790,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_190,13,13,cand_lan_e_f,3,projcos4,1,170.33727,1,0.379823,0.0105,0,0,network_projcos4
a_min_012791,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_191,13,13,cand_lan_e_f,3,projcos4,1,171.26438,1,0.379823,0.0105,0,0,network_projcos4
a_min_012792,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_192,13,13,cand_lan_e_f,3,projcos4,1,172.19167,1,0.379823,0.0105,0,0,network_projcos4
a_min_012793,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_193,13,13,cand_lan_e_f,3,projcos4,1,172.86878,1,0.379823,0.0105,0,0,network_projcos4
a_min_012794,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_194,13,13,cand_lan_e_f,3,projcos4,1,173.79589,1,0.379823,0.0105,0,0,network_projcos4
a_min_012795,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_195,13,13,cand_lan_e_f,3,projcos4,1,174.72309,1,0.379823,0.0105,0,0,network_projcos4
a_min_012796,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_196,13,13,cand_lan_e_f,3,projcos4,1,175.64993,1,0.379823,0.0105,0,0,network_projcos4
a_min_012797,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_197,13,13,cand_lan_e_f,3,projcos4,1,176.57893,1,0.379823,0.0105,0,0,network_projcos4
a_min_012798,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_198,13,13,cand_lan_e_f,3,projcos4,1,177.50775,1,0.379823,0.0105,0,0,network_projcos4
a_min_012799,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_199,13,13,cand_lan_e_f,3,projcos4,1,178.43639,1,0.379823,0.0105,0,0,network_projcos4
a_min_012800,20260513,queued-8,0.2,0.9,network_aware_projcos4,eval_200,13,13,cand_lan_e_f,3,projcos4,1,179.3635,1,0.379823,0.0105,0,0,network_projcos4
a_min_012801,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_001,13,13,cand_lan_e_f,3,scalar16,1,0.92783,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012802,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_002,13,13,cand_lan_e_f,3,scalar16,1,1.85584,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012803,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_003,13,13,cand_lan_e_f,3,scalar16,1,2.78367,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012804,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_004,13,13,cand_lan_e_f,3,scalar16,1,3.7115,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012805,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_005,13,13,cand_lan_e_f,3,scalar16,1,4.63942,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012806,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_006,13,13,cand_lan_e_f,3,scalar16,1,5.56698,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012807,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_007,13,13,cand_lan_e_f,3,scalar16,1,6.4967,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012808,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_008,13,13,cand_lan_e_f,3,scalar16,1,7.42624,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012809,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_009,13,13,cand_lan_e_f,3,scalar16,1,8.1056,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012810,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_010,13,13,cand_lan_e_f,3,scalar16,1,9.03343,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012811,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_011,13,13,cand_lan_e_f,3,scalar16,1,9.95955,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012812,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_012,13,13,cand_lan_e_f,3,scalar16,1,10.88585,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012813,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_013,13,13,cand_lan_e_f,3,scalar16,1,11.81197,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012814,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_014,13,13,cand_lan_e_f,3,scalar16,1,12.73809,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012815,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_015,13,13,cand_lan_e_f,3,scalar16,1,13.6643,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012816,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_016,13,13,cand_lan_e_f,3,scalar16,1,14.59015,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012817,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_017,13,13,cand_lan_e_f,3,scalar16,1,15.26816,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012818,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_018,13,13,cand_lan_e_f,3,scalar16,1,16.19599,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012819,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_019,13,13,cand_lan_e_f,3,scalar16,1,17.12364,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012820,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_020,13,13,cand_lan_e_f,3,scalar16,1,18.04976,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012821,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_021,13,13,cand_lan_e_f,3,scalar16,1,18.97507,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012822,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_022,13,13,cand_lan_e_f,3,scalar16,1,19.90056,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012823,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_023,13,13,cand_lan_e_f,3,scalar16,1,20.82587,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012824,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_024,13,13,cand_lan_e_f,3,scalar16,1,21.75118,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012825,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_025,13,13,cand_lan_e_f,3,scalar16,1,22.42658,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012826,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_026,13,13,cand_lan_e_f,3,scalar16,1,23.35162,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012827,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_027,13,13,cand_lan_e_f,3,scalar16,1,24.27882,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012828,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_028,13,13,cand_lan_e_f,3,scalar16,1,25.20584,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012829,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_029,13,13,cand_lan_e_f,3,scalar16,1,26.13268,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012830,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_030,13,13,cand_lan_e_f,3,scalar16,1,27.05799,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012831,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_031,13,13,cand_lan_e_f,3,scalar16,1,27.98492,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012832,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_032,13,13,cand_lan_e_f,3,scalar16,1,28.91203,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012833,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_033,13,13,cand_lan_e_f,3,scalar16,1,29.58896,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012834,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_034,13,13,cand_lan_e_f,3,scalar16,1,30.51589,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012835,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_035,13,13,cand_lan_e_f,3,scalar16,1,31.44291,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012836,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_036,13,13,cand_lan_e_f,3,scalar16,1,32.36957,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012837,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_037,13,13,cand_lan_e_f,3,scalar16,1,33.29839,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012838,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_038,13,13,cand_lan_e_f,3,scalar16,1,34.22703,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012839,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_039,13,13,cand_lan_e_f,3,scalar16,1,35.15549,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012840,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_040,13,13,cand_lan_e_f,3,scalar16,1,36.08242,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012841,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_041,13,13,cand_lan_e_f,3,scalar16,1,36.75935,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012842,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_042,13,13,cand_lan_e_f,3,scalar16,1,37.68646,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012843,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_043,13,13,cand_lan_e_f,3,scalar16,1,38.61339,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012844,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_044,13,13,cand_lan_e_f,3,scalar16,1,39.54032,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012845,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_045,13,13,cand_lan_e_f,3,scalar16,1,40.46734,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012846,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_046,13,13,cand_lan_e_f,3,scalar16,1,41.394,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012847,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_047,13,13,cand_lan_e_f,3,scalar16,1,42.32282,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012848,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_048,13,13,cand_lan_e_f,3,scalar16,1,43.25146,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012849,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_049,13,13,cand_lan_e_f,3,scalar16,1,43.92992,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012850,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_050,13,13,cand_lan_e_f,3,scalar16,1,44.85685,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012851,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_051,13,13,cand_lan_e_f,3,scalar16,1,45.78477,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012852,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_052,13,13,cand_lan_e_f,3,scalar16,1,46.71287,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012853,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_053,13,13,cand_lan_e_f,3,scalar16,1,47.64079,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012854,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_054,13,13,cand_lan_e_f,3,scalar16,1,48.56871,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012855,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_055,13,13,cand_lan_e_f,3,scalar16,1,49.49672,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012856,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_056,13,13,cand_lan_e_f,3,scalar16,1,50.42437,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012857,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_057,13,13,cand_lan_e_f,3,scalar16,1,51.10418,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012858,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_058,13,13,cand_lan_e_f,3,scalar16,1,52.03381,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012859,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_059,13,13,cand_lan_e_f,3,scalar16,1,52.96326,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012860,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_060,13,13,cand_lan_e_f,3,scalar16,1,53.89118,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012861,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_061,13,13,cand_lan_e_f,3,scalar16,1,54.81649,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012862,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_062,13,13,cand_lan_e_f,3,scalar16,1,55.74198,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012863,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_063,13,13,cand_lan_e_f,3,scalar16,1,56.66729,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012864,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_064,13,13,cand_lan_e_f,3,scalar16,1,57.5926,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012865,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_065,13,13,cand_lan_e_f,3,scalar16,1,58.268,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012866,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_066,13,13,cand_lan_e_f,3,scalar16,1,59.19304,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012867,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_067,13,13,cand_lan_e_f,3,scalar16,1,60.12024,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012868,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_068,13,13,cand_lan_e_f,3,scalar16,1,61.04726,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012869,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_069,13,13,cand_lan_e_f,3,scalar16,1,61.9741,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012870,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_070,13,13,cand_lan_e_f,3,scalar16,1,62.89941,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012871,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_071,13,13,cand_lan_e_f,3,scalar16,1,63.82481,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012872,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_072,13,13,cand_lan_e_f,3,scalar16,1,64.75039,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012873,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_073,13,13,cand_lan_e_f,3,scalar16,1,65.42579,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012874,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_074,13,13,cand_lan_e_f,3,scalar16,1,66.35119,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012875,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_075,13,13,cand_lan_e_f,3,scalar16,1,67.27668,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012876,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_076,13,13,cand_lan_e_f,3,scalar16,1,68.20181,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012877,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_077,13,13,cand_lan_e_f,3,scalar16,1,69.1291,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012878,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_078,13,13,cand_lan_e_f,3,scalar16,1,70.05621,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012879,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_079,13,13,cand_lan_e_f,3,scalar16,1,70.98314,1,0.360349,0.0165,0,0,network_adaptive_scalar16
a_min_012880,20260513,queued-8,0.2,0.9,network_aware_adaptive,eval_080,13,13,cand_lan_e_f,3,scalar16,1,71.90854,1,0.360349,0.0165,0,0,network_adaptive_scalar16
