family,max_attack_support_spread,median_attack_support_spread,max_honest_support_fpr_spread
lut8,0.007769999999999999,0.002119999999999983,0.003729999999999999
gaussian,0.0030200000000000227,0.0008750000000000008,0.0012500000000000011
