pair_label,prompt_id,stage,stage_key,decode_step,left_capture_root,right_capture_root,left_runtime,right_runtime,thc_detected,thc_first_mismatch_index,thc_first_mismatch_checkpoint,tstc_detected,tstc_first_mismatch_index,tstc_first_mismatch_checkpoint,localization_label
local_cpu_smoke,eval_001,prefill,prefill,0,/Users/siyuan/Developer/Veriedge/VeriEdge/workspace/captures/E1/local_smoke_eval_a,/Users/siyuan/Developer/Veriedge/VeriEdge/workspace/captures/E1/local_smoke_eval_b,hetero_qwen_torch_chain,hetero_qwen_torch_chain,False,-1,,False,-1,,N/A
