pair_id,pair_label,variant,family,attack_family,attack_layer,attack_strength,prompt_count,detection_rate,localization_acc,output_affecting_available,output_affecting_prompt_count,output_affecting_detection_rate,output_affecting_reason,dominant_mismatch_checkpoint,runtime_ms_per_trace
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.3135
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.33506
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.279072
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.253108
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.189877
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.195182
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.05,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.233346
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.243196
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.15,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.23529
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.186915
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.529763
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.511315
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.541337
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.586675
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.502035
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.521379
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.408323
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.686345
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.05,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.645345
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.774371
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.15,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.512122
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.430092
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.989684
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.09851
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.940574
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.962543
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.078462
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.11017
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,scale_perturbation,material_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.415777
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,scale_perturbation,material_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.24837
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,scale_perturbation,material_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.051454
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,scale_perturbation,material_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.061551
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,scale_perturbation,material_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.026942
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar16,scalar,scale_perturbation,material_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.952062
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.971262
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.25258
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.997505
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.997712
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.157074
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.182276
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,scale_perturbation,material_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.922468
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,scale_perturbation,material_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.89398
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,scale_perturbation,material_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.883284
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,scale_perturbation,material_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.863522
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,scale_perturbation,material_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.843823
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,scalar64,scalar,scale_perturbation,material_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.87599
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,gaussian,statistical_tamper,0.01,200,1.0,0.985,0,0,,no_logits_or_output_in_capture,C2,7.293957
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,gaussian,statistical_tamper,0.02,200,1.0,0.985,0,0,,no_logits_or_output_in_capture,C2,7.253134
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,gaussian,statistical_tamper,0.05,200,1.0,0.985,0,0,,no_logits_or_output_in_capture,C2,7.271791
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,gaussian,statistical_tamper,0.1,200,1.0,0.985,0,0,,no_logits_or_output_in_capture,C2,7.440666
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,gaussian,statistical_tamper,0.15,200,1.0,0.985,0,0,,no_logits_or_output_in_capture,C2,7.351301
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,gaussian,statistical_tamper,0.2,200,1.0,0.985,0,0,,no_logits_or_output_in_capture,C2,7.270142
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,scale_perturbation,material_tamper,0.01,200,0.075,0.025,0,0,,no_logits_or_output_in_capture,C3,7.207302
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,scale_perturbation,material_tamper,0.02,200,0.08,0.03,0,0,,no_logits_or_output_in_capture,C3,7.128657
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,scale_perturbation,material_tamper,0.05,200,0.075,0.025,0,0,,no_logits_or_output_in_capture,C3,7.180345
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,scale_perturbation,material_tamper,0.1,200,0.07,0.02,0,0,,no_logits_or_output_in_capture,C3,7.188139
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,scale_perturbation,material_tamper,0.15,200,0.06,0.01,0,0,,no_logits_or_output_in_capture,C3,7.158509
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos4,projcos,scale_perturbation,material_tamper,0.2,200,0.07,0.02,0,0,,no_logits_or_output_in_capture,C3,7.14025
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.503878
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.372797
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.315517
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.320267
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.375216
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.29862
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.215111
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.230217
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,scale_perturbation,material_tamper,0.05,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.220797
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.212027
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,scale_perturbation,material_tamper,0.15,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.211704
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos8,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.246489
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.451197
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.464976
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.48238
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.476685
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.492885
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.471995
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.411359
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.410928
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,scale_perturbation,material_tamper,0.05,200,0.005,0.005,0,0,,no_logits_or_output_in_capture,C2,7.40009
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.404286
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,scale_perturbation,material_tamper,0.15,200,0.005,0.005,0,0,,no_logits_or_output_in_capture,C2,7.40927
t4strict_pair_e_vs_f_40_200,stack_e_vs_stack_f,projcos16,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.420801
