pair_id,pair_label,variant,family,attack_family,attack_layer,attack_strength,prompt_count,detection_rate,localization_acc,output_affecting_available,output_affecting_prompt_count,output_affecting_detection_rate,output_affecting_reason,dominant_mismatch_checkpoint,runtime_ms_per_trace
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,gaussian,statistical_tamper,0.01,200,0.745,0.745,0,0,,no_logits_or_output_in_capture,C2,7.013034
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,gaussian,statistical_tamper,0.02,200,0.97,0.97,0,0,,no_logits_or_output_in_capture,C2,6.996545
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.939031
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.977401
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.959166
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.947395
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,scale_perturbation,material_tamper,0.01,200,0.13,0.13,0,0,,no_logits_or_output_in_capture,C2,6.893369
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,scale_perturbation,material_tamper,0.02,200,0.23,0.23,0,0,,no_logits_or_output_in_capture,C2,6.866698
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,scale_perturbation,material_tamper,0.05,200,0.5,0.5,0,0,,no_logits_or_output_in_capture,C2,6.893181
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,scale_perturbation,material_tamper,0.1,200,0.78,0.78,0,0,,no_logits_or_output_in_capture,C2,6.897966
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,scale_perturbation,material_tamper,0.15,200,0.93,0.93,0,0,,no_logits_or_output_in_capture,C2,6.931051
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,scalar64,scalar,scale_perturbation,material_tamper,0.2,200,0.94,0.94,0,0,,no_logits_or_output_in_capture,C2,6.899926
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.349566
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.361884
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.304906
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.287318
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.323095
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.318255
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.395746
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.326
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.05,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.194573
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.278585
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.197257
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.247633
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.447904
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.359074
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.373222
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.398667
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.40279
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.374047
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.324079
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.421409
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,scale_perturbation,material_tamper,0.05,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.898034
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.7119
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,scale_perturbation,material_tamper,0.15,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.628169
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos8,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.533103
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.526032
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.555285
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.681367
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.994549
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.491557
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.553096
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.364146
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.682351
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,scale_perturbation,material_tamper,0.05,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.561741
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.673739
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,scale_perturbation,material_tamper,0.15,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.480828
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.652465
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.01,200,0.23,0.23,0,0,,no_logits_or_output_in_capture,C2,6.931032
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.02,200,0.52,0.52,0,0,,no_logits_or_output_in_capture,C2,6.933777
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.05,200,0.995,0.995,0,0,,no_logits_or_output_in_capture,C2,7.046623
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.036269
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.100703
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.997528
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.01,200,0.01,0.01,0,0,,no_logits_or_output_in_capture,C2,6.916736
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.02,200,0.015,0.015,0,0,,no_logits_or_output_in_capture,C2,6.93119
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.05,200,0.055,0.055,0,0,,no_logits_or_output_in_capture,C2,6.907571
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.1,200,0.155,0.155,0,0,,no_logits_or_output_in_capture,C2,6.946227
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.15,200,0.22,0.22,0,0,,no_logits_or_output_in_capture,C2,6.930097
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.2,200,0.3,0.3,0,0,,no_logits_or_output_in_capture,C2,6.932056
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.01,200,0.635,0.635,0,0,,no_logits_or_output_in_capture,C2,6.963689
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.02,200,0.945,0.945,0,0,,no_logits_or_output_in_capture,C2,6.955632
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.926699
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.976046
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.936262
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.959005
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.01,200,0.125,0.125,0,0,,no_logits_or_output_in_capture,C2,6.841211
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.02,200,0.2,0.2,0,0,,no_logits_or_output_in_capture,C2,6.857568
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.05,200,0.4,0.4,0,0,,no_logits_or_output_in_capture,C2,6.864789
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.1,200,0.635,0.635,0,0,,no_logits_or_output_in_capture,C2,6.900851
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.15,200,0.815,0.815,0,0,,no_logits_or_output_in_capture,C2,6.968426
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.2,200,0.885,0.885,0,0,,no_logits_or_output_in_capture,C2,6.92908
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.33276
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.408976
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.334471
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.237292
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.20842
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.257183
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.235354
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.251494
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.05,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.168729
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.275978
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.15,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.171424
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.177431
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.3328
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.334306
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.457685
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.482475
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.423375
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.428348
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.360637
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.355779
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.05,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.448122
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.487899
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.15,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.419255
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos8,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.37034
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.511802
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.576309
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.531813
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.655793
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.521042
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.577752
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.483543
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.580347
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.05,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.651796
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.512633
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.15,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.518336
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,projcos16,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.762365
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.01,200,0.955,0.955,0,0,,no_logits_or_output_in_capture,C2,6.926797
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.056651
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.947602
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.992906
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.945031
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.932182
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.01,200,0.14,0.14,0,0,,no_logits_or_output_in_capture,C2,6.855274
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.02,200,0.2,0.2,0,0,,no_logits_or_output_in_capture,C2,6.82368
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.05,200,0.35,0.35,0,0,,no_logits_or_output_in_capture,C2,6.864461
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.1,200,0.555,0.555,0,0,,no_logits_or_output_in_capture,C2,6.85927
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.15,200,0.72,0.72,0,0,,no_logits_or_output_in_capture,C2,6.812855
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar16,scalar,scale_perturbation,material_tamper,0.2,200,0.84,0.84,0,0,,no_logits_or_output_in_capture,C2,6.783451
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.995306
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.973474
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.975994
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.986256
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.92807
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,6.894453
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.01,200,0.205,0.205,0,0,,no_logits_or_output_in_capture,C2,6.826449
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.02,200,0.425,0.425,0,0,,no_logits_or_output_in_capture,C2,6.829675
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.05,200,0.79,0.79,0,0,,no_logits_or_output_in_capture,C2,6.875596
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.1,200,0.96,0.96,0,0,,no_logits_or_output_in_capture,C2,6.886694
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.15,200,0.995,0.995,0,0,,no_logits_or_output_in_capture,C2,6.874728
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,scalar64,scalar,scale_perturbation,material_tamper,0.2,200,0.995,0.995,0,0,,no_logits_or_output_in_capture,C2,6.844537
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.279547
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.283785
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.05,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.262545
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.1,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.294047
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.15,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.357362
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,gaussian,statistical_tamper,0.2,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.409113
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.01,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.28248
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.02,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.212038
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.05,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.236858
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.1,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.291731
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.15,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.356285
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos4,projcos,scale_perturbation,material_tamper,0.2,200,0.0,0.0,0,0,,no_logits_or_output_in_capture,,7.235792
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.01,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.326225
t4strict_pair_b_vs_d_40_200,stack_b_vs_stack_d,projcos8,projcos,gaussian,statistical_tamper,0.02,200,1.0,1.0,0,0,,no_logits_or_output_in_capture,C2,7.314049
