pair_count,seed_count,run_count,selected_feasible_rate,mean_eval_fpr,max_eval_fpr,min_eval_tpr,min_eval_locacc,min_primary_material_tpr,mean_primary_material_tpr,min_scale_tpr,mean_scale_tpr
6,5,30,1.0,0.007333,0.025,1.0,1.0,1.0,1.0,1.0,1.0
