pair_id,pair_label,variant,family,prompt_id,checkpoint,gap_metric,gap_value,threshold,over_threshold
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_155,C1,mean_sampled_abs_gap,0.011901855,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_155,C2,mean_sampled_abs_gap,0.026489258,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_155,C3,mean_sampled_abs_gap,0.022701685,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_156,C1,mean_sampled_abs_gap,0.015808105,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_156,C2,mean_sampled_abs_gap,0.025878906,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_156,C3,mean_sampled_abs_gap,0.028944191,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_157,C1,mean_sampled_abs_gap,0.019165039,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_157,C2,mean_sampled_abs_gap,0.031402588,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_157,C3,mean_sampled_abs_gap,0.025643379,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_158,C1,mean_sampled_abs_gap,0.021728516,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_158,C2,mean_sampled_abs_gap,0.020141602,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_158,C3,mean_sampled_abs_gap,0.022127603,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_159,C1,mean_sampled_abs_gap,0.018737793,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_159,C2,mean_sampled_abs_gap,0.01940918,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_159,C3,mean_sampled_abs_gap,0.025170923,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_160,C1,mean_sampled_abs_gap,0.014923096,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_160,C2,mean_sampled_abs_gap,0.023376465,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_160,C3,mean_sampled_abs_gap,0.032416159,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_161,C1,mean_sampled_abs_gap,0.017578125,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_161,C2,mean_sampled_abs_gap,0.028915405,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_161,C3,mean_sampled_abs_gap,0.041887283,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_162,C1,mean_sampled_abs_gap,0.009490967,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_162,C2,mean_sampled_abs_gap,0.034667969,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_162,C3,mean_sampled_abs_gap,0.041858863,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_163,C1,mean_sampled_abs_gap,0.008789062,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_163,C2,mean_sampled_abs_gap,0.024047852,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_163,C3,mean_sampled_abs_gap,0.04851215,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_164,C1,mean_sampled_abs_gap,0.013366699,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_164,C2,mean_sampled_abs_gap,0.033203125,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_164,C3,mean_sampled_abs_gap,0.031004447,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_165,C1,mean_sampled_abs_gap,0.012939453,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_165,C2,mean_sampled_abs_gap,0.024414062,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_165,C3,mean_sampled_abs_gap,0.024310058,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_166,C1,mean_sampled_abs_gap,0.010864258,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_166,C2,mean_sampled_abs_gap,0.034423828,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_166,C3,mean_sampled_abs_gap,0.030548017,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_167,C1,mean_sampled_abs_gap,0.008804321,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_167,C2,mean_sampled_abs_gap,0.031494141,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_167,C3,mean_sampled_abs_gap,0.039345752,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_168,C1,mean_sampled_abs_gap,0.009735107,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_168,C2,mean_sampled_abs_gap,0.046264648,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_168,C3,mean_sampled_abs_gap,0.054925109,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_169,C1,mean_sampled_abs_gap,0.008453369,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_169,C2,mean_sampled_abs_gap,0.037353516,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_169,C3,mean_sampled_abs_gap,0.030424611,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_170,C1,mean_sampled_abs_gap,0.00994873,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_170,C2,mean_sampled_abs_gap,0.032836914,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_170,C3,mean_sampled_abs_gap,0.030630684,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_171,C1,mean_sampled_abs_gap,0.018371582,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_171,C2,mean_sampled_abs_gap,0.029724121,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_171,C3,mean_sampled_abs_gap,0.032883516,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_172,C1,mean_sampled_abs_gap,0.010131836,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_172,C2,mean_sampled_abs_gap,0.036865234,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_172,C3,mean_sampled_abs_gap,0.025810811,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_173,C1,mean_sampled_abs_gap,0.01184082,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_173,C2,mean_sampled_abs_gap,0.025756836,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_173,C3,mean_sampled_abs_gap,0.039105633,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_174,C1,mean_sampled_abs_gap,0.011352539,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_174,C2,mean_sampled_abs_gap,0.025756836,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_174,C3,mean_sampled_abs_gap,0.025410458,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_175,C1,mean_sampled_abs_gap,0.008789062,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_175,C2,mean_sampled_abs_gap,0.018432617,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_175,C3,mean_sampled_abs_gap,0.035757217,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_176,C1,mean_sampled_abs_gap,0.00793457,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_176,C2,mean_sampled_abs_gap,0.021972656,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_176,C3,mean_sampled_abs_gap,0.034152284,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_177,C1,mean_sampled_abs_gap,0.012401581,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_177,C2,mean_sampled_abs_gap,0.023132324,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_177,C3,mean_sampled_abs_gap,0.023410431,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_178,C1,mean_sampled_abs_gap,0.008071899,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_178,C2,mean_sampled_abs_gap,0.034057617,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_178,C3,mean_sampled_abs_gap,0.017855264,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_179,C1,mean_sampled_abs_gap,0.007965088,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_179,C2,mean_sampled_abs_gap,0.028076172,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_179,C3,mean_sampled_abs_gap,0.031240284,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_180,C1,mean_sampled_abs_gap,0.013427734,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_180,C2,mean_sampled_abs_gap,0.025634766,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_180,C3,mean_sampled_abs_gap,0.059005064,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_181,C1,mean_sampled_abs_gap,0.011291504,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_181,C2,mean_sampled_abs_gap,0.024597168,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_181,C3,mean_sampled_abs_gap,0.033700317,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_182,C1,mean_sampled_abs_gap,0.011352539,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_182,C2,mean_sampled_abs_gap,0.026062012,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_182,C3,mean_sampled_abs_gap,0.039969393,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_183,C1,mean_sampled_abs_gap,0.007385254,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_183,C2,mean_sampled_abs_gap,0.024108887,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_183,C3,mean_sampled_abs_gap,0.040161793,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_184,C1,mean_sampled_abs_gap,0.007263184,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_184,C2,mean_sampled_abs_gap,0.026306152,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_184,C3,mean_sampled_abs_gap,0.041037826,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_185,C1,mean_sampled_abs_gap,0.009796143,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_185,C2,mean_sampled_abs_gap,0.024971008,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_185,C3,mean_sampled_abs_gap,0.040489521,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_186,C1,mean_sampled_abs_gap,0.009735107,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_186,C2,mean_sampled_abs_gap,0.028411865,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_186,C3,mean_sampled_abs_gap,0.025288485,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_187,C1,mean_sampled_abs_gap,0.016845703,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_187,C2,mean_sampled_abs_gap,0.048950195,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_187,C3,mean_sampled_abs_gap,0.062323091,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_188,C1,mean_sampled_abs_gap,0.011566162,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_188,C2,mean_sampled_abs_gap,0.033782959,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_188,C3,mean_sampled_abs_gap,0.067089349,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_189,C1,mean_sampled_abs_gap,0.014038086,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_189,C2,mean_sampled_abs_gap,0.043762207,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_189,C3,mean_sampled_abs_gap,0.058934451,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_190,C1,mean_sampled_abs_gap,0.00994873,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_190,C2,mean_sampled_abs_gap,0.03894043,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_190,C3,mean_sampled_abs_gap,0.048647657,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_191,C1,mean_sampled_abs_gap,0.011474609,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_191,C2,mean_sampled_abs_gap,0.035949707,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_191,C3,mean_sampled_abs_gap,0.041310098,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_192,C1,mean_sampled_abs_gap,0.012512207,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_192,C2,mean_sampled_abs_gap,0.041381836,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_192,C3,mean_sampled_abs_gap,0.066895076,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_193,C1,mean_sampled_abs_gap,0.01184082,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_193,C2,mean_sampled_abs_gap,0.034301758,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_193,C3,mean_sampled_abs_gap,0.039290196,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_194,C1,mean_sampled_abs_gap,0.008415222,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_194,C2,mean_sampled_abs_gap,0.038757324,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_194,C3,mean_sampled_abs_gap,0.047877686,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_195,C1,mean_sampled_abs_gap,0.014556885,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_195,C2,mean_sampled_abs_gap,0.030303955,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_195,C3,mean_sampled_abs_gap,0.041914708,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_196,C1,mean_sampled_abs_gap,0.010009766,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_196,C2,mean_sampled_abs_gap,0.02684021,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_196,C3,mean_sampled_abs_gap,0.051912433,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_197,C1,mean_sampled_abs_gap,0.013397217,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_197,C2,mean_sampled_abs_gap,0.027954102,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_197,C3,mean_sampled_abs_gap,0.038477688,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_198,C1,mean_sampled_abs_gap,0.012908936,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_198,C2,mean_sampled_abs_gap,0.025539398,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_198,C3,mean_sampled_abs_gap,0.05148589,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_199,C1,mean_sampled_abs_gap,0.013000488,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_199,C2,mean_sampled_abs_gap,0.028503418,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_199,C3,mean_sampled_abs_gap,0.055244709,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_200,C1,mean_sampled_abs_gap,0.013198853,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_200,C2,mean_sampled_abs_gap,0.036071777,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar16,scalar,eval_200,C3,mean_sampled_abs_gap,0.044850504,4.3359375,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_001,C1,mean_sampled_abs_gap,0.009338379,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_001,C2,mean_sampled_abs_gap,0.03237915,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_001,C3,mean_sampled_abs_gap,0.06980081,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_002,C1,mean_sampled_abs_gap,0.011165857,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_002,C2,mean_sampled_abs_gap,0.073745728,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_002,C3,mean_sampled_abs_gap,0.039765271,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_003,C1,mean_sampled_abs_gap,0.007137299,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_003,C2,mean_sampled_abs_gap,0.08694458,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_003,C3,mean_sampled_abs_gap,0.092289986,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_004,C1,mean_sampled_abs_gap,0.009460449,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_004,C2,mean_sampled_abs_gap,0.023605347,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_004,C3,mean_sampled_abs_gap,0.035117167,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_005,C1,mean_sampled_abs_gap,0.008412838,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_005,C2,mean_sampled_abs_gap,0.033489227,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_005,C3,mean_sampled_abs_gap,0.142222784,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_006,C1,mean_sampled_abs_gap,0.008644104,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_006,C2,mean_sampled_abs_gap,0.029426575,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_006,C3,mean_sampled_abs_gap,0.05110833,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_007,C1,mean_sampled_abs_gap,0.009712219,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_007,C2,mean_sampled_abs_gap,0.023551941,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_007,C3,mean_sampled_abs_gap,0.039564355,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_008,C1,mean_sampled_abs_gap,0.008850098,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_008,C2,mean_sampled_abs_gap,0.028373718,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_008,C3,mean_sampled_abs_gap,0.035622471,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_009,C1,mean_sampled_abs_gap,0.010250092,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_009,C2,mean_sampled_abs_gap,0.038360596,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_009,C3,mean_sampled_abs_gap,0.037062446,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_010,C1,mean_sampled_abs_gap,0.011222839,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_010,C2,mean_sampled_abs_gap,0.025039673,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_010,C3,mean_sampled_abs_gap,0.041175203,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_011,C1,mean_sampled_abs_gap,0.016548157,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_011,C2,mean_sampled_abs_gap,0.029129028,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_011,C3,mean_sampled_abs_gap,0.036323221,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_012,C1,mean_sampled_abs_gap,0.013132095,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_012,C2,mean_sampled_abs_gap,0.030586243,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_012,C3,mean_sampled_abs_gap,0.042204355,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_013,C1,mean_sampled_abs_gap,0.013362885,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_013,C2,mean_sampled_abs_gap,0.02529335,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_013,C3,mean_sampled_abs_gap,0.030740756,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_014,C1,mean_sampled_abs_gap,0.012451172,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_014,C2,mean_sampled_abs_gap,0.026306152,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_014,C3,mean_sampled_abs_gap,0.031351048,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_015,C1,mean_sampled_abs_gap,0.012775421,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_015,C2,mean_sampled_abs_gap,0.020080566,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_015,C3,mean_sampled_abs_gap,0.027617373,5.78125,0
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,scalar64,scalar,eval_016,C1,mean_sampled_abs_gap,0.014575958,5.78125,0
