threat_model,attack_family,rho,boundary,detector,n_eval,threshold_gamma,tpr_at_1fpr,eval_fpr,evaded_rate,harmful_evasion_rate,harm_proxy_mean,localization_acc,tpr_ci_lo,tpr_ci_hi,rho_eff
TM1_seed_secret,tol_hug_projcos,0.005,C3,ProjCos4,520,0.00061048,0.019231,0.015385,0.980769,0.971154,0.11796,0.8,0.010479,0.035034,0.004933
TM1_seed_secret,tol_hug_projcos,0.005,C3,SignRadial,520,0.008965,0.021154,0.009615,0.978846,0.967308,0.11796,0.727273,0.011852,0.037478,0.004933
TM1_seed_secret,tol_hug_projcos,0.01,C3,Combined,520,0.9900995,0.061538,0.009615,0.938462,0.930769,0.234379,0.90625,0.043925,0.085583,0.00981
TM1_seed_secret,tol_hug_projcos,0.01,C3,ProjCos4,520,0.00061048,0.046154,0.015385,0.953846,0.944231,0.234379,0.875,0.031209,0.067755,0.00981
TM1_seed_secret,tol_hug_projcos,0.01,C3,SignRadial,520,0.008965,0.036538,0.009615,0.963462,0.951923,0.234379,0.842105,0.023514,0.05636,0.00981
TM1_seed_secret,tol_hug_projcos,0.02,C3,Combined,520,0.9900995,0.398077,0.009615,0.601923,0.594231,0.421979,0.966184,0.3569,0.440749,0.017738
TM1_seed_secret,tol_hug_projcos,0.02,C3,ProjCos4,520,0.00061048,0.419231,0.015385,0.580769,0.571154,0.421979,0.958716,0.377564,0.462082,0.017738
TM1_seed_secret,tol_hug_projcos,0.02,C3,SignRadial,520,0.008965,0.146154,0.009615,0.853846,0.842308,0.421979,0.934211,0.118386,0.179111,0.017738
TM1_seed_secret,tol_hug_projcos,0.05,C3,Combined,520,0.9900995,0.621154,0.009615,0.378846,0.371154,0.630388,0.972136,0.578715,0.661816,0.02761
TM1_seed_secret,tol_hug_projcos,0.05,C3,ProjCos4,520,0.00061048,0.642308,0.015385,0.357692,0.348077,0.630388,0.961078,0.600205,0.682324,0.02761
TM1_seed_secret,tol_hug_projcos,0.05,C3,SignRadial,520,0.008965,0.269231,0.009615,0.730769,0.719231,0.630388,0.95,0.232901,0.308945,0.02761
TM1_seed_secret,tol_hug_projcos,0.1,C3,Combined,520,0.9900995,0.621154,0.009615,0.378846,0.371154,0.767345,0.972136,0.578715,0.661816,0.034985
TM1_seed_secret,tol_hug_projcos,0.1,C3,ProjCos4,520,0.00061048,0.642308,0.015385,0.357692,0.348077,0.767345,0.961078,0.600205,0.682324,0.034985
TM1_seed_secret,tol_hug_projcos,0.1,C3,SignRadial,520,0.008965,0.305769,0.009615,0.694231,0.682692,0.767345,0.955975,0.267713,0.346674,0.034985
TM1_seed_secret,tol_hug_sr,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.776923,0.047087,0.6,0.004114,0.022309,0.001958
TM1_seed_secret,tol_hug_sr,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.773077,0.047087,0.75,0.007816,0.030061,0.001958
TM1_seed_secret,tol_hug_sr,0.002,C3,SignRadial,520,0.008965,0.013462,0.009615,0.986538,0.771154,0.047087,0.571429,0.006536,0.027523,0.001958
TM1_seed_secret,tol_hug_sr,0.005,C3,Combined,520,0.9900995,0.019231,0.009615,0.980769,0.963462,0.117444,0.8,0.010479,0.035034,0.004881
TM1_seed_secret,tol_hug_sr,0.005,C3,ProjCos4,520,0.00061048,0.019231,0.015385,0.980769,0.963462,0.117444,0.8,0.010479,0.035034,0.004881
TM1_seed_secret,tol_hug_sr,0.005,C3,SignRadial,520,0.008965,0.021154,0.009615,0.978846,0.959615,0.117444,0.727273,0.011852,0.037478,0.004881
TM1_seed_secret,tol_hug_sr,0.01,C3,Combined,520,0.9900995,0.059615,0.009615,0.940385,0.923077,0.231512,0.903226,0.042313,0.083376,0.009642
TM1_seed_secret,tol_hug_sr,0.01,C3,ProjCos4,520,0.00061048,0.048077,0.015385,0.951923,0.934615,0.231512,0.88,0.032774,0.070008,0.009642
TM1_seed_secret,tol_hug_sr,0.01,C3,SignRadial,520,0.008965,0.034615,0.009615,0.965385,0.946154,0.231512,0.833333,0.022006,0.05405,0.009642
TM1_seed_secret,tol_hug_sr,0.02,C3,Combined,520,0.9900995,0.490385,0.009615,0.509615,0.492308,0.441501,0.976471,0.447646,0.533264,0.018526
TM1_seed_secret,tol_hug_sr,0.02,C3,ProjCos4,520,0.00061048,0.528846,0.015385,0.471154,0.453846,0.441501,0.963636,0.485888,0.571381,0.018526
TM1_seed_secret,tol_hug_sr,0.02,C3,SignRadial,520,0.008965,0.155769,0.009615,0.844231,0.825,0.441501,0.950617,0.127137,0.18945,0.018526
TM1_seed_secret,tol_hug_sr,0.05,C3,Combined,520,0.9900995,0.832692,0.009615,0.167308,0.153846,0.918611,0.979215,0.798197,0.862309,0.039095
TM1_seed_secret,tol_hug_sr,0.05,C3,ProjCos4,520,0.00061048,0.834615,0.015385,0.165385,0.151923,0.918611,0.965438,0.800252,0.864072,0.039095
TM1_seed_secret,tol_hug_sr,0.05,C3,SignRadial,520,0.008965,0.378846,0.009615,0.621154,0.605769,0.918611,0.969543,0.338184,0.421285,0.039095
TM1_seed_secret,tol_hug_sr,0.1,C3,Combined,520,0.9900995,0.834615,0.009615,0.165385,0.151923,1.350411,0.979263,0.800252,0.864072,0.06031
TM1_seed_secret,tol_hug_sr,0.1,C3,ProjCos4,520,0.00061048,0.836538,0.015385,0.163462,0.15,1.350411,0.965517,0.802308,0.865833,0.06031
TM1_seed_secret,tol_hug_sr,0.1,C3,SignRadial,520,0.008965,0.494231,0.009615,0.505769,0.492308,1.350411,0.964981,0.451459,0.537087,0.06031
