family,max_attack_support_spread,median_attack_support_spread,max_honest_support_fpr_spread
lut16,0.0036800000000000166,0.0012800000000000034,0.0005800000000000007
gaussian,0.0030200000000000227,0.0008750000000000008,0.0012500000000000011
