threat_model,attack_family,rho,boundary,detector,n_eval,threshold_gamma,tpr_at_1fpr,eval_fpr,evaded_rate,harmful_evasion_rate,harm_proxy_mean,localization_acc,tpr_ci_lo,tpr_ci_hi,rho_eff
TM1_seed_secret,tol_hug_combined,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.680769,0.041738,0.75,0.007816,0.030061,0.001762
TM1_seed_secret,tol_hug_combined,0.002,C3,SignRadial,520,0.008965,0.011538,0.009615,0.988462,0.680769,0.041738,0.5,0.005299,0.024942,0.001762
TM1_seed_secret,tol_hug_combined,0.005,C1,Combined,520,0.9900995,0.440385,0.009615,0.559615,0.346154,0.079415,0.144105,0.398308,0.483336,0.000122
TM1_seed_secret,tol_hug_combined,0.005,C1,ProjCos4,520,0.00061048,0.413462,0.015385,0.586538,0.371154,0.079415,0.265116,0.37192,0.456272,0.000122
TM1_seed_secret,tol_hug_combined,0.005,C1,SignRadial,520,0.008965,0.334615,0.009615,0.665385,0.45,0.079415,0.04023,0.295403,0.376253,0.000122
TM1_seed_secret,tol_hug_combined,0.005,C2,Combined,520,0.9900995,0.067308,0.009615,0.932692,0.342308,0.025417,0.142857,0.048791,0.09217,9.4e-05
TM1_seed_secret,tol_hug_combined,0.005,C2,ProjCos4,520,0.00061048,0.078846,0.015385,0.921154,0.332692,0.025417,0.146341,0.058651,0.105219,9.4e-05
TM1_seed_secret,tol_hug_combined,0.005,C2,SignRadial,520,0.008965,0.026923,0.009615,0.973077,0.380769,0.025417,0.357143,0.016104,0.04468,9.4e-05
TM1_seed_secret,tol_hug_combined,0.005,C3,Combined,520,0.9900995,0.019231,0.009615,0.980769,0.871154,0.104488,0.8,0.010479,0.035034,0.004408
TM1_seed_secret,tol_hug_combined,0.005,C3,ProjCos4,520,0.00061048,0.019231,0.015385,0.980769,0.871154,0.104488,0.8,0.010479,0.035034,0.004408
TM1_seed_secret,tol_hug_combined,0.005,C3,SignRadial,520,0.008965,0.019231,0.009615,0.980769,0.869231,0.104488,0.7,0.010479,0.035034,0.004408
TM1_seed_secret,tol_hug_combined,0.01,C1,Combined,520,0.9900995,0.436538,0.009615,0.563462,0.344231,0.078773,0.145374,0.39453,0.479477,0.000121
TM1_seed_secret,tol_hug_combined,0.01,C1,ProjCos4,520,0.00061048,0.409615,0.015385,0.590385,0.369231,0.078773,0.267606,0.368161,0.452395,0.000121
TM1_seed_secret,tol_hug_combined,0.01,C1,SignRadial,520,0.008965,0.330769,0.009615,0.669231,0.448077,0.078773,0.040698,0.291701,0.372319,0.000121
TM1_seed_secret,tol_hug_combined,0.01,C2,Combined,520,0.9900995,0.067308,0.009615,0.932692,0.338462,0.025288,0.142857,0.048791,0.09217,9.4e-05
TM1_seed_secret,tol_hug_combined,0.01,C2,ProjCos4,520,0.00061048,0.078846,0.015385,0.921154,0.328846,0.025288,0.146341,0.058651,0.105219,9.4e-05
TM1_seed_secret,tol_hug_combined,0.01,C2,SignRadial,520,0.008965,0.026923,0.009615,0.973077,0.376923,0.025288,0.357143,0.016104,0.04468,9.4e-05
TM1_seed_secret,tol_hug_combined,0.01,C3,Combined,520,0.9900995,0.051923,0.009615,0.948077,0.859615,0.2088,0.925926,0.035927,0.074491,0.008797
TM1_seed_secret,tol_hug_combined,0.01,C3,ProjCos4,520,0.00061048,0.042308,0.015385,0.957692,0.869231,0.2088,0.909091,0.028103,0.063225,0.008797
TM1_seed_secret,tol_hug_combined,0.01,C3,SignRadial,520,0.008965,0.030769,0.009615,0.969231,0.878846,0.2088,0.8125,0.019027,0.049394,0.008797
TM1_seed_secret,tol_hug_combined,0.02,C1,Combined,520,0.9900995,0.436538,0.009615,0.563462,0.344231,0.078773,0.145374,0.39453,0.479477,0.000121
TM1_seed_secret,tol_hug_combined,0.02,C1,ProjCos4,520,0.00061048,0.409615,0.015385,0.590385,0.369231,0.078773,0.267606,0.368161,0.452395,0.000121
TM1_seed_secret,tol_hug_combined,0.02,C1,SignRadial,520,0.008965,0.330769,0.009615,0.669231,0.448077,0.078773,0.040698,0.291701,0.372319,0.000121
TM1_seed_secret,tol_hug_combined,0.02,C2,Combined,520,0.9900995,0.067308,0.009615,0.932692,0.332692,0.02492,0.142857,0.048791,0.09217,9.2e-05
TM1_seed_secret,tol_hug_combined,0.02,C2,ProjCos4,520,0.00061048,0.076923,0.015385,0.923077,0.325,0.02492,0.15,0.056997,0.103054,9.2e-05
TM1_seed_secret,tol_hug_combined,0.02,C2,SignRadial,520,0.008965,0.026923,0.009615,0.973077,0.371154,0.02492,0.357143,0.016104,0.04468,9.2e-05
TM1_seed_secret,tol_hug_combined,0.02,C3,Combined,520,0.9900995,0.411538,0.009615,0.588462,0.507692,0.386364,0.985981,0.37004,0.454334,0.016339
TM1_seed_secret,tol_hug_combined,0.02,C3,ProjCos4,520,0.00061048,0.442308,0.015385,0.557692,0.476923,0.386364,0.965217,0.400197,0.485264,0.016339
TM1_seed_secret,tol_hug_combined,0.02,C3,SignRadial,520,0.008965,0.138462,0.009615,0.861538,0.780769,0.386364,0.930556,0.111417,0.170808,0.016339
TM1_seed_secret,tol_hug_combined,0.05,C1,Combined,520,0.9900995,0.436538,0.009615,0.563462,0.344231,0.078773,0.145374,0.39453,0.479477,0.000121
TM1_seed_secret,tol_hug_combined,0.05,C1,ProjCos4,520,0.00061048,0.409615,0.015385,0.590385,0.369231,0.078773,0.267606,0.368161,0.452395,0.000121
TM1_seed_secret,tol_hug_combined,0.05,C1,SignRadial,520,0.008965,0.330769,0.009615,0.669231,0.448077,0.078773,0.040698,0.291701,0.372319,0.000121
TM1_seed_secret,tol_hug_combined,0.05,C2,Combined,520,0.9900995,0.067308,0.009615,0.932692,0.330769,0.024693,0.142857,0.048791,0.09217,9.1e-05
TM1_seed_secret,tol_hug_combined,0.05,C2,ProjCos4,520,0.00061048,0.076923,0.015385,0.923077,0.323077,0.024693,0.15,0.056997,0.103054,9.1e-05
TM1_seed_secret,tol_hug_combined,0.05,C2,SignRadial,520,0.008965,0.026923,0.009615,0.973077,0.369231,0.024693,0.357143,0.016104,0.04468,9.1e-05
TM1_seed_secret,tol_hug_combined,0.05,C3,Combined,520,0.9900995,0.6,0.009615,0.4,0.321154,0.523262,0.980769,0.557308,0.641225,0.021967
TM1_seed_secret,tol_hug_combined,0.05,C3,ProjCos4,520,0.00061048,0.619231,0.015385,0.380769,0.301923,0.523262,0.965839,0.576765,0.659948,0.021967
TM1_seed_secret,tol_hug_combined,0.05,C3,SignRadial,520,0.008965,0.2,0.009615,0.8,0.721154,0.523262,0.923077,0.167876,0.236524,0.021967
TM1_seed_secret,tol_hug_combined,0.1,C1,Combined,520,0.9900995,0.436538,0.009615,0.563462,0.344231,0.078773,0.145374,0.39453,0.479477,0.000121
TM1_seed_secret,tol_hug_combined,0.1,C1,ProjCos4,520,0.00061048,0.409615,0.015385,0.590385,0.369231,0.078773,0.267606,0.368161,0.452395,0.000121
TM1_seed_secret,tol_hug_combined,0.1,C1,SignRadial,520,0.008965,0.330769,0.009615,0.669231,0.448077,0.078773,0.040698,0.291701,0.372319,0.000121
TM1_seed_secret,tol_hug_combined,0.1,C2,Combined,520,0.9900995,0.067308,0.009615,0.932692,0.330769,0.024693,0.142857,0.048791,0.09217,9.1e-05
TM1_seed_secret,tol_hug_combined,0.1,C2,ProjCos4,520,0.00061048,0.076923,0.015385,0.923077,0.323077,0.024693,0.15,0.056997,0.103054,9.1e-05
TM1_seed_secret,tol_hug_combined,0.1,C2,SignRadial,520,0.008965,0.026923,0.009615,0.973077,0.369231,0.024693,0.357143,0.016104,0.04468,9.1e-05
TM1_seed_secret,tol_hug_combined,0.1,C3,Combined,520,0.9900995,0.6,0.009615,0.4,0.321154,0.52347,0.980769,0.557308,0.641225,0.021982
TM1_seed_secret,tol_hug_combined,0.1,C3,ProjCos4,520,0.00061048,0.619231,0.015385,0.380769,0.301923,0.52347,0.965839,0.576765,0.659948,0.021982
TM1_seed_secret,tol_hug_combined,0.1,C3,SignRadial,520,0.008965,0.2,0.009615,0.8,0.721154,0.52347,0.923077,0.167876,0.236524,0.021982
TM1_seed_secret,tol_hug_projcos,0.002,C1,Combined,520,0.9900995,0.688462,0.009615,0.311538,0.225,0.12159,0.315642,0.647396,0.726763,0.000193
TM1_seed_secret,tol_hug_projcos,0.002,C1,ProjCos4,520,0.00061048,0.659615,0.015385,0.340385,0.25,0.12159,0.428571,0.617851,0.699039,0.000193
TM1_seed_secret,tol_hug_projcos,0.002,C1,SignRadial,520,0.008965,0.511538,0.009615,0.488462,0.401923,0.12159,0.082707,0.468648,0.55426,0.000193
TM1_seed_secret,tol_hug_projcos,0.002,C2,Combined,520,0.9900995,0.138462,0.009615,0.861538,0.484615,0.051365,0.208333,0.111417,0.170808,0.000189
TM1_seed_secret,tol_hug_projcos,0.002,C2,ProjCos4,520,0.00061048,0.153846,0.015385,0.846154,0.471154,0.051365,0.2375,0.125383,0.187386,0.000189
TM1_seed_secret,tol_hug_projcos,0.002,C2,SignRadial,520,0.008965,0.059615,0.009615,0.940385,0.561538,0.051365,0.290323,0.042313,0.083376,0.000189
TM1_seed_secret,tol_hug_projcos,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.790385,0.047884,0.6,0.004114,0.022309,0.002
TM1_seed_secret,tol_hug_projcos,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.786538,0.047884,0.75,0.007816,0.030061,0.002
TM1_seed_secret,tol_hug_projcos,0.002,C3,SignRadial,520,0.008965,0.013462,0.009615,0.986538,0.784615,0.047884,0.571429,0.006536,0.027523,0.002
TM1_seed_secret,tol_hug_projcos,0.005,C1,Combined,520,0.9900995,0.688462,0.009615,0.311538,0.225,0.12159,0.315642,0.647396,0.726763,0.000193
TM1_seed_secret,tol_hug_projcos,0.005,C1,ProjCos4,520,0.00061048,0.659615,0.015385,0.340385,0.25,0.12159,0.428571,0.617851,0.699039,0.000193
TM1_seed_secret,tol_hug_projcos,0.005,C1,SignRadial,520,0.008965,0.511538,0.009615,0.488462,0.401923,0.12159,0.082707,0.468648,0.55426,0.000193
TM1_seed_secret,tol_hug_projcos,0.005,C2,Combined,520,0.9900995,0.138462,0.009615,0.861538,0.484615,0.051365,0.208333,0.111417,0.170808,0.000189
TM1_seed_secret,tol_hug_projcos,0.005,C2,ProjCos4,520,0.00061048,0.153846,0.015385,0.846154,0.471154,0.051365,0.2375,0.125383,0.187386,0.000189
TM1_seed_secret,tol_hug_projcos,0.005,C2,SignRadial,520,0.008965,0.059615,0.009615,0.940385,0.561538,0.051365,0.290323,0.042313,0.083376,0.000189
TM1_seed_secret,tol_hug_projcos,0.005,C3,Combined,520,0.9900995,0.019231,0.009615,0.980769,0.980769,0.119687,0.8,0.010479,0.035034,0.005
TM1_seed_secret,tol_hug_projcos,0.005,C3,ProjCos4,520,0.00061048,0.019231,0.015385,0.980769,0.980769,0.119687,0.8,0.010479,0.035034,0.005
TM1_seed_secret,tol_hug_projcos,0.005,C3,SignRadial,520,0.008965,0.021154,0.009615,0.978846,0.978846,0.119687,0.727273,0.011852,0.037478,0.005
TM1_seed_secret,tol_hug_projcos,0.01,C1,Combined,520,0.9900995,0.688462,0.009615,0.311538,0.223077,0.121459,0.315642,0.647396,0.726763,0.000192
TM1_seed_secret,tol_hug_projcos,0.01,C1,ProjCos4,520,0.00061048,0.659615,0.015385,0.340385,0.248077,0.121459,0.428571,0.617851,0.699039,0.000192
TM1_seed_secret,tol_hug_projcos,0.01,C1,SignRadial,520,0.008965,0.511538,0.009615,0.488462,0.4,0.121459,0.082707,0.468648,0.55426,0.000192
TM1_seed_secret,tol_hug_projcos,0.01,C2,Combined,520,0.9900995,0.138462,0.009615,0.861538,0.480769,0.051239,0.208333,0.111417,0.170808,0.000188
TM1_seed_secret,tol_hug_projcos,0.01,C2,ProjCos4,520,0.00061048,0.153846,0.015385,0.846154,0.467308,0.051239,0.2375,0.125383,0.187386,0.000188
TM1_seed_secret,tol_hug_projcos,0.01,C2,SignRadial,520,0.008965,0.059615,0.009615,0.940385,0.557692,0.051239,0.290323,0.042313,0.083376,0.000188
TM1_seed_secret,tol_hug_projcos,0.01,C3,Combined,520,0.9900995,0.061538,0.009615,0.938462,0.938462,0.239166,0.90625,0.043925,0.085583,0.01
TM1_seed_secret,tol_hug_projcos,0.01,C3,ProjCos4,520,0.00061048,0.048077,0.015385,0.951923,0.951923,0.239166,0.88,0.032774,0.070008,0.01
TM1_seed_secret,tol_hug_projcos,0.01,C3,SignRadial,520,0.008965,0.036538,0.009615,0.963462,0.963462,0.239166,0.842105,0.023514,0.05636,0.01
TM1_seed_secret,tol_hug_projcos,0.02,C1,Combined,520,0.9900995,0.688462,0.009615,0.311538,0.223077,0.121459,0.315642,0.647396,0.726763,0.000192
TM1_seed_secret,tol_hug_projcos,0.02,C1,ProjCos4,520,0.00061048,0.659615,0.015385,0.340385,0.248077,0.121459,0.428571,0.617851,0.699039,0.000192
TM1_seed_secret,tol_hug_projcos,0.02,C1,SignRadial,520,0.008965,0.511538,0.009615,0.488462,0.4,0.121459,0.082707,0.468648,0.55426,0.000192
TM1_seed_secret,tol_hug_projcos,0.02,C2,Combined,520,0.9900995,0.136538,0.009615,0.863462,0.480769,0.051099,0.211268,0.10968,0.168728,0.000188
TM1_seed_secret,tol_hug_projcos,0.02,C2,ProjCos4,520,0.00061048,0.153846,0.015385,0.846154,0.465385,0.051099,0.2375,0.125383,0.187386,0.000188
TM1_seed_secret,tol_hug_projcos,0.02,C2,SignRadial,520,0.008965,0.057692,0.009615,0.942308,0.557692,0.051099,0.3,0.040708,0.081164,0.000188
TM1_seed_secret,tol_hug_projcos,0.02,C3,Combined,520,0.9900995,0.540385,0.009615,0.459615,0.459615,0.475312,0.975089,0.49741,0.582767,0.019958
TM1_seed_secret,tol_hug_projcos,0.02,C3,ProjCos4,520,0.00061048,0.592308,0.015385,0.407692,0.407692,0.475312,0.967532,0.549544,0.633717,0.019958
TM1_seed_secret,tol_hug_projcos,0.02,C3,SignRadial,520,0.008965,0.167308,0.009615,0.832692,0.832692,0.475312,0.942529,0.137691,0.201803,0.019958
TM1_seed_secret,tol_hug_projcos,0.05,C1,Combined,520,0.9900995,0.688462,0.009615,0.311538,0.223077,0.121459,0.315642,0.647396,0.726763,0.000192
TM1_seed_secret,tol_hug_projcos,0.05,C1,ProjCos4,520,0.00061048,0.659615,0.015385,0.340385,0.248077,0.121459,0.428571,0.617851,0.699039,0.000192
TM1_seed_secret,tol_hug_projcos,0.05,C1,SignRadial,520,0.008965,0.511538,0.009615,0.488462,0.4,0.121459,0.082707,0.468648,0.55426,0.000192
TM1_seed_secret,tol_hug_projcos,0.05,C2,Combined,520,0.9900995,0.136538,0.009615,0.863462,0.480769,0.051099,0.211268,0.10968,0.168728,0.000188
TM1_seed_secret,tol_hug_projcos,0.05,C2,ProjCos4,520,0.00061048,0.153846,0.015385,0.846154,0.465385,0.051099,0.2375,0.125383,0.187386,0.000188
TM1_seed_secret,tol_hug_projcos,0.05,C2,SignRadial,520,0.008965,0.057692,0.009615,0.942308,0.557692,0.051099,0.3,0.040708,0.081164,0.000188
TM1_seed_secret,tol_hug_projcos,0.05,C3,Combined,520,0.9900995,0.957692,0.009615,0.042308,0.042308,0.934123,0.977912,0.936775,0.971897,0.039463
TM1_seed_secret,tol_hug_projcos,0.05,C3,ProjCos4,520,0.00061048,0.963462,0.015385,0.036538,0.036538,0.934123,0.966068,0.94364,0.976486,0.039463
TM1_seed_secret,tol_hug_projcos,0.05,C3,SignRadial,520,0.008965,0.375,0.009615,0.625,0.625,0.934123,0.958974,0.334449,0.417384,0.039463
TM1_seed_secret,tol_hug_projcos,0.1,C1,Combined,520,0.9900995,0.688462,0.009615,0.311538,0.223077,0.121459,0.315642,0.647396,0.726763,0.000192
TM1_seed_secret,tol_hug_projcos,0.1,C1,ProjCos4,520,0.00061048,0.659615,0.015385,0.340385,0.248077,0.121459,0.428571,0.617851,0.699039,0.000192
TM1_seed_secret,tol_hug_projcos,0.1,C1,SignRadial,520,0.008965,0.511538,0.009615,0.488462,0.4,0.121459,0.082707,0.468648,0.55426,0.000192
TM1_seed_secret,tol_hug_projcos,0.1,C2,Combined,520,0.9900995,0.136538,0.009615,0.863462,0.480769,0.051099,0.211268,0.10968,0.168728,0.000188
TM1_seed_secret,tol_hug_projcos,0.1,C2,ProjCos4,520,0.00061048,0.153846,0.015385,0.846154,0.465385,0.051099,0.2375,0.125383,0.187386,0.000188
TM1_seed_secret,tol_hug_projcos,0.1,C2,SignRadial,520,0.008965,0.057692,0.009615,0.942308,0.557692,0.051099,0.3,0.040708,0.081164,0.000188
TM1_seed_secret,tol_hug_projcos,0.1,C3,Combined,520,0.9900995,0.959615,0.009615,0.040385,0.040385,0.958532,0.977956,0.939053,0.973436,0.040749
TM1_seed_secret,tol_hug_projcos,0.1,C3,ProjCos4,520,0.00061048,0.963462,0.015385,0.036538,0.036538,0.958532,0.966068,0.94364,0.976486,0.040749
TM1_seed_secret,tol_hug_projcos,0.1,C3,SignRadial,520,0.008965,0.384615,0.009615,0.615385,0.615385,0.958532,0.955,0.343791,0.427132,0.040749
TM1_seed_secret,tol_hug_sr,0.002,C1,Combined,520,0.9900995,0.982692,0.009615,0.017308,0.007692,0.404696,0.953033,0.967437,0.990868,0.001097
TM1_seed_secret,tol_hug_sr,0.002,C1,ProjCos4,520,0.00061048,0.980769,0.015385,0.019231,0.009615,0.404696,0.964706,0.964966,0.989521,0.001097
TM1_seed_secret,tol_hug_sr,0.002,C1,SignRadial,520,0.008965,0.926923,0.009615,0.073077,0.063462,0.404696,0.547718,0.901286,0.946299,0.001097
TM1_seed_secret,tol_hug_sr,0.002,C2,Combined,520,0.9900995,0.880769,0.009615,0.119231,0.101923,0.334897,0.89083,0.850086,0.905868,0.001471
TM1_seed_secret,tol_hug_sr,0.002,C2,ProjCos4,520,0.00061048,0.873077,0.015385,0.126923,0.111538,0.334897,0.900881,0.841704,0.898979,0.001471
TM1_seed_secret,tol_hug_sr,0.002,C2,SignRadial,520,0.008965,0.642308,0.009615,0.357692,0.336538,0.334897,0.601796,0.600205,0.682324,0.001471
TM1_seed_secret,tol_hug_sr,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.778846,0.047383,0.6,0.004114,0.022309,0.001981
TM1_seed_secret,tol_hug_sr,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.775,0.047383,0.75,0.007816,0.030061,0.001981
TM1_seed_secret,tol_hug_sr,0.002,C3,SignRadial,520,0.008965,0.013462,0.009615,0.986538,0.773077,0.047383,0.571429,0.006536,0.027523,0.001981
TM1_seed_secret,tol_hug_sr,0.005,C1,Combined,520,0.9900995,0.984615,0.009615,0.015385,0.007692,0.447469,0.953125,0.969939,0.992184,0.00157
TM1_seed_secret,tol_hug_sr,0.005,C1,ProjCos4,520,0.00061048,0.982692,0.015385,0.017308,0.009615,0.447469,0.964775,0.967437,0.990868,0.00157
TM1_seed_secret,tol_hug_sr,0.005,C1,SignRadial,520,0.008965,0.930769,0.009615,0.069231,0.061538,0.447469,0.561983,0.905644,0.949577,0.00157
TM1_seed_secret,tol_hug_sr,0.005,C2,Combined,520,0.9900995,0.880769,0.009615,0.119231,0.101923,0.411816,0.899563,0.850086,0.905868,0.002322
TM1_seed_secret,tol_hug_sr,0.005,C2,ProjCos4,520,0.00061048,0.873077,0.015385,0.126923,0.111538,0.411816,0.905286,0.841704,0.898979,0.002322
TM1_seed_secret,tol_hug_sr,0.005,C2,SignRadial,520,0.008965,0.688462,0.009615,0.311538,0.290385,0.411816,0.695531,0.647396,0.726763,0.002322
TM1_seed_secret,tol_hug_sr,0.005,C3,Combined,520,0.9900995,0.019231,0.009615,0.980769,0.969231,0.118067,0.8,0.010479,0.035034,0.004935
TM1_seed_secret,tol_hug_sr,0.005,C3,ProjCos4,520,0.00061048,0.019231,0.015385,0.980769,0.969231,0.118067,0.8,0.010479,0.035034,0.004935
TM1_seed_secret,tol_hug_sr,0.005,C3,SignRadial,520,0.008965,0.019231,0.009615,0.980769,0.969231,0.118067,0.7,0.010479,0.035034,0.004935
TM1_seed_secret,tol_hug_sr,0.01,C1,Combined,520,0.9900995,0.984615,0.009615,0.015385,0.007692,0.458014,0.953125,0.969939,0.992184,0.001941
TM1_seed_secret,tol_hug_sr,0.01,C1,ProjCos4,520,0.00061048,0.982692,0.015385,0.017308,0.009615,0.458014,0.964775,0.967437,0.990868,0.001941
TM1_seed_secret,tol_hug_sr,0.01,C1,SignRadial,520,0.008965,0.930769,0.009615,0.069231,0.061538,0.458014,0.570248,0.905644,0.949577,0.001941
TM1_seed_secret,tol_hug_sr,0.01,C2,Combined,520,0.9900995,0.880769,0.009615,0.119231,0.101923,0.442039,0.899563,0.850086,0.905868,0.003
TM1_seed_secret,tol_hug_sr,0.01,C2,ProjCos4,520,0.00061048,0.873077,0.015385,0.126923,0.111538,0.442039,0.905286,0.841704,0.898979,0.003
TM1_seed_secret,tol_hug_sr,0.01,C2,SignRadial,520,0.008965,0.692308,0.009615,0.307692,0.286538,0.442039,0.7,0.651349,0.730446,0.003
TM1_seed_secret,tol_hug_sr,0.01,C3,Combined,520,0.9900995,0.057692,0.009615,0.942308,0.930769,0.233499,0.933333,0.040708,0.081164,0.009769
TM1_seed_secret,tol_hug_sr,0.01,C3,ProjCos4,520,0.00061048,0.046154,0.015385,0.953846,0.942308,0.233499,0.916667,0.031209,0.067755,0.009769
TM1_seed_secret,tol_hug_sr,0.01,C3,SignRadial,520,0.008965,0.032692,0.009615,0.967308,0.955769,0.233499,0.823529,0.02051,0.051728,0.009769
TM1_seed_secret,tol_hug_sr,0.02,C1,Combined,520,0.9900995,0.984615,0.009615,0.015385,0.007692,0.46284,0.953125,0.969939,0.992184,0.002364
TM1_seed_secret,tol_hug_sr,0.02,C1,ProjCos4,520,0.00061048,0.982692,0.015385,0.017308,0.009615,0.46284,0.964775,0.967437,0.990868,0.002364
TM1_seed_secret,tol_hug_sr,0.02,C1,SignRadial,520,0.008965,0.930769,0.009615,0.069231,0.061538,0.46284,0.570248,0.905644,0.949577,0.002364
TM1_seed_secret,tol_hug_sr,0.02,C2,Combined,520,0.9900995,0.880769,0.009615,0.119231,0.101923,0.459633,0.899563,0.850086,0.905868,0.003731
TM1_seed_secret,tol_hug_sr,0.02,C2,ProjCos4,520,0.00061048,0.873077,0.015385,0.126923,0.111538,0.459633,0.905286,0.841704,0.898979,0.003731
TM1_seed_secret,tol_hug_sr,0.02,C2,SignRadial,520,0.008965,0.692308,0.009615,0.307692,0.286538,0.459633,0.711111,0.651349,0.730446,0.003731
TM1_seed_secret,tol_hug_sr,0.02,C3,Combined,520,0.9900995,0.498077,0.009615,0.501923,0.492308,0.453498,0.976834,0.455274,0.540908,0.018981
TM1_seed_secret,tol_hug_sr,0.02,C3,ProjCos4,520,0.00061048,0.542308,0.015385,0.457692,0.448077,0.453498,0.968085,0.499333,0.584662,0.018981
TM1_seed_secret,tol_hug_sr,0.02,C3,SignRadial,520,0.008965,0.153846,0.009615,0.846154,0.836538,0.453498,0.9375,0.125383,0.187386,0.018981
TM1_seed_secret,tol_hug_sr,0.05,C1,Combined,520,0.9900995,0.982692,0.009615,0.017308,0.007692,0.466351,0.953033,0.967437,0.990868,0.002949
TM1_seed_secret,tol_hug_sr,0.05,C1,ProjCos4,520,0.00061048,0.980769,0.015385,0.019231,0.009615,0.466351,0.964706,0.964966,0.989521,0.002949
TM1_seed_secret,tol_hug_sr,0.05,C1,SignRadial,520,0.008965,0.930769,0.009615,0.069231,0.059615,0.466351,0.570248,0.905644,0.949577,0.002949
TM1_seed_secret,tol_hug_sr,0.05,C2,Combined,520,0.9900995,0.880769,0.009615,0.119231,0.101923,0.468329,0.899563,0.850086,0.905868,0.0046
TM1_seed_secret,tol_hug_sr,0.05,C2,ProjCos4,520,0.00061048,0.873077,0.015385,0.126923,0.111538,0.468329,0.905286,0.841704,0.898979,0.0046
TM1_seed_secret,tol_hug_sr,0.05,C2,SignRadial,520,0.008965,0.692308,0.009615,0.307692,0.286538,0.468329,0.713889,0.651349,0.730446,0.0046
TM1_seed_secret,tol_hug_sr,0.05,C3,Combined,520,0.9900995,0.871154,0.009615,0.128846,0.119231,0.977128,0.980132,0.839613,0.897251,0.041162
TM1_seed_secret,tol_hug_sr,0.05,C3,ProjCos4,520,0.00061048,0.882692,0.015385,0.117308,0.107692,0.977128,0.971678,0.852187,0.907584,0.041162
TM1_seed_secret,tol_hug_sr,0.05,C3,SignRadial,520,0.008965,0.375,0.009615,0.625,0.615385,0.977128,0.958974,0.334449,0.417384,0.041162
TM1_seed_secret,tol_hug_sr,0.1,C1,Combined,520,0.9900995,0.980769,0.009615,0.019231,0.007692,0.472749,0.952941,0.964966,0.989521,0.003551
TM1_seed_secret,tol_hug_sr,0.1,C1,ProjCos4,520,0.00061048,0.978846,0.015385,0.021154,0.009615,0.472749,0.964637,0.962522,0.988148,0.003551
TM1_seed_secret,tol_hug_sr,0.1,C1,SignRadial,520,0.008965,0.928846,0.009615,0.071154,0.059615,0.472749,0.569358,0.903463,0.94794,0.003551
TM1_seed_secret,tol_hug_sr,0.1,C2,Combined,520,0.9900995,0.880769,0.009615,0.119231,0.101923,0.473725,0.899563,0.850086,0.905868,0.00507
TM1_seed_secret,tol_hug_sr,0.1,C2,ProjCos4,520,0.00061048,0.873077,0.015385,0.126923,0.111538,0.473725,0.905286,0.841704,0.898979,0.00507
TM1_seed_secret,tol_hug_sr,0.1,C2,SignRadial,520,0.008965,0.692308,0.009615,0.307692,0.286538,0.473725,0.713889,0.651349,0.730446,0.00507
TM1_seed_secret,tol_hug_sr,0.1,C3,Combined,520,0.9900995,0.875,0.009615,0.125,0.115385,1.480072,0.98022,0.843796,0.900704,0.064627
TM1_seed_secret,tol_hug_sr,0.1,C3,ProjCos4,520,0.00061048,0.884615,0.015385,0.115385,0.105769,1.480072,0.971739,0.854291,0.909299,0.064627
TM1_seed_secret,tol_hug_sr,0.1,C3,SignRadial,520,0.008965,0.513462,0.009615,0.486538,0.476923,1.480072,0.958801,0.470561,0.556165,0.064627
TM2_seed_known,joint_null,0.002,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.595099,0.015385,0.992667,1.0,0.002
TM2_seed_known,joint_null,0.002,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.595099,0.025,0.992667,1.0,0.002
TM2_seed_known,joint_null,0.002,C1,SignRadial,520,0.008965,0.988462,0.009615,0.011538,0.011538,0.595099,0.005837,0.975058,0.994701,0.002
TM2_seed_known,joint_null,0.002,C2,Combined,520,0.9900995,0.996154,0.009615,0.003846,0.003846,0.431343,0.005792,0.986086,0.998945,0.002
TM2_seed_known,joint_null,0.002,C2,ProjCos4,520,0.00061048,0.998077,0.015385,0.001923,0.001923,0.431343,0.007707,0.989188,0.99966,0.002
TM2_seed_known,joint_null,0.002,C2,SignRadial,520,0.008965,0.661538,0.009615,0.338462,0.338462,0.431343,0.023256,0.619816,0.700892,0.002
TM2_seed_known,joint_null,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.790385,0.048055,0.6,0.004114,0.022309,0.002
TM2_seed_known,joint_null,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.786538,0.048055,0.75,0.007816,0.030061,0.002
TM2_seed_known,joint_null,0.002,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.788462,0.048055,0.4,0.004114,0.022309,0.002
TM2_seed_known,joint_null,0.005,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.852143,0.015385,0.992667,1.0,0.005
