prompt_id,checkpoint,N,K,rho,support,selected_candidate,candidate_portfolio,threshold,honest_fpr,adaptive_detection_rate,selection_detection_rate,honest_full_energy,attacked_full_energy,relative_l2,residual_dot,residual_cosine,median_estimator_relative_error,p90_estimator_relative_error,selection_draws,test_draws,projection_family
eval_001,prefill__C1,16384,1,0.01,1,3,8,0.00017550935566870823,0.04296875,0.265625,0.15625,3.788488441181147e-05,0.00013788488441181148,0.01,0.0,0.0,0.7783011075877603,1.3764503934060406,64,512,lut8
eval_001,prefill__C1,16384,2,0.01,1,6,8,0.00012483261420777442,0.04296875,0.3828125,0.265625,3.788488441181147e-05,0.00013788488441181148,0.01,0.0,0.0,0.6157349741431049,1.240297772812318,64,512,lut8
eval_001,prefill__C1,16384,4,0.01,1,5,8,9.507050662850309e-05,0.044921875,0.609375,0.515625,3.788488441181147e-05,0.00013788488441181148,0.01,0.0,0.0,0.44311123136819375,0.9978031032160578,64,512,lut8
eval_001,prefill__C1,16384,8,0.01,1,3,8,7.999868949313476e-05,0.033203125,0.79296875,0.65625,3.788488441181147e-05,0.00013788488441181148,0.01,0.0,0.0,0.3184489506426362,0.7389769067453293,64,512,lut8
eval_001,prefill__C1,16384,16,0.01,1,0,8,6.530317542104487e-05,0.03515625,0.958984375,0.90625,3.788488441181147e-05,0.00013788488441181148,0.01,0.0,0.0,0.24399997488483477,0.5712812458008519,64,512,lut8
eval_001,prefill__C1,16384,32,0.01,1,6,8,6.140588550642625e-05,0.021484375,0.99609375,0.984375,3.788488441181147e-05,0.00013788488441181148,0.01,0.0,0.0,0.18325746867858558,0.38835660025443014,64,512,lut8
eval_001,prefill__C1,16384,64,0.01,1,6,8,5.058875461573699e-05,0.044921875,1.0,1.0,3.788488441181147e-05,0.00013788488441181148,0.01,0.0,0.0,0.11982072083141013,0.2768605373135876,64,512,lut8
eval_001,prefill__C1,16384,1,0.01,16,6,8,0.00017550935566870823,0.04296875,0.255859375,0.203125,3.788488441181147e-05,0.00013788488441181148,0.01,1.0842021724855044e-19,1.0751210141710644e-19,0.8396621028831246,1.5737221795210683,64,512,lut8
eval_001,prefill__C1,16384,2,0.01,16,6,8,0.00012483261420777442,0.04296875,0.412109375,0.34375,3.788488441181147e-05,0.00013788488441181148,0.01,1.0842021724855044e-19,1.0751210141710644e-19,0.674093446331749,1.2561214457451684,64,512,lut8
eval_001,prefill__C1,16384,4,0.01,16,2,8,9.507050662850309e-05,0.044921875,0.638671875,0.53125,3.788488441181147e-05,0.00013788488441181146,0.01,-1.1926223897340549e-18,-1.1826331155881708e-18,0.4530843658564708,0.9359910992846927,64,512,lut8
