K,rho,support,pairs,mean_honest_fpr,mean_adaptive_detection_rate,min_adaptive_detection_rate,mean_selection_detection_rate,median_estimator_relative_error,max_abs_residual_cosine
16,0.01,256,6,0.08203125,0.7552083333333334,0.220703125,0.6953125,0.23984745887184222,4.511611154992409e-18
16,0.02,1,6,0.08203125,0.9378255208333334,0.759765625,0.9244791666666666,0.23316736848714675,4.6951921241346694e-05
16,0.02,16,6,0.08203125,0.9443359375,0.765625,0.9322916666666666,0.24687741439005098,3.2897164671819653e-18
16,0.02,256,6,0.08203125,0.9479166666666666,0.78125,0.9348958333333334,0.22973186803623452,2.4437893756208883e-18
16,0.05,1,6,0.08203125,1.0,1.0,1.0,0.2395083743195916,5.2221074727349526e-05
16,0.05,16,6,0.08203125,1.0,1.0,1.0,0.24265096407045056,1.290145217005277e-18
16,0.05,256,6,0.08203125,0.9996744791666666,0.998046875,1.0,0.23621117614014359,2.9573451667371912e-18
32,0.01,1,6,0.06966145833333333,0.7978515625,0.169921875,0.7864583333333334,0.16814534107089107,5.19780036587988e-05
32,0.01,16,6,0.06966145833333333,0.7926432291666666,0.1875,0.7760416666666666,0.164498036084367,3.1017326690572813e-18
32,0.01,256,6,0.06966145833333333,0.796875,0.16015625,0.7473958333333334,0.16221873438579001,4.511611154992409e-18
32,0.02,1,6,0.06966145833333333,0.9713541666666666,0.861328125,0.9557291666666666,0.16778824606800022,5.0903786355848814e-05
32,0.02,16,6,0.06966145833333333,0.9671223958333334,0.84765625,0.9557291666666666,0.16857908882025213,1.0138942298583875e-18
32,0.02,256,6,0.06966145833333333,0.9775390625,0.88671875,0.9505208333333334,0.16396522114768536,2.3320853755640507e-18
32,0.05,1,6,0.06966145833333333,1.0,1.0,1.0,0.17138508169264777,3.220006770856466e-05
32,0.05,16,6,0.06966145833333333,1.0,1.0,1.0,0.16401853098465127,9.611371791895871e-19
32,0.05,256,6,0.06966145833333333,1.0,1.0,1.0,0.16594883495672608,2.9573451667371912e-18
64,0.01,1,6,0.1123046875,0.8720703125,0.333984375,0.84375,0.12348560127910124,3.000060044026237e-05
64,0.01,16,6,0.1123046875,0.8701171875,0.322265625,0.8619791666666666,0.11798090542848426,2.402842947973968e-18
64,0.01,256,6,0.1123046875,0.8655598958333334,0.30078125,0.8333333333333334,0.11222749742439192,1.7490640316730377e-18
64,0.02,1,6,0.1123046875,0.9983723958333334,0.990234375,0.9947916666666666,0.12707194641553105,5.002951460928734e-05
64,0.02,16,6,0.1123046875,0.9983723958333334,0.990234375,0.9947916666666666,0.12440420475643146,1.8798379812468374e-18
64,0.02,256,6,0.1123046875,0.9986979166666666,0.9921875,0.9947916666666666,0.11550486526892406,2.2558055774962046e-18
64,0.05,1,6,0.1123046875,1.0,1.0,1.0,0.12005012507601268,5.829752880583371e-06
64,0.05,16,6,0.1123046875,1.0,1.0,1.0,0.12051657750630165,1.026233962337339e-18
64,0.05,256,6,0.1123046875,1.0,1.0,1.0,0.12034728100028161,2.9573451667371912e-18
