K,rho,support,pairs,mean_honest_fpr,mean_adaptive_detection_rate,min_adaptive_detection_rate,mean_selection_detection_rate,median_estimator_relative_error,max_abs_residual_cosine
1,0.01,1,6,0.0244140625,0.15755208333333334,0.048828125,0.1015625,0.8295428435089218,1.4113803980364734e-05
1,0.01,16,6,0.0244140625,0.1650390625,0.044921875,0.09635416666666667,0.8365479395080868,2.5347355746459686e-18
1,0.01,256,6,0.0244140625,0.14680989583333334,0.0390625,0.11197916666666667,0.8151890660697764,2.033174802131819e-18
1,0.02,1,6,0.0244140625,0.3723958333333333,0.103515625,0.3046875,0.8294051862786027,5.002951460928734e-05
1,0.02,16,6,0.0244140625,0.3772786458333333,0.119140625,0.2734375,0.8316314042121294,7.287766798637658e-19
1,0.02,256,6,0.0244140625,0.375,0.126953125,0.2942708333333333,0.8114041566676725,4.511611154992409e-18
1,0.05,1,6,0.0244140625,0.6591796875,0.44140625,0.5703125,0.8547537399683254,5.4792923452660436e-05
1,0.05,16,6,0.0244140625,0.654296875,0.408203125,0.5625,0.832872195729695,1.290145217005277e-18
1,0.05,256,6,0.0244140625,0.6692708333333334,0.4296875,0.5364583333333334,0.8224941128098053,2.9573451667371912e-18
2,0.01,1,6,0.025390625,0.23828125,0.03515625,0.1796875,0.6174145522511514,5.19780036587988e-05
2,0.01,16,6,0.025390625,0.2373046875,0.044921875,0.17447916666666666,0.6272137303183671,1.9869662839015503e-18
2,0.01,256,6,0.025390625,0.2353515625,0.044921875,0.16145833333333334,0.6254216539747817,2.033174802131819e-18
2,0.02,1,6,0.025390625,0.5472005208333334,0.16015625,0.4791666666666667,0.6288789197277728,5.002951460928734e-05
2,0.02,16,6,0.025390625,0.5442708333333334,0.169921875,0.4791666666666667,0.6339696854010207,1.1660426877820253e-18
2,0.02,256,6,0.025390625,0.5436197916666666,0.162109375,0.4713541666666667,0.6406460224918729,4.511611154992409e-18
2,0.05,1,6,0.025390625,0.8434244791666666,0.63671875,0.7734375,0.6479118028511175,5.829752880583371e-06
2,0.05,16,6,0.025390625,0.8447265625,0.634765625,0.7630208333333334,0.6294317209822005,1.62223076777342e-18
2,0.05,256,6,0.025390625,0.837890625,0.626953125,0.765625,0.636388173491562,4.140283233432068e-18
4,0.01,1,6,0.027669270833333332,0.3990885416666667,0.064453125,0.3125,0.47379762845724516,3.478268580938777e-05
4,0.01,16,6,0.027669270833333332,0.3753255208333333,0.08203125,0.2994791666666667,0.46806678112421934,2.027788459716775e-18
4,0.01,256,6,0.027669270833333332,0.3889973958333333,0.056640625,0.3098958333333333,0.44801072573734746,4.511611154992409e-18
4,0.02,1,6,0.027669270833333332,0.7229817708333334,0.267578125,0.6666666666666666,0.45437282120473066,5.0903786355848814e-05
4,0.02,16,6,0.027669270833333332,0.732421875,0.3046875,0.6692708333333334,0.4591542067068506,1.8798379812468374e-18
4,0.02,256,6,0.027669270833333332,0.7262369791666666,0.296875,0.6744791666666666,0.46162945331292116,3.0077407699949395e-18
4,0.05,1,6,0.027669270833333332,0.9544270833333334,0.845703125,0.9192708333333334,0.4651265326851177,2.4343876754764808e-05
4,0.05,16,6,0.027669270833333332,0.9547526041666666,0.86328125,0.9192708333333334,0.47690518416494376,2.4333461516601298e-18
4,0.05,256,6,0.027669270833333332,0.9541015625,0.861328125,0.9166666666666666,0.4656538008901594,4.140283233432068e-18
8,0.01,1,6,0.0498046875,0.5690104166666666,0.138671875,0.5182291666666666,0.33189950600525103,3.478268580938777e-05
8,0.01,16,6,0.0498046875,0.5693359375,0.15234375,0.5026041666666666,0.33303928089393964,3.1017326690572813e-18
8,0.01,256,6,0.0498046875,0.5712890625,0.162109375,0.5078125,0.3354792458265731,2.3320853755640507e-18
8,0.02,1,6,0.0498046875,0.8505859375,0.517578125,0.8411458333333334,0.3321092330183174,4.309414815338033e-05
8,0.02,16,6,0.0498046875,0.8505859375,0.498046875,0.8307291666666666,0.32347300300699416,1.8798379812468374e-18
8,0.02,256,6,0.0498046875,0.8619791666666666,0.53515625,0.828125,0.33163672961427004,2.5655849058433474e-18
8,0.05,1,6,0.0498046875,0.9970703125,0.990234375,0.984375,0.3331912303086753,3.471995779169725e-05
8,0.05,16,6,0.0498046875,0.9964192708333334,0.98828125,0.9921875,0.3201918580581125,2.4333461516601298e-18
8,0.05,256,6,0.0498046875,0.9967447916666666,0.990234375,0.9869791666666666,0.32834400092063065,3.24446153554684e-18
16,0.01,1,6,0.08203125,0.7552083333333334,0.236328125,0.7083333333333334,0.24476863687493847,1.4113803980364734e-05
16,0.01,16,6,0.08203125,0.7464192708333334,0.248046875,0.7265625,0.2437963912208546,1.5038703849974698e-18
