workload_id,policy,task_id,client_profile,required_width,placement_id,placement_label,pair_id,variant,decision_mode,risk_class,group_width,arrival_s,queue_wait_s,task_latency_s,success,challenge,verification_risk,false_dispute_risk,material_tpr_min,feasible_under_alpha_beta,verifier_workload_ms,completion_utility
single_task,random,eval_001,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,0.0,0.0,0.85583,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_002,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,5.0,0.0,0.85751,0,0,0.0,0.0,1.0,1,2.480402,0.0
single_task,random,eval_003,LAN,3,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,10.0,0.0,0.85583,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_004,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,15.0,0.0,0.85583,0,0,0.0,0.0,1.0,1,2.480402,0.0
single_task,random,eval_005,LAN,3,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,20.0,0.0,0.85667,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_006,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,25.0,0.0,0.85331,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_007,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,30.0,0.0,0.87347,0,0,0.0,0.0,1.0,1,2.480402,0.0
single_task,random,eval_008,LAN,3,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,35.0,0.0,1.07407,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_009,LAN,3,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,40.0,0.0,1.07213,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_010,LAN,3,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,45.0,0.0,1.05564,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_011,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,50.0,0.0,1.03721,1,1,0.15,0.15,0.76,0,6.705918,0.835
single_task,random,eval_012,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,55.0,0.0,0.84155,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_013,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,60.0,0.0,0.83987,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_014,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,65.0,0.0,0.83987,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_015,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,70.0,0.0,1.03818,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_016,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,75.0,0.0,0.83735,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_017,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,80.0,0.0,0.85751,0,0,0.0,0.0,1.0,1,2.480402,0.0
single_task,random,eval_018,LAN,3,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,85.0,0.0,1.05564,1,1,0.15,0.15,0.76,0,6.705918,0.835
single_task,random,eval_019,LAN,2,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,90.0,0.0,1.0537,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_020,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,95.0,0.0,1.03721,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_021,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,100.0,0.0,1.02848,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_022,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,105.0,0.0,0.83399,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_023,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,110.0,0.0,1.02848,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_024,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,115.0,0.0,1.02848,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_025,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,120.0,0.0,0.83315,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_026,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,125.0,0.0,0.82979,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_027,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,130.0,0.0,0.84995,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_028,LAN,2,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,135.0,0.0,0.84827,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_029,LAN,2,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,140.0,0.0,0.84659,0,0,0.0,0.0,1.0,1,2.480402,0.0
single_task,random,eval_030,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,145.0,0.0,1.02848,1,1,0.15,0.15,0.76,0,6.705918,0.835
single_task,random,eval_031,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,150.0,0.0,0.84743,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_032,LAN,2,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,155.0,0.0,0.84911,0,0,0.0,0.0,1.0,1,2.480402,0.0
single_task,random,eval_033,LAN,2,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,160.0,0.0,1.04594,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_034,LAN,2,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,165.0,0.0,1.04594,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_035,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,170.0,0.0,0.84827,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_036,LAN,2,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,175.0,0.0,1.04303,1,1,0.15,0.15,0.76,0,6.705918,0.835
single_task,random,eval_037,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,180.0,0.0,0.86507,0,0,0.0,0.0,1.0,1,2.480402,0.0
single_task,random,eval_038,LAN,3,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,185.0,0.0,1.06437,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_039,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,190.0,0.0,0.86171,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_040,LAN,2,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,195.0,0.0,0.84743,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_041,LAN,2,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,200.0,0.0,1.04594,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_042,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,205.0,0.0,0.84911,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_043,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,210.0,0.0,0.84743,0,0,0.0,0.0,1.0,1,2.640633,0.0
single_task,random,eval_044,LAN,2,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,215.0,0.0,1.04594,1,1,0.15,0.15,0.76,0,6.705918,0.835
single_task,random,eval_045,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,220.0,0.0,0.84827,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_046,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,225.0,0.0,0.84491,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_047,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,230.0,0.0,0.86507,0,0,0.0,0.0,1.0,1,2.480402,0.0
single_task,random,eval_048,LAN,3,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,235.0,0.0,1.06437,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_049,LAN,3,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,240.0,0.0,0.86171,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_050,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,245.0,0.0,0.84743,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_051,LAN,3,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,250.0,0.0,1.05661,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_052,LAN,3,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,255.0,0.0,1.05855,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_053,LAN,3,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,260.0,0.0,0.85667,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_054,LAN,3,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,265.0,0.0,1.05661,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_055,LAN,3,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,270.0,0.0,1.05758,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_056,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,275.0,0.0,0.85415,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_057,LAN,3,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,280.0,0.0,0.87431,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_058,LAN,3,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,285.0,0.0,0.87263,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_059,LAN,3,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,290.0,0.0,1.0731,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_060,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,295.0,0.0,0.85667,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_061,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,300.0,0.0,0.83231,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_062,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,305.0,0.0,0.83399,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_063,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,310.0,0.0,0.83231,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_064,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,315.0,0.0,0.83231,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_065,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,320.0,0.0,1.02945,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_066,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,325.0,0.0,1.02557,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_067,LAN,2,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,330.0,0.0,1.04885,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_068,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,335.0,0.0,0.84827,0,0,0.0,0.0,1.0,1,2.640633,0.0
single_task,random,eval_069,LAN,2,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,340.0,0.0,1.04497,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_070,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,345.0,0.0,1.02848,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_071,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,350.0,0.0,0.83315,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_072,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,355.0,0.0,0.83483,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_073,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,360.0,0.0,1.02945,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_074,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,365.0,0.0,0.83315,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_075,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,370.0,0.0,0.83399,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_076,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,375.0,0.0,1.02654,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_077,LAN,2,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,380.0,0.0,0.85079,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_078,LAN,2,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,385.0,0.0,0.84911,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_079,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,390.0,0.0,0.84743,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_080,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,395.0,0.0,0.83315,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_081,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,400.0,0.0,0.83987,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_082,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,405.0,0.0,1.03915,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_083,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,410.0,0.0,0.83987,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_084,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,415.0,0.0,1.03721,1,1,0.15,0.15,0.76,0,6.705918,0.835
single_task,random,eval_085,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,420.0,0.0,0.84071,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_086,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,425.0,0.0,1.0343,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_087,LAN,3,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,430.0,0.0,1.05758,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_088,LAN,3,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,435.0,0.0,1.05564,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_089,LAN,2,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,440.0,0.0,0.85415,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_090,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,445.0,0.0,1.03721,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_091,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,450.0,0.0,1.03915,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_092,LAN,2,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,455.0,0.0,0.84323,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_093,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,460.0,0.0,1.03915,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_094,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,465.0,0.0,0.84155,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_095,LAN,2,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,470.0,0.0,1.04012,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_096,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,475.0,0.0,1.03624,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_097,LAN,3,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,480.0,0.0,1.05952,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_098,LAN,3,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,485.0,0.0,1.05758,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_099,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,490.0,0.0,0.85583,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_100,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,495.0,0.0,0.84155,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_101,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,500.0,0.0,0.83399,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_102,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,505.0,0.0,0.83567,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_103,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,510.0,0.0,1.03042,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_104,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,515.0,0.0,0.83399,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_105,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,520.0,0.0,0.83483,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_106,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,525.0,0.0,0.83147,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_107,LAN,2,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,530.0,0.0,1.05079,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_108,LAN,2,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,535.0,0.0,1.04885,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_109,LAN,2,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,540.0,0.0,1.04691,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_110,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,545.0,0.0,1.03042,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_111,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,550.0,0.0,0.83483,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_112,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,555.0,0.0,1.03333,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_113,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,560.0,0.0,0.83483,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_114,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,565.0,0.0,0.83483,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_115,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,570.0,0.0,0.83567,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_116,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,575.0,0.0,1.02848,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_117,LAN,2,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,580.0,0.0,1.05176,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_118,LAN,2,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,585.0,0.0,0.85079,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_119,LAN,2,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,590.0,0.0,0.84911,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_120,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,595.0,0.0,1.03139,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_121,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,600.0,0.0,1.03721,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_122,LAN,1,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,605.0,0.0,1.03915,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_123,LAN,1,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,610.0,0.0,0.83987,1,0,0.0,0.0,1.0,1,2.480402,1.0
single_task,random,eval_124,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,615.0,0.0,1.03721,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_125,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,620.0,0.0,1.03818,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_126,LAN,1,lan_single_homo_projcos4,LAN single-node homo projcos4,single_homo,projcos4,random,low-risk,1,625.0,0.0,0.83735,1,0,0.0,0.0,1.0,1,2.640633,1.0
single_task,random,eval_127,LAN,3,lan_single_homo_scalar16,LAN single-node homo scalar16,single_homo,scalar16,random,low-risk,1,630.0,0.0,0.85751,0,0,0.0,0.0,1.0,1,2.480402,0.0
single_task,random,eval_128,LAN,3,lan_ab_scalar16,LAN A/B scalar16,t4strict_pair_a_vs_b_40_200,scalar16,random,high-risk,3,635.0,0.0,1.05564,1,0,0.15,0.15,0.76,0,2.544226,0.985
single_task,random,eval_129,LAN,2,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,640.0,0.0,1.0537,1,0,0.02,0.02,1.0,1,2.631514,0.998
single_task,random,eval_130,LAN,1,lan_ab_projcos4,LAN A/B projcos4,t4strict_pair_a_vs_b_40_200,projcos4,random,low-risk,3,645.0,0.0,1.03721,1,0,0.02,0.02,1.0,1,2.631514,0.998
