prompt_id,checkpoint,N,K,rho,support,selected_candidate,candidate_portfolio,threshold,honest_fpr,adaptive_detection_rate,selection_detection_rate,honest_full_energy,attacked_full_energy,relative_l2,residual_dot,residual_cosine,median_estimator_relative_error,p90_estimator_relative_error,selection_draws,test_draws
eval_001,prefill__C1,16384,64,0.01,256,7,8,4.755271856417159e-05,0.02734375,1.0,1.0,3.788488441181147e-05,0.00013788488441181146,0.01,8.673617379884035e-19,8.600968113368515e-19,0.1333215848035795,0.31474173018234347,64,256
eval_001,prefill__C1,16384,1,0.02,1,4,8,0.00018796925085216507,0.01171875,0.7890625,0.8125,3.788488441181147e-05,0.0004378848844118115,0.02,0.0,0.0,0.4959375123916864,0.8281447714046366,64,256
eval_001,prefill__C1,16384,2,0.02,1,5,8,0.0001156585543446481,0.0234375,1.0,0.984375,3.788488441181147e-05,0.0004378848844118115,0.02,0.0,0.0,0.27354241287940917,0.6243302738785976,64,256
eval_001,prefill__C1,16384,4,0.02,1,3,8,8.460757824593674e-05,0.01953125,1.0,1.0,3.788488441181147e-05,0.0004378848844118115,0.02,0.0,0.0,0.19396642003194686,0.468514216181261,64,256
eval_001,prefill__C1,16384,8,0.02,1,6,8,6.854634316405817e-05,0.0390625,1.0,1.0,3.788488441181147e-05,0.0004378848844118115,0.02,0.0,0.0,0.12588477912887538,0.3096574443317015,64,256
eval_001,prefill__C1,16384,16,0.02,1,3,8,5.691843773609327e-05,0.0546875,1.0,1.0,3.788488441181147e-05,0.0004378848844118115,0.02,0.0,0.0,0.09604268888285947,0.23727868896324478,64,256
eval_001,prefill__C1,16384,32,0.02,1,5,8,5.380037539904728e-05,0.0078125,1.0,1.0,3.788488441181147e-05,0.0004378848844118115,0.02,0.0,0.0,0.0665507234049269,0.15584852451870912,64,256
eval_001,prefill__C1,16384,64,0.02,1,7,8,4.755271856417159e-05,0.02734375,1.0,1.0,3.788488441181147e-05,0.0004378848844118115,0.02,0.0,0.0,0.0432238032743443,0.11825596519542414,64,256
eval_001,prefill__C1,16384,1,0.02,16,7,8,0.00018796925085216507,0.01171875,0.484375,0.421875,3.788488441181147e-05,0.00043788488441181146,0.02,1.6263032587282567e-19,8.063407606282983e-20,0.8356018759319274,1.4467831262649549,64,256
eval_001,prefill__C1,16384,2,0.02,16,2,8,0.0001156585543446481,0.0234375,0.76953125,0.71875,3.788488441181147e-05,0.00043788488441181156,0.02,-5.421010862427522e-20,-2.687802535427661e-20,0.5547379126914984,0.9903643087434528,64,256
eval_001,prefill__C1,16384,4,0.02,16,7,8,8.460757824593674e-05,0.01953125,0.953125,0.90625,3.788488441181147e-05,0.00043788488441181146,0.02,1.6263032587282567e-19,8.063407606282983e-20,0.41652682400960256,0.8507706690287706,64,256
eval_001,prefill__C1,16384,8,0.02,16,7,8,6.854634316405817e-05,0.0390625,1.0,0.984375,3.788488441181147e-05,0.00043788488441181146,0.02,1.6263032587282567e-19,8.063407606282983e-20,0.3171452746011615,0.7249885792882839,64,256
eval_001,prefill__C1,16384,16,0.02,16,7,8,5.691843773609327e-05,0.0546875,1.0,1.0,3.788488441181147e-05,0.00043788488441181146,0.02,1.6263032587282567e-19,8.063407606282983e-20,0.2304776111368636,0.5108773852943029,64,256
eval_001,prefill__C1,16384,32,0.02,16,2,8,5.380037539904728e-05,0.0078125,1.0,1.0,3.788488441181147e-05,0.00043788488441181156,0.02,-5.421010862427522e-20,-2.687802535427661e-20,0.16177527168521127,0.4062553281981432,64,256
