K,rho,support,pairs,mean_honest_fpr,mean_adaptive_detection_rate,min_adaptive_detection_rate,mean_selection_detection_rate,median_estimator_relative_error,max_abs_residual_cosine
1,0.01,1,6,0.022786458333333332,0.193359375,0.09375,0.1640625,0.7945121670525717,5.19780036587988e-05
1,0.01,16,6,0.022786458333333332,0.18294270833333334,0.0625,0.15104166666666666,0.8014650473989574,2.027788459716775e-18
1,0.01,256,6,0.022786458333333332,0.19140625,0.0703125,0.12239583333333333,0.826732937622362,1.7103899372288982e-18
1,0.02,1,6,0.022786458333333332,0.6516927083333334,0.16015625,0.6458333333333334,0.48009303777553214,5.552213665831261e-05
1,0.02,16,6,0.022786458333333332,0.4036458333333333,0.171875,0.296875,0.8146316570075276,1.201421473986984e-18
1,0.02,256,6,0.022786458333333332,0.3919270833333333,0.20703125,0.3385416666666667,0.8449639477826196,3.0077407699949395e-18
1,0.05,1,6,0.022786458333333332,0.9127604166666666,0.70703125,0.890625,0.2075632517577427,4.1935395045339625e-05
1,0.05,16,6,0.022786458333333332,0.7044270833333334,0.51953125,0.6171875,0.7969038375600022,8.872035500211573e-19
1,0.05,256,6,0.022786458333333332,0.701171875,0.48828125,0.6223958333333334,0.8170766257393497,3.0077407699949395e-18
2,0.01,1,6,0.039713541666666664,0.3763020833333333,0.0703125,0.3463541666666667,0.5018330089491421,3.478268580938777e-05
2,0.01,16,6,0.039713541666666664,0.3274739583333333,0.06640625,0.2890625,0.6447542146875755,2.027788459716775e-18
2,0.01,256,6,0.039713541666666664,0.3268229166666667,0.0859375,0.2682291666666667,0.6341421150007293,3.759675962493675e-18
2,0.02,1,6,0.039713541666666664,0.7766927083333334,0.29296875,0.7473958333333334,0.29037880912486075,5.530356872167224e-05
2,0.02,16,6,0.039713541666666664,0.607421875,0.234375,0.5208333333333334,0.6227989288965281,1.201421473986984e-18
2,0.02,256,6,0.039713541666666664,0.6223958333333334,0.2734375,0.5390625,0.6038406150383387,3.0077407699949395e-18
2,0.05,1,6,0.039713541666666664,0.9772135416666666,0.921875,0.9661458333333334,0.12840665875029975,5.2221074727349526e-05
2,0.05,16,6,0.039713541666666664,0.8756510416666666,0.71484375,0.828125,0.6080461587346595,1.8250096137450973e-18
2,0.05,256,6,0.039713541666666664,0.8828125,0.7265625,0.8203125,0.6658957112341556,3.0077407699949395e-18
4,0.01,1,6,0.044921875,0.5670572916666666,0.11328125,0.5026041666666666,0.33098844427641916,1.697017105649269e-05
4,0.01,16,6,0.044921875,0.45703125,0.12109375,0.3880208333333333,0.45016469194073083,1.9869662839015503e-18
4,0.01,256,6,0.044921875,0.4622395833333333,0.09765625,0.3776041666666667,0.458294987352753,3.759675962493675e-18
4,0.02,1,6,0.044921875,0.798828125,0.31640625,0.78125,0.1856606935951093,5.552213665831261e-05
4,0.02,16,6,0.044921875,0.7513020833333334,0.3359375,0.6979166666666666,0.46494807969816043,1.201421473986984e-18
4,0.02,256,6,0.044921875,0.7682291666666666,0.3828125,0.6979166666666666,0.4708936594993932,3.0077407699949395e-18
4,0.05,1,6,0.044921875,0.998046875,0.98828125,0.9921875,0.08520351987414489,5.2221074727349526e-05
4,0.05,16,6,0.044921875,0.9694010416666666,0.90625,0.9401041666666666,0.4330540500442473,1.8250096137450973e-18
4,0.05,256,6,0.044921875,0.9615885416666666,0.8828125,0.9401041666666666,0.4625061481297883,2.365876133389753e-18
8,0.01,1,6,0.06575520833333333,0.7356770833333334,0.1796875,0.6875,0.2302768268197115,5.19780036587988e-05
8,0.01,16,6,0.06575520833333333,0.6549479166666666,0.19921875,0.5651041666666666,0.33219233359672035,1.1826331155881708e-18
8,0.01,256,6,0.06575520833333333,0.6328125,0.171875,0.5625,0.32179015773514436,4.511611154992409e-18
8,0.02,1,6,0.06575520833333333,0.88671875,0.54296875,0.875,0.13701068137606387,5.552213665831261e-05
8,0.02,16,6,0.06575520833333333,0.8860677083333334,0.61328125,0.859375,0.31190519408874795,1.1279027887481023e-18
8,0.02,256,6,0.06575520833333333,0.875,0.58203125,0.8515625,0.3406731312053408,1.5038703849974698e-18
8,0.05,1,6,0.06575520833333333,1.0,1.0,1.0,0.06151254275459599,5.2221074727349526e-05
8,0.05,16,6,0.06575520833333333,0.9947916666666666,0.98046875,0.9895833333333334,0.3425004303228103,1.62223076777342e-18
8,0.05,256,6,0.06575520833333333,0.9954427083333334,0.98046875,0.9921875,0.3306447253195133,2.838903843603485e-18
16,0.01,1,6,0.054036458333333336,0.763671875,0.11328125,0.7317708333333334,0.1726316691623885,5.19780036587988e-05
16,0.01,16,6,0.054036458333333336,0.73828125,0.12890625,0.6927083333333334,0.22216142440056075,1.1826331155881708e-18
16,0.01,256,6,0.054036458333333336,0.72265625,0.14453125,0.6848958333333334,0.23381972221271474,1.2827924529216737e-18
16,0.02,1,6,0.054036458333333336,0.9264322916666666,0.7265625,0.9088541666666666,0.09820336955073625,4.6951921241346694e-05
16,0.02,16,6,0.054036458333333336,0.9153645833333334,0.671875,0.8958333333333334,0.22514227145367866,6.469192552237606e-19
16,0.02,256,6,0.054036458333333336,0.9114583333333334,0.625,0.8932291666666666,0.23594497839447004,3.0077407699949395e-18
16,0.05,1,6,0.054036458333333336,1.0,1.0,1.0,0.042199349075872916,5.2221074727349526e-05
16,0.05,16,6,0.054036458333333336,1.0,1.0,1.0,0.2394376148718674,1.4786725833685956e-18
16,0.05,256,6,0.054036458333333336,1.0,1.0,1.0,0.25823583389187227,1.804644461996964e-18
32,0.01,1,6,0.11197916666666667,0.8587239583333334,0.3515625,0.8333333333333334,0.11390764922374277,3.478268580938777e-05
32,0.01,16,6,0.11197916666666667,0.8548177083333334,0.3203125,0.8229166666666666,0.16120366374134407,1.1826331155881708e-18
32,0.01,256,6,0.11197916666666667,0.85546875,0.33203125,0.828125,0.1689541729289707,2.3104259115134307e-18
32,0.02,1,6,0.11197916666666667,0.9947916666666666,0.97265625,0.9895833333333334,0.0693929653628703,4.6951921241346694e-05
32,0.02,16,6,0.11197916666666667,0.9869791666666666,0.92578125,0.9817708333333334,0.16607957817756888,9.241703646053723e-19
32,0.02,256,6,0.11197916666666667,0.986328125,0.9375,0.9765625,0.16214495866272371,4.0811494072370884e-18
32,0.05,1,6,0.11197916666666667,1.0,1.0,1.0,0.029645402900127436,4.1766585706097303e-05
32,0.05,16,6,0.11197916666666667,1.0,1.0,1.0,0.16048904738756004,1.2166730758300649e-18
32,0.05,256,6,0.11197916666666667,1.0,1.0,1.0,0.17019995435086122,1.804644461996964e-18
64,0.01,1,6,0.13802083333333334,0.8854166666666666,0.359375,0.8671875,0.08336069313825864,1.5732346814724987e-05
64,0.01,16,6,0.13802083333333334,0.8854166666666666,0.36328125,0.8776041666666666,0.11237768633334339,1.1826331155881708e-18
64,0.01,256,6,0.13802083333333334,0.888671875,0.40625,0.8541666666666666,0.11846544183826614,1.1660426877820253e-18
64,0.02,1,6,0.13802083333333334,1.0,1.0,1.0,0.04875590533128303,4.6951921241346694e-05
64,0.02,16,6,0.13802083333333334,0.9973958333333334,0.984375,0.9973958333333334,0.11502364271652601,6.469192552237606e-19
64,0.02,256,6,0.13802083333333334,1.0,1.0,0.9947916666666666,0.12244830286392788,3.0077407699949395e-18
64,0.05,1,6,0.13802083333333334,1.0,1.0,1.0,0.02191350329581553,5.2221074727349526e-05
64,0.05,16,6,0.13802083333333334,1.0,1.0,1.0,0.11149907956257975,1.8250096137450973e-18
64,0.05,256,6,0.13802083333333334,1.0,1.0,1.0,0.11851735308064466,3.24446153554684e-18
