prompt_id,checkpoint,N,K,rho,support,selected_candidate,candidate_portfolio,threshold,honest_fpr,adaptive_detection_rate,selection_detection_rate,honest_full_energy,attacked_full_energy,relative_l2,residual_dot,residual_cosine,median_estimator_relative_error,p90_estimator_relative_error,selection_draws,test_draws,projection_family
eval_001,prefill__C1,16384,1,0.01,1,1,8,0.00019645793415115748,0.0205078125,0.23974609375,0.203125,3.788488441181147e-05,0.00013788488441181148,0.01,0.0,0.0,0.8281230947546494,1.6911654394818523,256,4096,lut16
eval_001,prefill__C1,16384,4,0.01,1,1,8,0.00010330827210252508,0.0263671875,0.5673828125,0.50390625,3.788488441181147e-05,0.00013788488441181148,0.01,0.0,0.0,0.4592502082778134,0.9571789803910729,256,4096,lut16
eval_001,prefill__C1,16384,1,0.01,16,6,8,0.00019645793415115748,0.0205078125,0.23583984375,0.203125,3.788488441181147e-05,0.00013788488441181148,0.01,1.0842021724855044e-19,1.0751210141710644e-19,0.8365646228986052,1.6981944232634052,256,4096,lut16
eval_001,prefill__C1,16384,4,0.01,16,2,8,0.00010330827210252508,0.0263671875,0.5546875,0.49609375,3.788488441181147e-05,0.00013788488441181146,0.01,-1.1926223897340549e-18,-1.1826331155881708e-18,0.45786582054442826,0.9332545449166512,256,4096,lut16
eval_001,prefill__C1,16384,1,0.01,256,0,8,0.00019645793415115748,0.0205078125,0.2236328125,0.203125,3.788488441181147e-05,0.00013788488441181146,0.01,0.0,0.0,0.8224626159068109,1.6241393475477914,256,4096,lut16
eval_001,prefill__C1,16384,4,0.01,256,2,8,0.00010330827210252508,0.0263671875,0.55322265625,0.546875,3.788488441181147e-05,0.00013788488441181148,0.01,-4.336808689942018e-19,-4.3004840566842576e-19,0.45849555090533256,0.9733063249764665,256,4096,lut16
eval_001,prefill__C1,16384,1,0.05,1,4,8,0.00019645793415115748,0.0205078125,0.791015625,0.74609375,3.788488441181147e-05,0.002537884884411812,0.05,0.0,0.0,0.8225544659225297,1.83198393508528,256,4096,lut16
eval_001,prefill__C1,16384,4,0.05,1,7,8,0.00010330827210252508,0.0263671875,0.99462890625,0.9921875,3.788488441181147e-05,0.002537884884411812,0.05,0.0,0.0,0.4712366097199666,0.9649303422467196,256,4096,lut16
eval_001,prefill__C1,16384,1,0.05,16,5,8,0.00019645793415115748,0.0205078125,0.7724609375,0.734375,3.788488441181147e-05,0.002537884884411811,0.049999999999999996,-1.3010426069826053e-18,-2.580290434010554e-19,0.8293083258432862,1.7286907378599219,256,4096,lut16
eval_001,prefill__C1,16384,4,0.05,16,4,8,0.00010330827210252508,0.0263671875,0.995361328125,0.99609375,3.788488441181147e-05,0.0025378848844118114,0.05,-1.734723475976807e-18,-3.4403872453474054e-19,0.459675092447557,0.9532950179755376,256,4096,lut16
eval_001,prefill__C1,16384,1,0.05,256,4,8,0.00019645793415115748,0.0205078125,0.77978515625,0.7578125,3.788488441181147e-05,0.0025378848844118114,0.05,8.673617379884035e-19,1.7201936226737027e-19,0.8367627734511073,1.7232742679249962,256,4096,lut16
eval_001,prefill__C1,16384,4,0.05,256,6,8,0.00010330827210252508,0.0263671875,0.996826171875,0.98828125,3.788488441181147e-05,0.002537884884411812,0.05,3.469446951953614e-18,6.880774490694811e-19,0.4551761071387166,0.9428176183144407,256,4096,lut16
eval_001,prefill__C2,16384,1,0.01,1,0,8,0.00019157373915150086,0.027587890625,0.23828125,0.20703125,3.83204294507862e-05,0.0001383204294507862,0.01,0.0,0.0,0.8284439320857204,1.719909393678686,256,4096,lut16
eval_001,prefill__C2,16384,4,0.01,1,4,8,0.00010311276816597636,0.031982421875,0.564208984375,0.51171875,3.83204294507862e-05,0.0001383204294507862,0.01,0.0,0.0,0.4720461402578492,0.9739481662358845,256,4096,lut16
eval_001,prefill__C2,16384,1,0.01,16,6,8,0.00019157373915150086,0.027587890625,0.233154296875,0.171875,3.83204294507862e-05,0.0001383204294507862,0.01,1.0842021724855044e-19,1.0689937107680614e-19,0.8258025801774058,1.7040107948109653,256,4096,lut16
eval_001,prefill__C2,16384,4,0.01,16,6,8,0.00010311276816597636,0.031982421875,0.559326171875,0.5234375,3.83204294507862e-05,0.0001383204294507862,0.01,1.0842021724855044e-19,1.0689937107680614e-19,0.47108970386515503,0.9729168363947015,256,4096,lut16
eval_001,prefill__C2,16384,1,0.01,256,3,8,0.00019157373915150086,0.027587890625,0.2392578125,0.21875,3.83204294507862e-05,0.00013832042945078623,0.01,-1.3010426069826053e-18,-1.2827924529216737e-18,0.818418486123323,1.6939794936607282,256,4096,lut16
eval_001,prefill__C2,16384,4,0.01,256,3,8,0.00010311276816597636,0.031982421875,0.554931640625,0.5546875,3.83204294507862e-05,0.00013832042945078623,0.01,-1.3010426069826053e-18,-1.2827924529216737e-18,0.4649007445377865,0.970699542494081,256,4096,lut16
eval_001,prefill__C2,16384,1,0.05,1,4,8,0.00019157373915150086,0.027587890625,0.78076171875,0.7421875,3.83204294507862e-05,0.0025383204294507867,0.05,0.0,0.0,0.8257615385788051,1.759422447158891,256,4096,lut16
eval_001,prefill__C2,16384,4,0.05,1,5,8,0.00010311276816597636,0.031982421875,0.99609375,0.9921875,3.83204294507862e-05,0.0025383204294507867,0.05,0.0,0.0,0.472688010522482,0.9787690861466081,256,4096,lut16
eval_001,prefill__C2,16384,1,0.05,16,5,8,0.00019157373915150086,0.027587890625,0.78857421875,0.75,3.83204294507862e-05,0.0025383204294507867,0.05,5.204170427930421e-18,1.026233962337339e-18,0.8199370351731841,1.713521174042123,256,4096,lut16
eval_001,prefill__C2,16384,4,0.05,16,0,8,0.00010311276816597636,0.031982421875,0.996826171875,0.9921875,3.83204294507862e-05,0.0025383204294507863,0.05,-8.673617379884035e-19,-1.7103899372288981e-19,0.47669387674215447,1.0269833276521108,256,4096,lut16
eval_001,prefill__C2,16384,1,0.05,256,2,8,0.00019157373915150086,0.027587890625,0.783447265625,0.74609375,3.83204294507862e-05,0.0025383204294507867,0.05,4.336808689942018e-18,8.551949686144491e-19,0.8324743474291507,1.7722162265072903,256,4096,lut16
eval_001,prefill__C2,16384,4,0.05,256,2,8,0.00010311276816597636,0.031982421875,0.99755859375,0.98828125,3.83204294507862e-05,0.0025383204294507867,0.05,4.336808689942018e-18,8.551949686144491e-19,0.4624138693142075,0.9801302486199869,256,4096,lut16
