alpha,abs_delta,tpr_scalar16,tpr_scalar16_lo,tpr_scalar16_hi,tpr_projcos4,tpr_projcos4_lo,tpr_projcos4_hi,tpr_signradial,tpr_signradial_lo,tpr_signradial_hi,tpr_combined,tpr_combined_lo,tpr_combined_hi
0.9,0.09999999999999998,0.0,0.0,0.0073332470273396585,0.015384615384615385,0.007815783763420294,0.030061055663078144,1.0,0.9926667529726603,1.0,1.0,0.9926667529726603,1.0
0.95,0.050000000000000044,0.0,0.0,0.0073332470273396585,0.015384615384615385,0.007815783763420294,0.030061055663078144,1.0,0.9926667529726603,1.0,1.0,0.9926667529726603,1.0
0.98,0.020000000000000018,0.0,0.0,0.0073332470273396585,0.015384615384615385,0.007815783763420294,0.030061055663078144,1.0,0.9926667529726603,1.0,1.0,0.9926667529726603,1.0
0.99,0.010000000000000009,0.0,0.0,0.0073332470273396585,0.015384615384615385,0.007815783763420294,0.030061055663078144,0.6288461538461538,0.5865193785870008,0.669283207755954,0.4096153846153846,0.36816118169872253,0.4523952129562196
1.01,0.010000000000000009,0.0,0.0,0.0073332470273396585,0.015384615384615385,0.007815783763420294,0.030061055663078144,0.698076923076923,0.657283486300729,0.7359652658384402,0.5538461538461539,0.5108812784800729,0.596021294916983
1.02,0.020000000000000018,0.0,0.0,0.0073332470273396585,0.015384615384615385,0.007815783763420294,0.030061055663078144,1.0,0.9926667529726603,1.0,1.0,0.9926667529726603,1.0
1.05,0.050000000000000044,0.0,0.0,0.0073332470273396585,0.015384615384615385,0.007815783763420294,0.030061055663078144,1.0,0.9926667529726603,1.0,1.0,0.9926667529726603,1.0
1.1,0.10000000000000009,0.0,0.0,0.0073332470273396585,0.015384615384615385,0.007815783763420294,0.030061055663078144,1.0,0.9926667529726603,1.0,1.0,0.9926667529726603,1.0
