prompt_id,checkpoint,rho,K,conditional_fpr,exact_detection_power
eval_007,prefill__C3,0.01,64,0.01,0.38426479338690317
eval_007,prefill__C3,0.01,128,0.01,0.6732093300177172
eval_007,prefill__C3,0.01,256,0.01,0.9331178625031161
eval_007,prefill__C3,0.01,512,0.01,0.9985826534073758
eval_007,prefill__C3,0.01,1024,0.01,0.9999998173080323
eval_007,prefill__C3,0.02,8,0.01,0.45759335520424216
eval_007,prefill__C3,0.02,16,0.01,0.7192093103678994
eval_007,prefill__C3,0.02,32,0.01,0.9390326532446125
eval_007,prefill__C3,0.02,64,0.01,0.9981940580269645
eval_007,prefill__C3,0.02,128,0.01,0.9999993407489634
eval_007,prefill__C3,0.02,256,0.01,0.99999999999998
eval_007,prefill__C3,0.02,512,0.01,1.0
eval_007,prefill__C3,0.02,1024,0.01,1.0
eval_007,prefill__C3,0.05,8,0.01,0.9856138169557934
eval_007,prefill__C3,0.05,16,0.01,0.9998567176564119
eval_007,prefill__C3,0.05,32,0.01,0.9999999921163925
eval_007,prefill__C3,0.05,64,0.01,1.0
eval_007,prefill__C3,0.05,128,0.01,1.0
eval_007,prefill__C3,0.05,256,0.01,1.0
eval_007,prefill__C3,0.05,512,0.01,1.0
eval_007,prefill__C3,0.05,1024,0.01,1.0
eval_008,prefill__C1,0.01,8,0.01,0.9594532283273804
eval_008,prefill__C1,0.01,16,0.01,0.99879893350719
eval_008,prefill__C1,0.01,32,0.01,0.9999993856151358
eval_008,prefill__C1,0.01,64,0.01,0.9999999999999382
eval_008,prefill__C1,0.01,128,0.01,1.0
eval_008,prefill__C1,0.01,256,0.01,1.0
eval_008,prefill__C1,0.01,512,0.01,1.0
eval_008,prefill__C1,0.01,1024,0.01,1.0
eval_008,prefill__C1,0.02,8,0.01,0.9995165723108592
eval_008,prefill__C1,0.02,16,0.01,0.9999998526811769
eval_008,prefill__C1,0.02,32,0.01,0.999999999999993
eval_008,prefill__C1,0.02,64,0.01,1.0
eval_008,prefill__C1,0.02,128,0.01,1.0
eval_008,prefill__C1,0.02,256,0.01,1.0
eval_008,prefill__C1,0.02,512,0.01,1.0
eval_008,prefill__C1,0.02,1024,0.01,1.0
eval_008,prefill__C1,0.05,8,0.01,0.9999995490470707
eval_008,prefill__C1,0.05,16,0.01,0.9999999999998783
eval_008,prefill__C1,0.05,32,0.01,1.0
eval_008,prefill__C1,0.05,64,0.01,1.0
eval_008,prefill__C1,0.05,128,0.01,1.0
eval_008,prefill__C1,0.05,256,0.01,1.0
eval_008,prefill__C1,0.05,512,0.01,1.0
eval_008,prefill__C1,0.05,1024,0.01,1.0
eval_008,prefill__C2,0.01,8,0.01,0.9550468971494193
eval_008,prefill__C2,0.01,16,0.01,0.998514184302595
eval_008,prefill__C2,0.01,32,0.01,0.9999990478428927
eval_008,prefill__C2,0.01,64,0.01,0.9999999999998482
eval_008,prefill__C2,0.01,128,0.01,1.0
eval_008,prefill__C2,0.01,256,0.01,1.0
eval_008,prefill__C2,0.01,512,0.01,1.0
eval_008,prefill__C2,0.01,1024,0.01,1.0
eval_008,prefill__C2,0.02,8,0.01,0.9994434356078266
eval_008,prefill__C2,0.02,16,0.01,0.9999998042722154
eval_008,prefill__C2,0.02,32,0.01,0.9999999999999876
eval_008,prefill__C2,0.02,64,0.01,1.0
eval_008,prefill__C2,0.02,128,0.01,1.0
eval_008,prefill__C2,0.02,256,0.01,1.0
eval_008,prefill__C2,0.02,512,0.01,1.0
eval_008,prefill__C2,0.02,1024,0.01,1.0
eval_008,prefill__C2,0.05,8,0.01,0.9999994737207893
eval_008,prefill__C2,0.05,16,0.01,0.9999999999998342
eval_008,prefill__C2,0.05,32,0.01,1.0
eval_008,prefill__C2,0.05,64,0.01,1.0
eval_008,prefill__C2,0.05,128,0.01,1.0
eval_008,prefill__C2,0.05,256,0.01,1.0
eval_008,prefill__C2,0.05,512,0.01,1.0
eval_008,prefill__C2,0.05,1024,0.01,1.0
eval_008,prefill__C3,0.01,8,0.01,0.06966972142447721
eval_008,prefill__C3,0.01,16,0.01,0.11127521723440685
eval_008,prefill__C3,0.01,32,0.01,0.1959516890986306
eval_008,prefill__C3,0.01,64,0.01,0.36580308191995753
eval_008,prefill__C3,0.01,128,0.01,0.6488557096258858
eval_008,prefill__C3,0.01,256,0.01,0.9203750869826056
eval_008,prefill__C3,0.01,512,0.01,0.9978655145272484
eval_008,prefill__C3,0.01,1024,0.01,0.999999540172599
eval_008,prefill__C3,0.02,8,0.01,0.44322651468729
eval_008,prefill__C3,0.02,16,0.01,0.7028697299991012
eval_008,prefill__C3,0.02,32,0.01,0.9309194563184742
eval_008,prefill__C3,0.02,64,0.01,0.9976234708134479
eval_008,prefill__C3,0.02,128,0.01,0.9999988075841558
eval_008,prefill__C3,0.02,256,0.01,0.9999999999999298
eval_008,prefill__C3,0.02,512,0.01,1.0
eval_008,prefill__C3,0.02,1024,0.01,1.0
eval_008,prefill__C3,0.05,8,0.01,0.984263150432646
eval_008,prefill__C3,0.05,16,0.01,0.9998278657589061
eval_008,prefill__C3,0.05,32,0.01,0.9999999885354037
eval_008,prefill__C3,0.05,64,0.01,1.0
eval_008,prefill__C3,0.05,128,0.01,1.0
eval_008,prefill__C3,0.05,256,0.01,1.0
eval_008,prefill__C3,0.05,512,0.01,1.0
eval_008,prefill__C3,0.05,1024,0.01,1.0
eval_009,prefill__C1,0.01,8,0.01,0.9601593971448702
eval_009,prefill__C1,0.01,16,0.01,0.9988416479430114
eval_009,prefill__C1,0.01,32,0.01,0.9999994297351171
eval_009,prefill__C1,0.01,64,0.01,0.9999999999999468
eval_009,prefill__C1,0.01,128,0.01,1.0
eval_009,prefill__C1,0.01,256,0.01,1.0
eval_009,prefill__C1,0.01,512,0.01,1.0
eval_009,prefill__C1,0.01,1024,0.01,1.0
eval_009,prefill__C1,0.02,8,0.01,0.9995279587112992
eval_009,prefill__C1,0.02,16,0.01,0.9999998595940935
eval_009,prefill__C1,0.02,32,0.01,0.9999999999999937
eval_009,prefill__C1,0.02,64,0.01,1.0
eval_009,prefill__C1,0.02,128,0.01,1.0
eval_009,prefill__C1,0.02,256,0.01,1.0
eval_009,prefill__C1,0.02,512,0.01,1.0
eval_009,prefill__C1,0.02,1024,0.01,1.0
eval_009,prefill__C1,0.05,8,0.01,0.9999995606560328
eval_009,prefill__C1,0.05,16,0.01,0.9999999999998845
eval_009,prefill__C1,0.05,32,0.01,1.0
eval_009,prefill__C1,0.05,64,0.01,1.0
eval_009,prefill__C1,0.05,128,0.01,1.0
eval_009,prefill__C1,0.05,256,0.01,1.0
eval_009,prefill__C1,0.05,512,0.01,1.0
eval_009,prefill__C1,0.05,1024,0.01,1.0
eval_009,prefill__C2,0.01,8,0.01,0.9560006360112362
eval_009,prefill__C2,0.01,16,0.01,0.9985784892949009
eval_009,prefill__C2,0.01,32,0.01,0.9999991307918842
eval_009,prefill__C2,0.01,64,0.01,0.9999999999998741
eval_009,prefill__C2,0.01,128,0.01,1.0
eval_009,prefill__C2,0.01,256,0.01,1.0
eval_009,prefill__C2,0.01,512,0.01,1.0
eval_009,prefill__C2,0.01,1024,0.01,1.0
eval_009,prefill__C2,0.02,8,0.01,0.9994595701062238
eval_009,prefill__C2,0.02,16,0.01,0.9999998155482572
eval_009,prefill__C2,0.02,32,0.01,0.999999999999989
eval_009,prefill__C2,0.02,64,0.01,1.0
eval_009,prefill__C2,0.02,128,0.01,1.0
eval_009,prefill__C2,0.02,256,0.01,1.0
eval_009,prefill__C2,0.02,512,0.01,1.0
eval_009,prefill__C2,0.02,1024,0.01,1.0
eval_009,prefill__C2,0.05,8,0.01,0.999999490448468
eval_009,prefill__C2,0.05,16,0.01,0.9999999999998447
eval_009,prefill__C2,0.05,32,0.01,1.0
eval_009,prefill__C2,0.05,64,0.01,1.0
eval_009,prefill__C2,0.05,128,0.01,1.0
eval_009,prefill__C2,0.05,256,0.01,1.0
eval_009,prefill__C2,0.05,512,0.01,1.0
eval_009,prefill__C2,0.05,1024,0.01,1.0
eval_009,prefill__C3,0.01,8,0.01,0.06732873005846408
eval_009,prefill__C3,0.01,16,0.01,0.10694233855136834
eval_009,prefill__C3,0.01,32,0.01,0.18753512637918238
eval_009,prefill__C3,0.01,64,0.01,0.35024724458662976
eval_009,prefill__C3,0.01,128,0.01,0.6275164191240048
eval_009,prefill__C3,0.01,256,0.01,0.9080818836021298
eval_009,prefill__C3,0.01,512,0.01,0.9970060637386308
eval_009,prefill__C3,0.01,1024,0.01,0.9999990114320911
eval_009,prefill__C3,0.02,8,0.01,0.4308403430453515
eval_009,prefill__C3,0.02,16,0.01,0.6883767289717697
eval_009,prefill__C3,0.02,32,0.01,0.9232429375605542
eval_009,prefill__C3,0.02,64,0.01,0.997002659411771
eval_009,prefill__C3,0.02,128,0.01,0.9999980301082206
eval_009,prefill__C3,0.02,256,0.01,0.9999999999997967
eval_009,prefill__C3,0.02,512,0.01,1.0
eval_009,prefill__C3,0.02,1024,0.01,1.0
eval_009,prefill__C3,0.05,8,0.01,0.9829946221614606
eval_009,prefill__C3,0.05,16,0.01,0.9997982847897386
eval_009,prefill__C3,0.05,32,0.01,0.9999999841503243
eval_009,prefill__C3,0.05,64,0.01,1.0
eval_009,prefill__C3,0.05,128,0.01,1.0
eval_009,prefill__C3,0.05,256,0.01,1.0
eval_009,prefill__C3,0.05,512,0.01,1.0
eval_009,prefill__C3,0.05,1024,0.01,1.0
eval_010,prefill__C1,0.01,8,0.01,0.9605137640970587
eval_010,prefill__C1,0.01,16,0.01,0.9988627800387276
eval_010,prefill__C1,0.01,32,0.01,0.9999994509353204
eval_010,prefill__C1,0.01,64,0.01,0.9999999999999508
eval_010,prefill__C1,0.01,128,0.01,1.0
eval_010,prefill__C1,0.01,256,0.01,1.0
eval_010,prefill__C1,0.01,512,0.01,1.0
eval_010,prefill__C1,0.01,1024,0.01,1.0
eval_010,prefill__C1,0.02,8,0.01,0.9995336375911629
eval_010,prefill__C1,0.02,16,0.01,0.9999998629791438
eval_010,prefill__C1,0.02,32,0.01,0.9999999999999939
eval_010,prefill__C1,0.02,64,0.01,1.0
eval_010,prefill__C1,0.02,128,0.01,1.0
eval_010,prefill__C1,0.02,256,0.01,1.0
eval_010,prefill__C1,0.02,512,0.01,1.0
eval_010,prefill__C1,0.02,1024,0.01,1.0
eval_010,prefill__C1,0.05,8,0.01,0.9999995664335654
eval_010,prefill__C1,0.05,16,0.01,0.9999999999998875
eval_010,prefill__C1,0.05,32,0.01,1.0
eval_010,prefill__C1,0.05,64,0.01,1.0
eval_010,prefill__C1,0.05,128,0.01,1.0
eval_010,prefill__C1,0.05,256,0.01,1.0
eval_010,prefill__C1,0.05,512,0.01,1.0
eval_010,prefill__C1,0.05,1024,0.01,1.0
eval_010,prefill__C2,0.01,8,0.01,0.9582044909250103
eval_010,prefill__C2,0.01,16,0.01,0.9987214306648593
eval_010,prefill__C2,0.01,32,0.01,0.9999993012177455
eval_010,prefill__C2,0.01,64,0.01,0.9999999999999194
eval_010,prefill__C2,0.01,128,0.01,1.0
eval_010,prefill__C2,0.01,256,0.01,1.0
eval_010,prefill__C2,0.01,512,0.01,1.0
eval_010,prefill__C2,0.01,1024,0.01,1.0
eval_010,prefill__C2,0.02,8,0.01,0.9994962105645792
eval_010,prefill__C2,0.02,16,0.01,0.9999998399005549
eval_010,prefill__C2,0.02,32,0.01,0.9999999999999917
eval_010,prefill__C2,0.02,64,0.01,1.0
eval_010,prefill__C2,0.02,128,0.01,1.0
eval_010,prefill__C2,0.02,256,0.01,1.0
eval_010,prefill__C2,0.02,512,0.01,1.0
eval_010,prefill__C2,0.02,1024,0.01,1.0
eval_010,prefill__C2,0.05,8,0.01,0.999999528206211
eval_010,prefill__C2,0.05,16,0.01,0.9999999999998669
eval_010,prefill__C2,0.05,32,0.01,1.0
eval_010,prefill__C2,0.05,64,0.01,1.0
eval_010,prefill__C2,0.05,128,0.01,1.0
eval_010,prefill__C2,0.05,256,0.01,1.0
eval_010,prefill__C2,0.05,512,0.01,1.0
eval_010,prefill__C2,0.05,1024,0.01,1.0
eval_010,prefill__C3,0.01,8,0.01,0.06829833629882383
eval_010,prefill__C3,0.01,16,0.01,0.10873576202565524
eval_010,prefill__C3,0.01,32,0.01,0.19102043939293728
eval_010,prefill__C3,0.01,64,0.01,0.3567109519571614
eval_010,prefill__C3,0.01,128,0.01,0.6364746374742325
eval_010,prefill__C3,0.01,256,0.01,0.9133733600701709
eval_010,prefill__C3,0.01,512,0.01,0.9973968868782458
eval_010,prefill__C3,0.01,1024,0.01,0.9999992797930971
eval_010,prefill__C3,0.02,8,0.01,0.4360195910029746
eval_010,prefill__C3,0.02,16,0.01,0.6944827639058347
eval_010,prefill__C3,0.02,32,0.01,0.9265326360183557
eval_010,prefill__C3,0.02,64,0.01,0.9972784890423186
eval_010,prefill__C3,0.02,128,0.01,0.999998401529704
eval_010,prefill__C3,0.02,256,0.01,0.9999999999998694
eval_010,prefill__C3,0.02,512,0.01,1.0
eval_010,prefill__C3,0.02,1024,0.01,1.0
eval_010,prefill__C3,0.05,8,0.01,0.9835374273275717
eval_010,prefill__C3,0.05,16,0.01,0.9998112378711985
eval_010,prefill__C3,0.05,32,0.01,0.9999999861598092
eval_010,prefill__C3,0.05,64,0.01,1.0
eval_010,prefill__C3,0.05,128,0.01,1.0
eval_010,prefill__C3,0.05,256,0.01,1.0
eval_010,prefill__C3,0.05,512,0.01,1.0
eval_010,prefill__C3,0.05,1024,0.01,1.0
eval_011,prefill__C1,0.01,8,0.01,0.7011891461403537
eval_011,prefill__C1,0.01,16,0.01,0.9219230975329317
eval_011,prefill__C1,0.01,32,0.01,0.9962096744164832
eval_011,prefill__C1,0.01,64,0.01,0.9999954391801494
eval_011,prefill__C1,0.01,128,0.01,0.9999999999979482
eval_011,prefill__C1,0.01,256,0.01,1.0
eval_011,prefill__C1,0.01,512,0.01,1.0
eval_011,prefill__C1,0.01,1024,0.01,1.0
eval_011,prefill__C1,0.02,8,0.01,0.9880433405164097
eval_011,prefill__C1,0.02,16,0.01,0.9999018017967697
eval_011,prefill__C1,0.02,32,0.01,0.9999999963517967
eval_011,prefill__C1,0.02,64,0.01,1.0
eval_011,prefill__C1,0.02,128,0.01,1.0
eval_011,prefill__C1,0.02,256,0.01,1.0
eval_011,prefill__C1,0.02,512,0.01,1.0
eval_011,prefill__C1,0.02,1024,0.01,1.0
eval_011,prefill__C1,0.05,8,0.01,0.9999813673728987
eval_011,prefill__C1,0.05,16,0.01,0.9999999997888421
eval_011,prefill__C1,0.05,32,0.01,1.0
eval_011,prefill__C1,0.05,64,0.01,1.0
eval_011,prefill__C1,0.05,128,0.01,1.0
eval_011,prefill__C1,0.05,256,0.01,1.0
eval_011,prefill__C1,0.05,512,0.01,1.0
eval_011,prefill__C1,0.05,1024,0.01,1.0
eval_011,prefill__C2,0.01,8,0.01,0.6980202773065436
eval_011,prefill__C2,0.01,16,0.01,0.9201487453248597
eval_011,prefill__C2,0.01,32,0.01,0.9960228474289855
eval_011,prefill__C2,0.01,64,0.01,0.9999949489087554
eval_011,prefill__C2,0.01,128,0.01,0.9999999999974591
eval_011,prefill__C2,0.01,256,0.01,1.0
eval_011,prefill__C2,0.01,512,0.01,1.0
eval_011,prefill__C2,0.01,1024,0.01,1.0
eval_011,prefill__C2,0.02,8,0.01,0.9877818063992129
eval_011,prefill__C2,0.02,16,0.01,0.9998973668696002
eval_011,prefill__C2,0.02,32,0.01,0.9999999960080663
eval_011,prefill__C2,0.02,64,0.01,1.0
eval_011,prefill__C2,0.02,128,0.01,1.0
eval_011,prefill__C2,0.02,256,0.01,1.0
eval_011,prefill__C2,0.02,512,0.01,1.0
eval_011,prefill__C2,0.02,1024,0.01,1.0
eval_011,prefill__C2,0.05,8,0.01,0.9999808528882358
eval_011,prefill__C2,0.05,16,0.01,0.9999999997769778
eval_011,prefill__C2,0.05,32,0.01,1.0
eval_011,prefill__C2,0.05,64,0.01,1.0
eval_011,prefill__C2,0.05,128,0.01,1.0
eval_011,prefill__C2,0.05,256,0.01,1.0
eval_011,prefill__C2,0.05,512,0.01,1.0
eval_011,prefill__C2,0.05,1024,0.01,1.0
eval_011,prefill__C3,0.01,8,0.01,0.10219723872874636
eval_011,prefill__C3,0.01,16,0.01,0.17202088587417466
eval_011,prefill__C3,0.01,32,0.01,0.3113694905190965
eval_011,prefill__C3,0.01,64,0.01,0.5592679119131844
eval_011,prefill__C3,0.01,128,0.01,0.8543053274972248
eval_011,prefill__C3,0.01,256,0.01,0.9902538918173435
eval_011,prefill__C3,0.01,512,0.01,0.999983179121482
eval_011,prefill__C3,0.01,1024,0.01,0.9999999999901905
eval_011,prefill__C3,0.02,8,0.01,0.5808030101847441
eval_011,prefill__C3,0.02,16,0.01,0.8389122268776948
eval_011,prefill__C3,0.02,32,0.01,0.9819360497705658
eval_011,prefill__C3,0.02,64,0.01,0.9998716566636273
eval_011,prefill__C3,0.02,128,0.01,0.9999999976838435
eval_011,prefill__C3,0.02,256,0.01,1.0
eval_011,prefill__C3,0.02,512,0.01,1.0
eval_011,prefill__C3,0.02,1024,0.01,1.0
eval_011,prefill__C3,0.05,8,0.01,0.9933961554775933
eval_011,prefill__C3,0.05,16,0.01,0.999970709395854
eval_011,prefill__C3,0.05,32,0.01,0.9999999996888118
eval_011,prefill__C3,0.05,64,0.01,1.0
eval_011,prefill__C3,0.05,128,0.01,1.0
eval_011,prefill__C3,0.05,256,0.01,1.0
eval_011,prefill__C3,0.05,512,0.01,1.0
eval_011,prefill__C3,0.05,1024,0.01,1.0
eval_012,prefill__C1,0.01,8,0.01,0.958864953676685
eval_012,prefill__C1,0.01,16,0.01,0.9987627360794854
eval_012,prefill__C1,0.01,32,0.01,0.9999993468958845
eval_012,prefill__C1,0.01,64,0.01,0.9999999999999298
eval_012,prefill__C1,0.01,128,0.01,1.0
eval_012,prefill__C1,0.01,256,0.01,1.0
eval_012,prefill__C1,0.01,512,0.01,1.0
eval_012,prefill__C1,0.01,1024,0.01,1.0
eval_012,prefill__C1,0.02,8,0.01,0.9995070160490448
eval_012,prefill__C1,0.02,16,0.01,0.9999998467498066
eval_012,prefill__C1,0.02,32,0.01,0.9999999999999925
eval_012,prefill__C1,0.02,64,0.01,1.0
eval_012,prefill__C1,0.02,128,0.01,1.0
eval_012,prefill__C1,0.02,256,0.01,1.0
eval_012,prefill__C1,0.02,512,0.01,1.0
eval_012,prefill__C1,0.02,1024,0.01,1.0
eval_012,prefill__C1,0.05,8,0.01,0.9999995392787971
eval_012,prefill__C1,0.05,16,0.01,0.999999999999873
eval_012,prefill__C1,0.05,32,0.01,1.0
eval_012,prefill__C1,0.05,64,0.01,1.0
eval_012,prefill__C1,0.05,128,0.01,1.0
eval_012,prefill__C1,0.05,256,0.01,1.0
eval_012,prefill__C1,0.05,512,0.01,1.0
eval_012,prefill__C1,0.05,1024,0.01,1.0
eval_012,prefill__C2,0.01,8,0.01,0.9559037686230836
eval_012,prefill__C2,0.01,16,0.01,0.9985720256224513
eval_012,prefill__C2,0.01,32,0.01,0.9999991226308333
eval_012,prefill__C2,0.01,64,0.01,0.9999999999998717
eval_012,prefill__C2,0.01,128,0.01,1.0
eval_012,prefill__C2,0.01,256,0.01,1.0
eval_012,prefill__C2,0.01,512,0.01,1.0
eval_012,prefill__C2,0.01,1024,0.01,1.0
eval_012,prefill__C2,0.02,8,0.01,0.9994579390407617
eval_012,prefill__C2,0.02,16,0.01,0.9999998144237028
eval_012,prefill__C2,0.02,32,0.01,0.9999999999999889
eval_012,prefill__C2,0.02,64,0.01,1.0
eval_012,prefill__C2,0.02,128,0.01,1.0
eval_012,prefill__C2,0.02,256,0.01,1.0
eval_012,prefill__C2,0.02,512,0.01,1.0
eval_012,prefill__C2,0.02,1024,0.01,1.0
eval_012,prefill__C2,0.05,8,0.01,0.9999994887602088
eval_012,prefill__C2,0.05,16,0.01,0.9999999999998436
eval_012,prefill__C2,0.05,32,0.01,1.0
eval_012,prefill__C2,0.05,64,0.01,1.0
eval_012,prefill__C2,0.05,128,0.01,1.0
eval_012,prefill__C2,0.05,256,0.01,1.0
eval_012,prefill__C2,0.05,512,0.01,1.0
eval_012,prefill__C2,0.05,1024,0.01,1.0
eval_012,prefill__C3,0.01,8,0.01,0.087108534938431
eval_012,prefill__C3,0.01,16,0.01,0.14377387149360404
eval_012,prefill__C3,0.01,32,0.01,0.2584335861645169
eval_012,prefill__C3,0.01,64,0.01,0.47528279929418144
eval_012,prefill__C3,0.01,128,0.01,0.778277831368539
eval_012,prefill__C3,0.01,256,0.01,0.9736646394838274
eval_012,prefill__C3,0.01,512,0.01,0.9998370754857199
eval_012,prefill__C3,0.01,1024,0.01,0.9999999985399559
eval_012,prefill__C3,0.02,8,0.01,0.5240858504464644
eval_012,prefill__C3,0.02,16,0.01,0.7883058692288029
eval_012,prefill__C3,0.02,32,0.01,0.9672260578242181
eval_012,prefill__C3,0.02,64,0.01,0.9995342741058185
eval_012,prefill__C3,0.02,128,0.01,0.9999999640130128
eval_012,prefill__C3,0.02,256,0.01,1.0
eval_012,prefill__C3,0.02,512,0.01,1.0
eval_012,prefill__C3,0.02,1024,0.01,1.0
eval_012,prefill__C3,0.05,8,0.01,0.9905107039730282
eval_012,prefill__C3,0.05,16,0.01,0.9999387161306434
eval_012,prefill__C3,0.05,32,0.01,0.9999999986035742
eval_012,prefill__C3,0.05,64,0.01,1.0
eval_012,prefill__C3,0.05,128,0.01,1.0
eval_012,prefill__C3,0.05,256,0.01,1.0
eval_012,prefill__C3,0.05,512,0.01,1.0
eval_012,prefill__C3,0.05,1024,0.01,1.0
