policy,task_id,candidate_id,admitted,selected,latency_s,goodput,infeasible_usage,false_risk,verify_ms,sketch,reason,workload,alpha,seed
random,eval_063,trace_lan_f_f,1,1,2.67499,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_064,trace_wan_b_d,1,1,27.53923,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_065,trace_wan_b_d,1,1,28.60038,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_066,trace_wan_a_c,1,1,14.81235,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_067,trace_wan_a_c,1,1,16.1025,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_068,trace_wan_a_d,1,1,14.48521,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_069,trace_wan_a_d,1,1,15.7498,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_070,trace_lan_f_f,1,1,3.2573,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_071,trace_wan_b_d,1,1,29.91153,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_072,trace_wan_a_c,1,1,17.37447,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_073,trace_lan_f_f,1,1,3.84045,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_074,trace_lan_f_f,1,1,4.6736,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_075,trace_lan_a_b,1,1,12.47173,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_076,trace_lan_f_f,1,1,5.50423,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_077,trace_lan_a_b,1,1,13.52155,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_078,trace_wan_b_d,1,1,30.99225,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_079,trace_wan_a_d,1,1,16.76538,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_080,trace_lan_f_f,1,1,6.33738,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_081,trace_lan_a_b,1,1,14.30876,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_082,trace_wan_a_c,1,1,18.15452,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_083,trace_lan_f_f,1,1,6.92725,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_084,trace_wan_a_c,1,1,19.43255,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_085,trace_wan_a_c,1,1,20.71159,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_086,trace_lan_a_b,1,1,15.34306,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_087,trace_wan_a_d,1,1,17.79284,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_088,trace_wan_b_d,1,1,32.08121,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_089,trace_wan_a_c,1,1,21.75679,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_090,trace_wan_b_d,1,1,33.1506,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_091,trace_lan_a_b,1,1,16.13221,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_092,trace_wan_b_d,1,1,34.47411,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_093,trace_wan_a_d,1,1,18.80149,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_094,trace_wan_a_c,1,1,23.03684,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_095,trace_wan_a_d,1,1,20.06113,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_096,trace_lan_a_b,1,1,17.16845,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_097,trace_lan_a_b,1,1,17.97797,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_098,trace_lan_a_b,1,1,19.03555,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_099,trace_wan_a_d,1,1,21.08661,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_100,trace_lan_a_b,1,1,20.0747,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_101,trace_wan_a_c,1,1,24.0578,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_102,trace_wan_a_d,1,1,22.33833,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_103,trace_lan_a_b,1,1,21.10512,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_104,trace_wan_a_d,1,1,23.58807,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_105,trace_lan_f_f,1,1,7.01208,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_106,trace_wan_a_d,1,1,24.58484,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_107,trace_wan_a_d,1,1,25.85537,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_108,trace_wan_b_d,1,1,35.30586,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_109,trace_lan_a_b,1,1,21.90203,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_110,trace_lan_f_f,1,1,7.84607,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_111,trace_lan_f_f,1,1,8.6809,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_112,trace_wan_a_c,1,1,25.08179,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_113,trace_lan_a_b,1,1,22.68342,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_114,trace_wan_b_d,1,1,36.36907,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_115,trace_lan_f_f,1,1,9.26657,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_116,trace_lan_f_f,1,1,10.09888,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_117,trace_wan_a_c,1,1,26.12497,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_118,trace_lan_a_b,1,1,23.73324,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_119,trace_wan_a_c,1,1,27.41411,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_120,trace_lan_f_f,1,1,10.93371,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_121,trace_lan_f_f,1,1,11.52358,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_122,trace_lan_f_f,1,1,12.36513,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_123,trace_lan_a_b,1,1,24.52045,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_124,trace_lan_a_b,1,1,25.55766,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_125,trace_wan_b_d,1,1,37.43949,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_126,trace_wan_b_d,1,1,38.75579,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_127,trace_lan_a_b,1,1,26.61524,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_128,trace_wan_b_d,1,1,40.09475,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_129,trace_lan_a_b,1,1,27.41894,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_130,trace_wan_a_d,1,1,26.36204,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_131,trace_wan_a_d,1,1,27.62366,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_132,trace_wan_a_c,1,1,28.19921,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_133,trace_lan_a_b,1,1,28.461,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_134,trace_lan_a_b,1,1,29.50306,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_135,trace_lan_a_b,1,1,30.54609,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_136,trace_lan_f_f,1,1,12.95668,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_137,trace_lan_a_b,1,1,31.35852,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_138,trace_wan_a_c,1,1,29.25148,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_139,trace_wan_a_c,1,1,30.55173,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_140,trace_lan_a_b,1,1,32.40058,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_141,trace_wan_a_d,1,1,28.62241,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_142,trace_lan_a_b,1,1,33.43197,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_143,trace_wan_b_d,1,1,40.9059,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_144,trace_wan_a_c,1,1,31.82168,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_145,trace_lan_f_f,1,1,13.29067,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_146,trace_lan_a_b,1,1,34.20851,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_147,trace_lan_a_b,1,1,35.25833,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_148,trace_wan_a_d,1,1,29.63997,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_149,trace_wan_a_c,1,1,32.8588,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_150,trace_wan_a_c,1,1,34.12875,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_151,trace_wan_a_c,1,1,35.40173,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_152,trace_wan_a_c,1,1,36.67673,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_153,trace_lan_f_f,1,1,13.87634,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_154,trace_wan_a_c,1,1,37.69971,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_155,trace_wan_b_d,1,1,41.72117,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_156,trace_wan_a_d,1,1,30.63872,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_157,trace_wan_a_c,1,1,38.9939,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_158,trace_lan_a_b,1,1,36.05912,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_159,trace_wan_b_d,1,1,43.05292,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_160,trace_wan_a_d,1,1,31.89044,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_161,trace_wan_a_d,1,1,32.90206,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_162,trace_lan_a_b,1,1,36.85312,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_163,trace_wan_a_c,1,1,40.02698,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_164,trace_lan_a_b,1,1,37.89518,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_165,trace_wan_a_c,1,1,41.31107,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_166,trace_lan_a_b,1,1,38.93433,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_167,trace_wan_a_d,1,1,34.18447,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_168,trace_wan_a_c,1,1,42.61334,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_169,trace_wan_b_d,1,1,43.89497,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_170,trace_wan_b_d,1,1,45.21951,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_171,trace_lan_a_b,1,1,39.72348,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_172,trace_wan_b_d,1,1,46.54302,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_173,trace_wan_a_c,1,1,43.64339,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_174,trace_wan_b_d,1,1,47.86447,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_175,trace_wan_a_d,1,1,35.19411,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_176,trace_wan_b_d,1,1,49.18283,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_177,trace_wan_a_d,1,1,36.22355,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_178,trace_wan_a_c,1,1,44.69263,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_179,trace_wan_b_d,1,1,50.27179,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_180,trace_wan_b_d,1,1,51.59324,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_181,trace_wan_a_c,1,1,45.98177,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_182,trace_wan_a_c,1,1,47.27293,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_183,trace_lan_a_b,1,1,40.52136,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_184,trace_wan_a_c,1,1,48.56207,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_185,trace_wan_a_c,1,1,49.60222,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_186,trace_lan_a_b,1,1,41.31633,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_187,trace_wan_b_d,1,1,52.69559,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_188,trace_wan_b_d,1,1,54.04588,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_189,trace_wan_a_c,1,1,50.90853,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_190,trace_lan_a_b,1,1,42.36421,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_191,trace_wan_a_c,1,1,52.19767,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_192,trace_wan_a_d,1,1,37.24309,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_193,trace_lan_a_b,1,1,43.16209,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_194,trace_lan_a_b,1,1,44.20997,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_195,trace_wan_b_d,1,1,55.12763,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_196,trace_wan_a_d,1,1,38.25768,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_197,trace_wan_b_d,1,1,56.47998,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_198,trace_lan_a_b,1,1,45.27628,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_199,trace_wan_b_d,1,1,57.82821,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
random,eval_200,trace_wan_b_d,1,1,59.15893,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_001,trace_lan_a_b,1,1,1.05564,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_002,trace_lan_a_b,1,1,2.11322,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_003,trace_lan_a_b,1,1,3.16886,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_004,trace_lan_a_b,1,1,4.2245,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_005,trace_lan_a_b,1,1,5.28111,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_006,trace_lan_a_b,1,1,6.33384,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_007,trace_lan_a_b,1,1,7.40985,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_008,trace_lan_a_b,1,1,8.48392,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_009,trace_lan_a_b,1,1,9.30605,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_010,trace_lan_a_b,1,1,10.36169,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_011,trace_lan_f_f,1,1,0.83987,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_012,trace_lan_f_f,1,1,1.68142,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_013,trace_lan_f_f,1,1,2.52129,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_014,trace_lan_f_f,1,1,3.36116,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_015,trace_lan_f_f,1,1,4.20187,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_016,trace_lan_f_f,1,1,5.03922,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_017,trace_lan_a_b,1,1,11.16927,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_018,trace_lan_a_b,1,1,12.22491,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_019,trace_lan_a_b,1,1,13.27861,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_020,trace_lan_f_f,1,1,5.62909,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_021,trace_lan_f_f,1,1,6.4614,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_022,trace_lan_f_f,1,1,7.29539,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_023,trace_lan_f_f,1,1,8.1277,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_024,trace_lan_f_f,1,1,8.96001,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_025,trace_lan_f_f,1,1,9.54316,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_026,trace_lan_f_f,1,1,10.37295,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_027,trace_lan_a_b,1,1,14.07746,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_028,trace_lan_a_b,1,1,15.12437,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_029,trace_lan_a_b,1,1,16.16934,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_030,trace_lan_f_f,1,1,11.20526,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_031,trace_lan_a_b,1,1,17.21528,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_032,trace_lan_a_b,1,1,18.26316,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_033,trace_lan_a_b,1,1,19.0591,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_034,trace_lan_a_b,1,1,20.10504,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_035,trace_lan_a_b,1,1,21.15195,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_036,trace_lan_a_b,1,1,22.19498,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_037,trace_lan_a_b,1,1,23.26129,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_038,trace_lan_a_b,1,1,24.32566,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_039,trace_lan_a_b,1,1,25.38809,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_040,trace_lan_a_b,1,1,26.43403,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_041,trace_lan_a_b,1,1,27.22997,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_042,trace_lan_a_b,1,1,28.27785,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_043,trace_lan_a_b,1,1,29.32379,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_044,trace_lan_a_b,1,1,30.36973,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_045,trace_lan_a_b,1,1,31.41664,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_046,trace_lan_a_b,1,1,32.45967,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_047,trace_lan_a_b,1,1,33.52598,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_048,trace_lan_a_b,1,1,34.59035,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_049,trace_lan_a_b,1,1,35.40278,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_050,trace_lan_a_b,1,1,36.44872,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_051,trace_lan_a_b,1,1,37.50533,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_052,trace_lan_a_b,1,1,38.56388,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_053,trace_lan_a_b,1,1,39.62049,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_054,trace_lan_a_b,1,1,40.6771,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_055,trace_lan_a_b,1,1,41.73468,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_056,trace_lan_a_b,1,1,42.78838,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_057,trace_lan_a_b,1,1,43.61536,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_058,trace_lan_a_b,1,1,44.6904,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
cost_only_scalar,eval_059,trace_lan_a_b,1,1,45.7635,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,queued-8,0.2,20260513
