policy,task_id,candidate_id,admitted,selected,latency_s,goodput,infeasible_usage,false_risk,verify_ms,sketch,reason,workload,alpha,seed
random,eval_001,trace_wan_a_c,1,1,1.29722,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_002,trace_wan_b_d,1,1,1.34102,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_003,trace_wan_a_d,1,1,1.27548,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_004,trace_wan_a_c,1,1,1.29722,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_005,trace_lan_a_b,1,1,1.05661,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_006,trace_wan_b_d,1,1,1.33587,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_007,trace_wan_a_d,1,1,1.29627,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_008,trace_wan_a_c,1,1,1.31641,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_009,trace_lan_a_b,1,1,1.07213,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_010,trace_wan_a_c,1,1,1.29722,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_011,trace_wan_a_d,1,1,1.25667,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_012,trace_lan_f_f,1,1,0.84155,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_013,trace_lan_a_b,1,1,1.03721,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_014,trace_wan_a_c,1,1,1.27803,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_015,trace_wan_a_c,1,1,1.27904,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_016,trace_wan_a_d,1,1,1.2537,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_017,trace_lan_a_b,1,1,1.05758,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_018,trace_wan_a_c,1,1,1.29722,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_019,trace_wan_a_d,1,1,1.2735,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_020,trace_wan_b_d,1,1,1.31939,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_021,trace_lan_a_b,1,1,1.02848,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_022,trace_lan_a_b,1,1,1.03042,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_023,trace_lan_a_b,1,1,1.02848,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_024,trace_wan_a_d,1,1,1.24776,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_025,trace_wan_b_d,1,1,1.31115,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_026,trace_wan_a_c,1,1,1.26591,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_027,trace_wan_a_d,1,1,1.26855,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_028,trace_wan_b_d,1,1,1.32969,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_029,trace_wan_b_d,1,1,1.32763,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_030,trace_wan_a_d,1,1,1.24776,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_031,trace_wan_a_c,1,1,1.28712,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_032,trace_wan_b_d,1,1,1.33072,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_033,trace_wan_a_c,1,1,1.28712,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_034,trace_lan_a_b,1,1,1.04594,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_035,trace_wan_b_d,1,1,1.32969,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_036,trace_wan_a_c,1,1,1.28409,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_037,trace_wan_a_c,1,1,1.30833,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_038,trace_wan_a_d,1,1,1.28439,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_039,trace_wan_a_d,1,1,1.28241,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_040,trace_wan_a_c,1,1,1.28712,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_041,trace_wan_b_d,1,1,1.32866,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_042,trace_wan_b_d,1,1,1.33072,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_043,trace_wan_a_c,1,1,1.28712,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_044,trace_wan_b_d,1,1,1.32866,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_045,trace_wan_a_c,1,1,1.28813,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_046,trace_wan_a_c,1,1,1.28409,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_047,trace_lan_a_b,1,1,1.06631,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_048,trace_wan_b_d,1,1,1.34823,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_049,trace_wan_b_d,1,1,1.34617,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_050,trace_wan_a_c,1,1,1.28712,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_051,trace_lan_a_b,1,1,1.05661,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_052,trace_wan_a_c,1,1,1.30025,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_053,trace_wan_b_d,1,1,1.33999,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_054,trace_lan_a_b,1,1,1.05661,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_055,trace_lan_a_b,1,1,1.05758,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_056,trace_wan_b_d,1,1,1.3369,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_057,trace_wan_a_c,1,1,1.31944,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_058,trace_wan_b_d,1,1,1.35956,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_059,trace_wan_a_c,1,1,1.3154,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_060,trace_wan_a_d,1,1,1.27647,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_061,trace_wan_a_c,1,1,1.26894,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_062,trace_wan_b_d,1,1,1.31218,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_063,trace_wan_a_c,1,1,1.26894,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_064,trace_wan_a_d,1,1,1.24776,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_065,trace_wan_a_c,1,1,1.26995,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_066,trace_wan_a_c,1,1,1.26591,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_067,trace_wan_a_c,1,1,1.29015,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_068,trace_wan_a_d,1,1,1.26657,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_069,trace_wan_a_c,1,1,1.28611,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_070,trace_wan_b_d,1,1,1.31012,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_071,trace_wan_b_d,1,1,1.31115,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_072,trace_wan_a_d,1,1,1.25073,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_073,trace_wan_a_d,1,1,1.24875,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_074,trace_wan_a_c,1,1,1.26995,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_075,trace_lan_f_f,1,1,0.83399,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_076,trace_lan_a_b,1,1,1.02654,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_077,trace_wan_a_c,1,1,1.29116,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_078,trace_wan_a_c,1,1,1.28914,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_079,trace_lan_a_b,1,1,1.04594,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_080,trace_lan_f_f,1,1,0.83315,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_081,trace_wan_b_d,1,1,1.31939,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_082,trace_lan_a_b,1,1,1.03915,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_083,trace_wan_a_d,1,1,1.25667,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_084,trace_wan_a_c,1,1,1.27803,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_085,trace_lan_f_f,1,1,0.84071,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_086,trace_lan_f_f,1,1,0.83735,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_087,trace_lan_a_b,1,1,1.05758,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_088,trace_wan_a_d,1,1,1.27548,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_089,trace_wan_b_d,1,1,1.3369,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_090,trace_wan_a_d,1,1,1.25667,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_091,trace_lan_a_b,1,1,1.03915,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_092,trace_lan_a_b,1,1,1.04109,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_093,trace_wan_b_d,1,1,1.32145,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_094,trace_lan_a_b,1,1,1.03915,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_095,trace_wan_b_d,1,1,1.32248,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_096,trace_wan_a_c,1,1,1.27702,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_097,trace_wan_a_d,1,1,1.27944,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_098,trace_wan_b_d,1,1,1.34102,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_099,trace_wan_b_d,1,1,1.33896,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_100,trace_lan_f_f,1,1,0.84155,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_101,trace_lan_a_b,1,1,1.03042,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_102,trace_wan_a_d,1,1,1.25172,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_103,trace_wan_a_c,1,1,1.27096,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_104,trace_lan_a_b,1,1,1.03042,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_105,trace_wan_a_c,1,1,1.27197,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_106,trace_wan_a_d,1,1,1.24677,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_107,trace_lan_a_b,1,1,1.05079,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_108,trace_wan_b_d,1,1,1.33175,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_109,trace_lan_a_b,1,1,1.04691,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_110,trace_wan_a_c,1,1,1.27096,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_111,trace_wan_a_d,1,1,1.25073,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_112,trace_wan_b_d,1,1,1.31527,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_113,trace_wan_b_d,1,1,1.31321,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_114,trace_lan_a_b,1,1,1.03139,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_115,trace_wan_b_d,1,1,1.31424,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_116,trace_wan_b_d,1,1,1.31012,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_117,trace_wan_a_d,1,1,1.27152,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_118,trace_wan_b_d,1,1,1.33278,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_119,trace_wan_b_d,1,1,1.33072,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_120,trace_lan_f_f,1,1,0.83483,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_121,trace_wan_a_c,1,1,1.27803,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_122,trace_wan_b_d,1,1,1.32145,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_123,trace_lan_f_f,1,1,0.83987,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_124,trace_wan_a_d,1,1,1.25667,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_125,trace_wan_a_d,1,1,1.25766,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_126,trace_wan_a_d,1,1,1.2537,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_127,trace_wan_a_c,1,1,1.29924,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_128,trace_wan_b_d,1,1,1.33896,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_129,trace_wan_b_d,1,1,1.3369,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_130,trace_lan_f_f,1,1,0.83987,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_131,trace_wan_a_d,1,1,1.26162,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_132,trace_lan_a_b,1,1,1.044,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_133,trace_lan_a_b,1,1,1.04206,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_134,trace_lan_a_b,1,1,1.04206,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_135,trace_wan_a_d,1,1,1.26261,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_136,trace_wan_b_d,1,1,1.32145,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_137,trace_wan_a_d,1,1,1.28241,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_138,trace_wan_b_d,1,1,1.34411,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_139,trace_wan_a_c,1,1,1.30025,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_140,trace_wan_a_d,1,1,1.26162,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_141,trace_lan_f_f,1,1,0.83315,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_142,trace_lan_a_b,1,1,1.03139,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_143,trace_lan_f_f,1,1,0.83315,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_144,trace_wan_a_c,1,1,1.26995,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_145,trace_wan_b_d,1,1,1.31218,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_146,trace_lan_f_f,1,1,0.83063,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_147,trace_wan_b_d,1,1,1.33278,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_148,trace_wan_a_c,1,1,1.28914,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_149,trace_wan_b_d,1,1,1.32866,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_150,trace_lan_f_f,1,1,0.83315,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_151,trace_wan_a_d,1,1,1.25172,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_152,trace_lan_a_b,1,1,1.0343,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_153,trace_wan_b_d,1,1,1.31424,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_154,trace_lan_a_b,1,1,1.03236,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_155,trace_wan_b_d,1,1,1.31527,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_156,trace_wan_a_c,1,1,1.26995,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_157,trace_wan_a_c,1,1,1.29419,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_158,trace_wan_b_d,1,1,1.33381,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_159,trace_wan_b_d,1,1,1.33175,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_160,trace_wan_a_d,1,1,1.25172,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_161,trace_wan_a_d,1,1,1.26162,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_162,trace_wan_b_d,1,1,1.3266,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_163,trace_wan_b_d,1,1,1.32454,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_164,trace_wan_a_c,1,1,1.28308,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_165,trace_lan_a_b,1,1,1.04303,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_166,trace_wan_b_d,1,1,1.32145,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_167,trace_wan_a_d,1,1,1.28241,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_168,trace_lan_a_b,1,1,1.06049,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_169,trace_lan_a_b,1,1,1.05855,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_170,trace_wan_b_d,1,1,1.32454,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_171,trace_lan_f_f,1,1,0.84155,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_172,trace_lan_a_b,1,1,1.04109,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_173,trace_lan_f_f,1,1,0.84155,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_174,trace_lan_f_f,1,1,0.84155,1.0,0.0,0.0,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_175,trace_wan_a_d,1,1,1.25964,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_176,trace_wan_b_d,1,1,1.31836,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_177,trace_wan_b_d,1,1,1.34308,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_178,trace_lan_a_b,1,1,1.05758,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_179,trace_lan_a_b,1,1,1.05564,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_180,trace_lan_a_b,1,1,1.03915,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_181,trace_wan_a_c,1,1,1.28914,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_182,trace_wan_a_d,1,1,1.26954,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_183,trace_wan_b_d,1,1,1.33072,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_184,trace_wan_a_d,1,1,1.26756,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_185,trace_wan_b_d,1,1,1.33175,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_186,trace_lan_a_b,1,1,1.04497,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_187,trace_lan_a_b,1,1,1.06825,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_188,trace_wan_b_d,1,1,1.35029,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_189,trace_wan_a_d,1,1,1.28439,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_190,trace_wan_a_d,1,1,1.26756,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_191,trace_wan_a_c,1,1,1.28914,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_192,trace_wan_a_d,1,1,1.26954,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_193,trace_wan_a_d,1,1,1.26756,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_194,trace_wan_b_d,1,1,1.33072,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_195,trace_lan_a_b,1,1,1.04885,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_196,trace_wan_b_d,1,1,1.32763,1.0,1.0,0.0245,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_197,trace_wan_a_d,1,1,1.28835,1.0,1.0,0.009,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_198,trace_wan_a_c,1,1,1.30833,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_199,trace_wan_a_c,1,1,1.30631,1.0,1.0,0.011,0.360349,scalar16,random_scalar16,single,0.05,20260513
random,eval_200,trace_lan_a_b,1,1,1.04788,1.0,1.0,0.015,0.360349,scalar16,random_scalar16,single,0.05,20260513
cost_only_scalar,eval_001,trace_lan_a_b,1,1,1.05564,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_002,trace_lan_a_b,1,1,1.05758,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_003,trace_lan_a_b,1,1,1.05564,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_004,trace_lan_a_b,1,1,1.05564,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_005,trace_lan_a_b,1,1,1.05661,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_006,trace_lan_a_b,1,1,1.05273,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_007,trace_lan_a_b,1,1,1.07601,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_008,trace_lan_a_b,1,1,1.07407,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_009,trace_lan_a_b,1,1,1.07213,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_010,trace_lan_a_b,1,1,1.05564,1.0,1.0,0.015,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_011,trace_lan_f_f,1,1,0.83987,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,single,0.05,20260513
cost_only_scalar,eval_012,trace_lan_f_f,1,1,0.84155,1.0,0.0,0.0,0.360349,scalar16,cost_scalar16,single,0.05,20260513
