run_id,mode,payload_mb,group_size,concurrency,provider_id,replicate_id,content_hash,object_key,t0_start_ms,t1_encrypt_done_ms,t2_publish_done_ms,t3_access_sent_ms,t4_first_ready_ms,t5_all_ready_ms,encrypt_ms,requester_egress_mb,store_egress_mb,provider_fetch_ms,access_pkg_bytes,success,notes
live_rpd_100_2_011,RPD,100,2,2,ALL,11,de9899b1c2b649e9f1597e4bfc5d2120efe38573b2fec01c81958b215d5fa29d,sha256-de9899b1c2b649e9f1597e4bfc5d2120efe38573b2fec01c81958b215d5fa29d,0.0,913.4155,,1000.349167,1000.349167,1000.349167,10.157125,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_012,RPD,100,2,2,ALL,12,68d42e9a9d3b03f4b5e964f4a6f1628d90aae37b9cbee18a366b8e9c9e8e9e9f,sha256-68d42e9a9d3b03f4b5e964f4a6f1628d90aae37b9cbee18a366b8e9c9e8e9e9f,0.0,910.354167,,998.356917,998.356917,998.356917,10.2345,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_013,RPD,100,2,2,ALL,13,3189122cba1e9bb700ba39757a11c168a761e07ffbfa26781ccdd102976a8ecd,sha256-3189122cba1e9bb700ba39757a11c168a761e07ffbfa26781ccdd102976a8ecd,0.0,910.257833,,998.143542,998.143542,998.143542,10.224291,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_014,RPD,100,2,2,ALL,14,ab6723c73fb1a6c36820701f3e79c0bc802e85f4428e350f2befd3cdb187385d,sha256-ab6723c73fb1a6c36820701f3e79c0bc802e85f4428e350f2befd3cdb187385d,0.0,918.072875,,1006.651,1006.651,1006.651,10.171875,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_015,RPD,100,2,2,ALL,15,55d6c05e0bbfe61b658cab7137263c623cf7134156fc76bdcd4f2ce793c8ec2a,sha256-55d6c05e0bbfe61b658cab7137263c623cf7134156fc76bdcd4f2ce793c8ec2a,0.0,906.943958,,995.159666,995.159666,995.159666,10.275958,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_016,RPD,100,2,2,ALL,16,43f1cdf22de5d3f7ae80b289cd37899e7070688191cbd366b1e720b426e9d790,sha256-43f1cdf22de5d3f7ae80b289cd37899e7070688191cbd366b1e720b426e9d790,0.0,911.729167,,999.744167,999.744167,999.744167,10.218125,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_017,RPD,100,2,2,ALL,17,c689d02c47333b011b8c72c91699aef6c30a8437165d2e31ac410e42fd5ed30c,sha256-c689d02c47333b011b8c72c91699aef6c30a8437165d2e31ac410e42fd5ed30c,0.0,918.376333,,1007.043542,1007.043542,1007.043542,10.290125,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_018,RPD,100,2,2,ALL,18,a3e2b9abb272f71f861ef3e4c789572336474c1d7c8c30a31bd2e0c85192e00f,sha256-a3e2b9abb272f71f861ef3e4c789572336474c1d7c8c30a31bd2e0c85192e00f,0.0,912.124125,,1000.846708,1000.846708,1000.846708,10.223291,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_019,RPD,100,2,2,ALL,19,2c75b8f94af1e8e0d95be1d6c3624e6ffc822891fc25af279bcd15a2f8c73520,sha256-2c75b8f94af1e8e0d95be1d6c3624e6ffc822891fc25af279bcd15a2f8c73520,0.0,905.616375,,994.6555,994.6555,994.6555,10.16725,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_020,RPD,100,2,2,ALL,20,553431b89bd9f0e383e8a6350b9c4cab46e08d49b3b8126928466622ee11f3f1,sha256-553431b89bd9f0e383e8a6350b9c4cab46e08d49b3b8126928466622ee11f3f1,0.0,918.717833,,1006.292208,1006.292208,1006.292208,14.329792,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_021,RPD,100,2,2,ALL,21,cbce54701d9c62430a8a3b665015ee3f4f20f32071215ccde134eff3dcfeac3b,sha256-cbce54701d9c62430a8a3b665015ee3f4f20f32071215ccde134eff3dcfeac3b,0.0,905.983458,,994.421708,994.421708,994.421708,10.2055,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_022,RPD,100,2,2,ALL,22,0c3326b7dabad56ed2335e08ab0fc928cbb4942252be7b49ae80c29ea5925cfd,sha256-0c3326b7dabad56ed2335e08ab0fc928cbb4942252be7b49ae80c29ea5925cfd,0.0,911.104625,,999.402791,999.402791,999.402791,10.201792,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_023,RPD,100,2,2,ALL,23,abcc37b79927663d227d01bbc0251a62e2eeb4e6b8b4c668a1365c1bc881ecbf,sha256-abcc37b79927663d227d01bbc0251a62e2eeb4e6b8b4c668a1365c1bc881ecbf,0.0,904.911208,,993.171958,993.171958,993.171958,10.144459,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_024,RPD,100,2,2,ALL,24,1a1a9d058fce446094a3209cf1fbf17ee9fb96d9f9f19e1e4aed6205096978e6,sha256-1a1a9d058fce446094a3209cf1fbf17ee9fb96d9f9f19e1e4aed6205096978e6,0.0,901.79,,989.950958,989.950958,989.950958,10.151333,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_025,RPD,100,2,2,ALL,25,b5b31f0c6b7aed7e0cf6723b16ddcce54152bbf7a060c2dcb8f3599fcd168de2,sha256-b5b31f0c6b7aed7e0cf6723b16ddcce54152bbf7a060c2dcb8f3599fcd168de2,0.0,904.396334,,992.6535,992.6535,992.6535,10.239917,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_026,RPD,100,2,2,ALL,26,f57643e84c2930d9d5e851cfad8305d8b3d6e436c9d3b34f615cff218e09bcf0,sha256-f57643e84c2930d9d5e851cfad8305d8b3d6e436c9d3b34f615cff218e09bcf0,0.0,908.817708,,996.88425,996.88425,996.88425,10.226583,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_027,RPD,100,2,2,ALL,27,efcdd68ad3537bfb56cffc16e4356718138462c321352a3a8e4f65ea303b0f84,sha256-efcdd68ad3537bfb56cffc16e4356718138462c321352a3a8e4f65ea303b0f84,0.0,906.619042,,994.717875,994.717875,994.717875,10.200791,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_028,RPD,100,2,2,ALL,28,389b4e0c2e0612a4d3e313a66e7226c1b868e0fc32c6be453045349e64ee8392,sha256-389b4e0c2e0612a4d3e313a66e7226c1b868e0fc32c6be453045349e64ee8392,0.0,904.463209,,993.198042,993.198042,993.198042,10.2455,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_029,RPD,100,2,2,ALL,29,7c2e2dfb30e0a089d728530e4a9ddcd5d3de454e1b4052f33fc4c0b414d351b2,sha256-7c2e2dfb30e0a089d728530e4a9ddcd5d3de454e1b4052f33fc4c0b414d351b2,0.0,899.143083,,987.200125,987.200125,987.200125,10.310709,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_2_030,RPD,100,2,2,ALL,30,fd6134272e70c5b7f861be512beab5f008a0853781a8d8423cff49bf8ccfb425,sha256-fd6134272e70c5b7f861be512beab5f008a0853781a8d8423cff49bf8ccfb425,0.0,913.004625,,1000.478917,1000.478917,1000.478917,14.217542,200.000032,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_4_001,RPD,100,4,4,ALL,1,a4c24facda1f08ed2bb357733860123aeb4c4e6c5aee844f56264100e7c01aef,sha256-a4c24facda1f08ed2bb357733860123aeb4c4e6c5aee844f56264100e7c01aef,0.0,952.2815,,1048.0265,1048.0265,1048.0265,10.306583,400.000064,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_4_002,RPD,100,4,4,ALL,2,935226f8dbc22a2bd13f65fbcf3c6b61dcf27b8fc421bd19cde6d29a9116fa23,sha256-935226f8dbc22a2bd13f65fbcf3c6b61dcf27b8fc421bd19cde6d29a9116fa23,0.0,947.10525,,1042.929458,1042.929458,1042.929458,10.1835,400.000064,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_4_003,RPD,100,4,4,ALL,3,1bc6bf927cc9d214d8461847c6b61bd49fc47174adb4e6ed5fe5af56e7350285,sha256-1bc6bf927cc9d214d8461847c6b61bd49fc47174adb4e6ed5fe5af56e7350285,0.0,944.721458,,1042.377416,1042.377416,1042.377416,10.203792,400.000064,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_4_004,RPD,100,4,4,ALL,4,0d2474495f13a26fbe0e581a97742fb759db2a1ee6980b4707f999395d980435,sha256-0d2474495f13a26fbe0e581a97742fb759db2a1ee6980b4707f999395d980435,0.0,951.85625,,1048.262917,1048.262917,1048.262917,10.293542,400.000064,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_4_005,RPD,100,4,4,ALL,5,9dfab735dbbcc92f3990009c8dd1147bd4eaa2520430e341713ab2fb58dac3ca,sha256-9dfab735dbbcc92f3990009c8dd1147bd4eaa2520430e341713ab2fb58dac3ca,0.0,949.443416,,1045.798,1045.798,1045.798,10.28275,400.000064,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_4_006,RPD,100,4,4,ALL,6,3411182f61e339edf49eb904606b81cf75d9f6fadba4e54927c2d1d87d4f2f2e,sha256-3411182f61e339edf49eb904606b81cf75d9f6fadba4e54927c2d1d87d4f2f2e,0.0,953.911166,,1052.991625,1052.991625,1052.991625,10.296167,400.000064,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
live_rpd_100_4_007,RPD,100,4,4,ALL,7,5a4a41afc38881c76c5d0b0bc8352880ee3d39e2aa2bd7ebd2ffd2963065e149,sha256-5a4a41afc38881c76c5d0b0bc8352880ee3d39e2aa2bd7ebd2ffd2963065e149,0.0,940.994583,,1040.385291,1040.385291,1040.385291,10.160583,400.000064,0.0,,0,1,fresh_ciphertext;fresh_content_hash;rpd_parallel_provider_copy
