run_id,scheme,network,k,payload_mb,requester_egress_mb,publication_ms,access_package_ms,provider_fetch_ms,all_ready_ms,notes
lan_ppd_100_4_013,PPD,LAN,4,100,100.002328,865.083557,867.103233,853.063966,1720.167199,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_014,PPD,LAN,4,100,100.002328,864.716403,866.73608,853.667416,1720.403496,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_015,PPD,LAN,4,100,100.002328,864.934401,866.954078,855.036616,1721.990694,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_016,PPD,LAN,4,100,100.002328,864.668383,866.848728,854.256482,1721.10521,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_017,PPD,LAN,4,100,100.002328,863.729678,865.749354,853.063966,1718.81332,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_018,PPD,LAN,4,100,100.002328,863.286392,865.306069,854.3421,1719.648169,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_019,PPD,LAN,4,100,100.002328,863.894395,865.914071,854.185428,1720.099499,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_020,PPD,LAN,4,100,100.002328,862.611699,864.631376,853.343328,1717.974704,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_021,PPD,LAN,4,100,100.002328,865.115571,867.207558,853.209817,1720.417375,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_022,PPD,LAN,4,100,100.002328,863.271866,865.440455,853.388566,1718.829021,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_023,PPD,LAN,4,100,100.002328,865.032447,867.052123,853.063966,1720.116089,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_024,PPD,LAN,4,100,100.002328,862.774395,865.058362,854.796455,1719.854817,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_025,PPD,LAN,4,100,100.002328,865.063472,867.099653,853.063966,1720.163619,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_026,PPD,LAN,4,100,100.002328,864.288197,866.361541,853.063966,1719.425507,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_027,PPD,LAN,4,100,100.002328,863.572519,865.592195,853.898322,1719.490517,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_028,PPD,LAN,4,100,100.002328,864.985672,867.005349,853.063966,1720.069315,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_029,PPD,LAN,4,100,100.002328,863.0738,865.146654,853.063966,1718.21062,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_4_030,PPD,LAN,4,100,100.002328,862.853413,864.998139,853.063966,1718.062105,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_001,PPD,LAN,8,100,100.00464,863.648448,865.787911,854.446744,1720.234655,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_002,PPD,LAN,8,100,100.00464,862.693876,864.739555,853.063966,1717.803521,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_003,PPD,LAN,8,100,100.00464,864.331573,866.370927,854.661567,1721.032494,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_004,PPD,LAN,8,100,100.00464,862.723844,864.763198,853.509994,1718.273192,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_005,PPD,LAN,8,100,100.00464,863.475875,865.595748,853.482575,1719.078323,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_006,PPD,LAN,8,100,100.00464,862.710596,864.749949,853.063966,1717.813915,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_007,PPD,LAN,8,100,100.00464,864.292236,866.331589,855.906073,1722.237662,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_008,PPD,LAN,8,100,100.00464,862.87522,864.914573,853.063966,1717.978539,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_009,PPD,LAN,8,100,100.00464,865.297796,867.337149,853.187544,1720.524693,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_010,PPD,LAN,8,100,100.00464,864.016274,866.246132,853.063966,1719.310098,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_011,PPD,LAN,8,100,100.00464,862.745582,864.862972,854.417952,1719.280924,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_012,PPD,LAN,8,100,100.00464,863.363053,865.642885,853.063966,1718.706851,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_013,PPD,LAN,8,100,100.00464,863.280607,865.31996,853.063966,1718.383926,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_014,PPD,LAN,8,100,100.00464,864.566399,866.605752,853.063966,1719.669718,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_015,PPD,LAN,8,100,100.00464,863.126537,865.317556,853.063966,1718.381522,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_016,PPD,LAN,8,100,100.00464,862.829449,864.868802,853.063966,1717.932768,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_017,PPD,LAN,8,100,100.00464,864.690093,866.827847,853.063966,1719.891813,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_018,PPD,LAN,8,100,100.00464,864.734576,866.773929,853.063966,1719.837895,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_019,PPD,LAN,8,100,100.00464,865.858746,867.929858,853.313519,1721.243378,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_020,PPD,LAN,8,100,100.00464,862.793095,864.86286,854.029914,1718.892774,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_021,PPD,LAN,8,100,100.00464,865.216865,867.256218,854.003149,1721.259367,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_022,PPD,LAN,8,100,100.00464,864.142654,866.182007,853.063966,1719.245973,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_023,PPD,LAN,8,100,100.00464,862.676189,864.740113,853.063966,1717.804079,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_024,PPD,LAN,8,100,100.00464,862.767261,864.806614,854.002961,1718.809575,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_025,PPD,LAN,8,100,100.00464,862.742233,864.989368,854.520082,1719.50945,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_026,PPD,LAN,8,100,100.00464,863.246153,865.285506,853.063966,1718.349472,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_027,PPD,LAN,8,100,100.00464,864.476501,866.515854,853.977866,1720.493721,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_028,PPD,LAN,8,100,100.00464,863.134133,865.173486,853.282768,1718.456254,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_029,PPD,LAN,8,100,100.00464,864.95111,867.103013,854.258711,1721.361724,fresh_unique_id;calibrated_delivery_path
lan_ppd_100_8_030,PPD,LAN,8,100,100.00464,862.412376,864.451729,853.063966,1717.515695,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_001,RPD,WAN,1,100,100.000016,0.0,20078.147711,0.0,20078.147711,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_002,RPD,WAN,1,100,100.000016,0.0,20077.893452,0.0,20077.893452,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_003,RPD,WAN,1,100,100.000016,0.0,20083.622499,0.0,20083.622499,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_004,RPD,WAN,1,100,100.000016,0.0,20077.983549,0.0,20077.983549,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_005,RPD,WAN,1,100,100.000016,0.0,20078.278099,0.0,20078.278099,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_006,RPD,WAN,1,100,100.000016,0.0,20114.08164,0.0,20114.08164,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_007,RPD,WAN,1,100,100.000016,0.0,20114.327398,0.0,20114.327398,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_008,RPD,WAN,1,100,100.000016,0.0,20136.970097,0.0,20136.970097,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_009,RPD,WAN,1,100,100.000016,0.0,20077.958218,0.0,20077.958218,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_010,RPD,WAN,1,100,100.000016,0.0,20084.779656,0.0,20084.779656,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_011,RPD,WAN,1,100,100.000016,0.0,20078.175262,0.0,20078.175262,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_012,RPD,WAN,1,100,100.000016,0.0,20077.720982,0.0,20077.720982,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_013,RPD,WAN,1,100,100.000016,0.0,20098.776363,0.0,20098.776363,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_014,RPD,WAN,1,100,100.000016,0.0,20078.019302,0.0,20078.019302,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_015,RPD,WAN,1,100,100.000016,0.0,20086.143842,0.0,20086.143842,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_016,RPD,WAN,1,100,100.000016,0.0,20089.127362,0.0,20089.127362,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_017,RPD,WAN,1,100,100.000016,0.0,20113.503894,0.0,20113.503894,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_018,RPD,WAN,1,100,100.000016,0.0,20097.399598,0.0,20097.399598,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_019,RPD,WAN,1,100,100.000016,0.0,20092.05188,0.0,20092.05188,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_020,RPD,WAN,1,100,100.000016,0.0,20113.077794,0.0,20113.077794,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_021,RPD,WAN,1,100,100.000016,0.0,20083.585316,0.0,20083.585316,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_022,RPD,WAN,1,100,100.000016,0.0,20155.493635,0.0,20155.493635,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_023,RPD,WAN,1,100,100.000016,0.0,20095.175046,0.0,20095.175046,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_024,RPD,WAN,1,100,100.000016,0.0,20128.330394,0.0,20128.330394,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_025,RPD,WAN,1,100,100.000016,0.0,20127.582886,0.0,20127.582886,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_026,RPD,WAN,1,100,100.000016,0.0,20132.974177,0.0,20132.974177,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_027,RPD,WAN,1,100,100.000016,0.0,20093.75579,0.0,20093.75579,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_028,RPD,WAN,1,100,100.000016,0.0,20078.082914,0.0,20078.082914,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_029,RPD,WAN,1,100,100.000016,0.0,20077.865595,0.0,20077.865595,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_1_030,RPD,WAN,1,100,100.000016,0.0,20078.089844,0.0,20078.089844,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_001,RPD,WAN,2,100,200.000032,0.0,40125.403324,0.0,40125.403324,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_002,RPD,WAN,2,100,200.000032,0.0,40120.866022,0.0,40120.866022,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_003,RPD,WAN,2,100,200.000032,0.0,40079.326273,0.0,40079.326273,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_004,RPD,WAN,2,100,200.000032,0.0,40093.171817,0.0,40093.171817,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_005,RPD,WAN,2,100,200.000032,0.0,40112.893629,0.0,40112.893629,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_006,RPD,WAN,2,100,200.000032,0.0,40101.751749,0.0,40101.751749,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_007,RPD,WAN,2,100,200.000032,0.0,40080.875946,0.0,40080.875946,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_008,RPD,WAN,2,100,200.000032,0.0,40078.308319,0.0,40078.308319,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_009,RPD,WAN,2,100,200.000032,0.0,40078.16676,0.0,40078.16676,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_010,RPD,WAN,2,100,200.000032,0.0,40103.004807,0.0,40103.004807,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_011,RPD,WAN,2,100,200.000032,0.0,40128.138533,0.0,40128.138533,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_012,RPD,WAN,2,100,200.000032,0.0,40077.848647,0.0,40077.848647,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_013,RPD,WAN,2,100,200.000032,0.0,40116.819136,0.0,40116.819136,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_014,RPD,WAN,2,100,200.000032,0.0,40097.204938,0.0,40097.204938,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_015,RPD,WAN,2,100,200.000032,0.0,40090.093931,0.0,40090.093931,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_016,RPD,WAN,2,100,200.000032,0.0,40119.43262,0.0,40119.43262,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_017,RPD,WAN,2,100,200.000032,0.0,40089.491621,0.0,40089.491621,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_018,RPD,WAN,2,100,200.000032,0.0,40101.162765,0.0,40101.162765,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_019,RPD,WAN,2,100,200.000032,0.0,40113.69196,0.0,40113.69196,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_020,RPD,WAN,2,100,200.000032,0.0,40119.029124,0.0,40119.029124,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_021,RPD,WAN,2,100,200.000032,0.0,40091.41487,0.0,40091.41487,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_022,RPD,WAN,2,100,200.000032,0.0,40118.525681,0.0,40118.525681,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_023,RPD,WAN,2,100,200.000032,0.0,40085.369962,0.0,40085.369962,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_024,RPD,WAN,2,100,200.000032,0.0,40078.07477,0.0,40078.07477,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_025,RPD,WAN,2,100,200.000032,0.0,40078.21795,0.0,40078.21795,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_026,RPD,WAN,2,100,200.000032,0.0,40146.274033,0.0,40146.274033,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_027,RPD,WAN,2,100,200.000032,0.0,40130.653415,0.0,40130.653415,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_028,RPD,WAN,2,100,200.000032,0.0,40094.067684,0.0,40094.067684,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_029,RPD,WAN,2,100,200.000032,0.0,40135.364626,0.0,40135.364626,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_2_030,RPD,WAN,2,100,200.000032,0.0,40078.306819,0.0,40078.306819,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_001,RPD,WAN,4,100,400.000064,0.0,80085.974399,0.0,80085.974399,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_002,RPD,WAN,4,100,400.000064,0.0,80158.687925,0.0,80158.687925,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_003,RPD,WAN,4,100,400.000064,0.0,80078.06969,0.0,80078.06969,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_004,RPD,WAN,4,100,400.000064,0.0,80077.795926,0.0,80077.795926,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_005,RPD,WAN,4,100,400.000064,0.0,80078.187454,0.0,80078.187454,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_006,RPD,WAN,4,100,400.000064,0.0,80078.063956,0.0,80078.063956,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_007,RPD,WAN,4,100,400.000064,0.0,80116.110639,0.0,80116.110639,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_008,RPD,WAN,4,100,400.000064,0.0,80077.827287,0.0,80077.827287,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_009,RPD,WAN,4,100,400.000064,0.0,80078.759336,0.0,80078.759336,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_010,RPD,WAN,4,100,400.000064,0.0,80077.799874,0.0,80077.799874,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_011,RPD,WAN,4,100,400.000064,0.0,80077.886824,0.0,80077.886824,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_012,RPD,WAN,4,100,400.000064,0.0,80097.630362,0.0,80097.630362,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_013,RPD,WAN,4,100,400.000064,0.0,80102.884402,0.0,80102.884402,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_014,RPD,WAN,4,100,400.000064,0.0,80082.569043,0.0,80082.569043,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_015,RPD,WAN,4,100,400.000064,0.0,80077.737911,0.0,80077.737911,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_016,RPD,WAN,4,100,400.000064,0.0,80122.904732,0.0,80122.904732,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_017,RPD,WAN,4,100,400.000064,0.0,80147.670546,0.0,80147.670546,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_018,RPD,WAN,4,100,400.000064,0.0,80156.278033,0.0,80156.278033,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_019,RPD,WAN,4,100,400.000064,0.0,80108.19205,0.0,80108.19205,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_020,RPD,WAN,4,100,400.000064,0.0,80078.199106,0.0,80078.199106,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_021,RPD,WAN,4,100,400.000064,0.0,80102.880033,0.0,80102.880033,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_022,RPD,WAN,4,100,400.000064,0.0,80097.316562,0.0,80097.316562,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_023,RPD,WAN,4,100,400.000064,0.0,80078.034637,0.0,80078.034637,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_024,RPD,WAN,4,100,400.000064,0.0,80102.528584,0.0,80102.528584,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_025,RPD,WAN,4,100,400.000064,0.0,80093.436735,0.0,80093.436735,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_026,RPD,WAN,4,100,400.000064,0.0,80090.726738,0.0,80090.726738,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_027,RPD,WAN,4,100,400.000064,0.0,80077.908406,0.0,80077.908406,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_028,RPD,WAN,4,100,400.000064,0.0,80121.285468,0.0,80121.285468,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_029,RPD,WAN,4,100,400.000064,0.0,80108.809392,0.0,80108.809392,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_4_030,RPD,WAN,4,100,400.000064,0.0,80086.138968,0.0,80086.138968,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_001,RPD,WAN,8,100,800.000128,0.0,160111.681466,0.0,160111.681466,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_002,RPD,WAN,8,100,800.000128,0.0,160136.293417,0.0,160136.293417,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_003,RPD,WAN,8,100,800.000128,0.0,160078.032757,0.0,160078.032757,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_004,RPD,WAN,8,100,800.000128,0.0,160104.733671,0.0,160104.733671,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_005,RPD,WAN,8,100,800.000128,0.0,160077.749887,0.0,160077.749887,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_006,RPD,WAN,8,100,800.000128,0.0,160112.77763,0.0,160112.77763,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_007,RPD,WAN,8,100,800.000128,0.0,160080.050735,0.0,160080.050735,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_008,RPD,WAN,8,100,800.000128,0.0,160079.026457,0.0,160079.026457,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_009,RPD,WAN,8,100,800.000128,0.0,160115.992658,0.0,160115.992658,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_010,RPD,WAN,8,100,800.000128,0.0,160103.975249,0.0,160103.975249,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_011,RPD,WAN,8,100,800.000128,0.0,160115.893709,0.0,160115.893709,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_012,RPD,WAN,8,100,800.000128,0.0,160084.430471,0.0,160084.430471,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_013,RPD,WAN,8,100,800.000128,0.0,160096.691464,0.0,160096.691464,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_014,RPD,WAN,8,100,800.000128,0.0,160077.864892,0.0,160077.864892,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_015,RPD,WAN,8,100,800.000128,0.0,160115.254002,0.0,160115.254002,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_016,RPD,WAN,8,100,800.000128,0.0,160102.991876,0.0,160102.991876,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_017,RPD,WAN,8,100,800.000128,0.0,160088.173433,0.0,160088.173433,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_018,RPD,WAN,8,100,800.000128,0.0,160139.103027,0.0,160139.103027,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_019,RPD,WAN,8,100,800.000128,0.0,160112.755399,0.0,160112.755399,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_020,RPD,WAN,8,100,800.000128,0.0,160085.234156,0.0,160085.234156,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_021,RPD,WAN,8,100,800.000128,0.0,160116.473674,0.0,160116.473674,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_022,RPD,WAN,8,100,800.000128,0.0,160090.722051,0.0,160090.722051,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_023,RPD,WAN,8,100,800.000128,0.0,160078.00807,0.0,160078.00807,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_024,RPD,WAN,8,100,800.000128,0.0,160097.268525,0.0,160097.268525,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_025,RPD,WAN,8,100,800.000128,0.0,160077.994446,0.0,160077.994446,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_026,RPD,WAN,8,100,800.000128,0.0,160077.888144,0.0,160077.888144,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_027,RPD,WAN,8,100,800.000128,0.0,160129.315231,0.0,160129.315231,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_028,RPD,WAN,8,100,800.000128,0.0,160148.078314,0.0,160148.078314,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_029,RPD,WAN,8,100,800.000128,0.0,160077.909157,0.0,160077.909157,fresh_unique_id;calibrated_delivery_path
wan_rpd_100_8_030,RPD,WAN,8,100,800.000128,0.0,160102.022134,0.0,160102.022134,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_001,PPD,WAN,1,100,100.000594,20098.398864,20178.514464,10107.967448,30286.481913,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_002,PPD,WAN,1,100,100.000594,20124.578991,20204.955403,10111.443036,30316.398439,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_003,PPD,WAN,1,100,100.000594,20077.872567,20157.988167,10097.959417,30255.947583,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_004,PPD,WAN,1,100,100.000594,20112.180349,20192.295949,10110.286202,30302.582151,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_005,PPD,WAN,1,100,100.000594,20078.288939,20158.927921,10080.0016,30238.929521,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_006,PPD,WAN,1,100,100.000594,20078.259253,20161.805221,10119.096441,30280.901661,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_007,PPD,WAN,1,100,100.000594,20080.28672,20163.81215,10080.0016,30243.81375,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_008,PPD,WAN,1,100,100.000594,20077.980181,20160.907798,10080.0016,30240.909398,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_009,PPD,WAN,1,100,100.000594,20077.902607,20158.018207,10080.0016,30238.019807,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_010,PPD,WAN,1,100,100.000594,20079.869241,20159.984841,10083.226283,30243.211124,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_011,PPD,WAN,1,100,100.000594,20078.77239,20160.623645,10100.115049,30260.738694,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_012,PPD,WAN,1,100,100.000594,20096.443333,20176.558933,10080.0016,30256.560533,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_013,PPD,WAN,1,100,100.000594,20101.417053,20183.705863,10080.0016,30263.707463,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_014,PPD,WAN,1,100,100.000594,20077.701026,20157.816626,10158.776728,30316.593354,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_015,PPD,WAN,1,100,100.000594,20088.524202,20168.703644,10080.0016,30248.705244,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_016,PPD,WAN,1,100,100.000594,20078.087215,20158.202815,10080.0016,30238.204415,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_017,PPD,WAN,1,100,100.000594,20085.462486,20168.415741,10105.625123,30274.040864,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_018,PPD,WAN,1,100,100.000594,20126.163353,20207.870362,10104.250133,30312.120495,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_019,PPD,WAN,1,100,100.000594,20117.301435,20199.390628,10120.232405,30319.623034,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_020,PPD,WAN,1,100,100.000594,20115.359254,20195.580014,10080.0016,30275.581614,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_021,PPD,WAN,1,100,100.000594,20080.694881,20160.810481,10080.0016,30240.812081,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_022,PPD,WAN,1,100,100.000594,20080.20048,20160.31608,10108.544774,30268.860853,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_023,PPD,WAN,1,100,100.000594,20143.02676,20223.310394,10080.0016,30303.311994,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_024,PPD,WAN,1,100,100.000594,20078.326722,20158.442322,10087.271979,30245.714301,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_025,PPD,WAN,1,100,100.000594,20077.863025,20158.79273,10080.0016,30238.79433,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_026,PPD,WAN,1,100,100.000594,20090.028154,20170.357354,10080.0016,30250.358954,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_027,PPD,WAN,1,100,100.000594,20077.793186,20157.908786,10080.0016,30237.910386,fresh_unique_id;calibrated_delivery_path
wan_ppd_100_1_028,PPD,WAN,1,100,100.000594,20077.93902,20160.28394,10080.0016,30240.28554,fresh_unique_id;calibrated_delivery_path
