sample_size,token_samples,channel_samples,tolerance_mode,tolerance_scale,honest_homo_thc_fpr,honest_homo_tstc_fpr,honest_homo_thc_runtime_ms_per_trace,honest_homo_tstc_runtime_ms_per_trace,honest_hetero_thc_fpr,honest_hetero_tstc_fpr,honest_hetero_thc_runtime_ms_per_trace,honest_hetero_tstc_runtime_ms_per_trace,honest_hetero_dominant_tstc_mismatch_checkpoint,tamper_thc_tpr,tamper_tstc_tpr,tamper_thc_locacc,tamper_tstc_locacc,tamper_thc_runtime_ms_per_trace,tamper_tstc_runtime_ms_per_trace,prefill_delta_c1,prefill_delta_c2,prefill_delta_c3
4,1,4,checkpoint_specific,0.5,0.0,0.0,2.985855,2.85297,1.0,0.965,2.88009,2.870125,C3,1.0,1.0,1.0,1.0,1.64896,1.962355,0.5546875,0.5546875,0.07875250279903412
4,1,4,checkpoint_specific,1.0,0.0,0.0,3.412015,3.008725,1.0,0.77,2.931275,3.02283,C3,1.0,1.0,1.0,1.0,1.644975,1.62902,1.109375,1.109375,0.15750500559806824
4,1,4,checkpoint_specific,1.5,0.0,0.0,2.84091,2.817715,1.0,0.6,2.87882,2.786145,C3,1.0,1.0,1.0,1.0,1.575825,1.63487,1.6640625,1.6640625,0.23625750839710236
4,1,4,checkpoint_specific,2.0,0.0,0.0,2.994105,2.99459,1.0,0.45,2.808735,2.939905,C3,1.0,1.0,1.0,1.0,1.634705,1.723695,2.21875,2.21875,0.3150100111961365
