prompt_id,checkpoint,n,q,rho,attack,support_size,selection_combined,statistic,test_rate,relative_l2,final_relative_residual,delta_residual_cosine,cosine_after_attack
eval_001,prefill__C1,16384,256,0.02,fixed_sparse16,16,0.216796875,combined,0.23095703125,0.019999999999999997,0.020925699137945463,-1.3439012677138306e-19,0.9997908348425099
eval_001,prefill__C1,16384,256,0.02,adaptive_joint,16384,0.099609375,spike,0.01220703125,0.019999997304600024,0.020925696572053072,1.7457722336224798e-09,0.9997902970987328
eval_001,prefill__C1,16384,256,0.02,adaptive_joint,16384,0.099609375,energy,0.01220703125,0.019999997304600024,0.020925696572053072,1.7457722336224798e-09,0.9997902970987328
eval_001,prefill__C1,16384,256,0.02,adaptive_joint,16384,0.099609375,directional,0.111328125,0.019999997304600024,0.020925696572053072,1.7457722336224798e-09,0.9997902970987328
eval_001,prefill__C1,16384,256,0.02,adaptive_joint,16384,0.099609375,combined,0.11669921875,0.019999997304600024,0.020925696572053072,1.7457722336224798e-09,0.9997902970987328
eval_001,prefill__C1,16384,256,0.05,fixed_diffuse,16384,1.0,spike,0.01220703125,0.05000000000000001,0.05037742435269802,-5.590629273689534e-19,0.9987334813334309
eval_001,prefill__C1,16384,256,0.05,fixed_diffuse,16384,1.0,energy,1.0,0.05000000000000001,0.05037742435269802,-5.590629273689534e-19,0.9987334813334309
eval_001,prefill__C1,16384,256,0.05,fixed_diffuse,16384,1.0,directional,0.51416015625,0.05000000000000001,0.05037742435269802,-5.590629273689534e-19,0.9987334813334309
eval_001,prefill__C1,16384,256,0.05,fixed_diffuse,16384,1.0,combined,1.0,0.05000000000000001,0.05037742435269802,-5.590629273689534e-19,0.9987334813334309
eval_001,prefill__C1,16384,256,0.05,fixed_directional,16371,1.0,spike,0.01220703125,0.05,0.05037742435269802,-7.117301113812444e-18,0.9987334702743951
eval_001,prefill__C1,16384,256,0.05,fixed_directional,16371,1.0,energy,1.0,0.05,0.05037742435269802,-7.117301113812444e-18,0.9987334702743951
eval_001,prefill__C1,16384,256,0.05,fixed_directional,16371,1.0,directional,1.0,0.05,0.05037742435269802,-7.117301113812444e-18,0.9987334702743951
eval_001,prefill__C1,16384,256,0.05,fixed_directional,16371,1.0,combined,1.0,0.05,0.05037742435269802,-7.117301113812444e-18,0.9987334702743951
eval_001,prefill__C1,16384,256,0.05,fixed_sparse16,16,0.19140625,spike,0.2001953125,0.05,0.05037742435269802,1.693315597319426e-19,0.9987329306055674
eval_001,prefill__C1,16384,256,0.05,fixed_sparse16,16,0.19140625,energy,0.2001953125,0.05,0.05037742435269802,1.693315597319426e-19,0.9987329306055674
eval_001,prefill__C1,16384,256,0.05,fixed_sparse16,16,0.19140625,directional,0.1953125,0.05,0.05037742435269802,1.693315597319426e-19,0.9987329306055674
eval_001,prefill__C1,16384,256,0.05,fixed_sparse16,16,0.19140625,combined,0.2001953125,0.05,0.05037742435269802,1.693315597319426e-19,0.9987329306055674
eval_001,prefill__C1,16384,256,0.05,adaptive_joint,16,0.23046875,spike,0.20947265625,0.050000004318687494,0.050377428642828855,6.218168345789904e-10,0.9987329445431404
eval_001,prefill__C1,16384,256,0.05,adaptive_joint,16,0.23046875,energy,0.20947265625,0.050000004318687494,0.050377428642828855,6.218168345789904e-10,0.9987329445431404
eval_001,prefill__C1,16384,256,0.05,adaptive_joint,16,0.23046875,directional,0.205078125,0.050000004318687494,0.050377428642828855,6.218168345789904e-10,0.9987329445431404
eval_001,prefill__C1,16384,256,0.05,adaptive_joint,16,0.23046875,combined,0.20947265625,0.050000004318687494,0.050377428642828855,6.218168345789904e-10,0.9987329445431404
eval_001,prefill__C1,16384,512,0.0,honest,0,,spike,0.03515625,0.0,0.006155069813723601,0.0,0.9999927276506787
eval_001,prefill__C1,16384,512,0.0,honest,0,,energy,0.03515625,0.0,0.006155069813723601,0.0,0.9999927276506787
eval_001,prefill__C1,16384,512,0.0,honest,0,,directional,0.0234375,0.0,0.006155069813723601,0.0,0.9999927276506787
eval_001,prefill__C1,16384,512,0.0,honest,0,,combined,0.03515625,0.0,0.006155069813723601,0.0,0.9999927276506787
eval_001,prefill__C1,16384,512,0.01,fixed_diffuse,16384,0.04296875,spike,0.03515625,0.010000000000000002,0.011742439457447143,6.517921148412076e-19,0.9999426247385788
eval_001,prefill__C1,16384,512,0.01,fixed_diffuse,16384,0.04296875,energy,0.03515625,0.010000000000000002,0.011742439457447143,6.517921148412076e-19,0.9999426247385788
eval_001,prefill__C1,16384,512,0.01,fixed_diffuse,16384,0.04296875,directional,0.0234375,0.010000000000000002,0.011742439457447143,6.517921148412076e-19,0.9999426247385788
eval_001,prefill__C1,16384,512,0.01,fixed_diffuse,16384,0.04296875,combined,0.0400390625,0.010000000000000002,0.011742439457447143,6.517921148412076e-19,0.9999426247385788
eval_001,prefill__C1,16384,512,0.01,fixed_directional,16371,1.0,spike,0.03515625,0.009999999999999998,0.01174243945744714,-2.1233640029878523e-18,0.9999424538820826
eval_001,prefill__C1,16384,512,0.01,fixed_directional,16371,1.0,energy,0.03515625,0.009999999999999998,0.01174243945744714,-2.1233640029878523e-18,0.9999424538820826
