threat_model,attack_family,rho,boundary,detector,n_eval,threshold_gamma,tpr_at_1fpr,eval_fpr,evaded_rate,harmful_evasion_rate,harm_proxy_mean,localization_acc,tpr_ci_lo,tpr_ci_hi,rho_eff
TM1_seed_secret,null_space_projcos,0.02,C3,ProjCos4,520,0.00061048,0.542308,0.015385,0.457692,0.457692,0.475183,0.964539,0.499333,0.584662,0.02
TM1_seed_secret,null_space_projcos,0.02,C3,SignRadial,520,0.008965,0.169231,0.009615,0.830769,0.830769,0.475183,0.943182,0.139456,0.203857,0.02
TM1_seed_secret,null_space_projcos,0.05,C3,Combined,520,0.9900995,0.992308,0.009615,0.007692,0.007692,1.156512,0.978682,0.98039,0.997005,0.05
TM1_seed_secret,null_space_projcos,0.05,C3,ProjCos4,520,0.00061048,0.994231,0.015385,0.005769,0.005769,1.156512,0.967118,0.983177,0.998036,0.05
TM1_seed_secret,null_space_projcos,0.05,C3,SignRadial,520,0.008965,0.482692,0.009615,0.517308,0.517308,1.156512,0.964143,0.440028,0.525611,0.05
TM1_seed_secret,null_space_projcos,0.1,C3,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,2.12154,0.978846,0.992667,1.0,0.1
TM1_seed_secret,null_space_projcos,0.1,C3,ProjCos4,520,0.00061048,0.998077,0.015385,0.001923,0.001923,2.12154,0.967245,0.989188,0.99966,0.1
TM1_seed_secret,null_space_projcos,0.1,C3,SignRadial,520,0.008965,0.717308,0.009615,0.282692,0.282692,2.12154,0.967828,0.677119,0.754309,0.1
TM1_seed_secret,sign_balanced_sr,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.790385,0.047883,0.6,0.004114,0.022309,0.002
TM1_seed_secret,sign_balanced_sr,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.786538,0.047883,0.75,0.007816,0.030061,0.002
TM1_seed_secret,sign_balanced_sr,0.002,C3,SignRadial,520,0.008965,0.013462,0.009615,0.986538,0.784615,0.047883,0.571429,0.006536,0.027523,0.002
TM1_seed_secret,sign_balanced_sr,0.005,C3,Combined,520,0.9900995,0.019231,0.009615,0.980769,0.980769,0.119685,0.8,0.010479,0.035034,0.005
TM1_seed_secret,sign_balanced_sr,0.005,C3,ProjCos4,520,0.00061048,0.019231,0.015385,0.980769,0.980769,0.119685,0.8,0.010479,0.035034,0.005
TM1_seed_secret,sign_balanced_sr,0.005,C3,SignRadial,520,0.008965,0.021154,0.009615,0.978846,0.978846,0.119685,0.727273,0.011852,0.037478,0.005
TM1_seed_secret,sign_balanced_sr,0.01,C3,Combined,520,0.9900995,0.061538,0.009615,0.938462,0.938462,0.239163,0.90625,0.043925,0.085583,0.01
TM1_seed_secret,sign_balanced_sr,0.01,C3,ProjCos4,520,0.00061048,0.048077,0.015385,0.951923,0.951923,0.239163,0.88,0.032774,0.070008,0.01
TM1_seed_secret,sign_balanced_sr,0.01,C3,SignRadial,520,0.008965,0.036538,0.009615,0.963462,0.963462,0.239163,0.842105,0.023514,0.05636,0.01
TM1_seed_secret,sign_balanced_sr,0.02,C3,Combined,520,0.9900995,0.544231,0.009615,0.455769,0.455769,0.476522,0.975265,0.501256,0.586557,0.02
TM1_seed_secret,sign_balanced_sr,0.02,C3,ProjCos4,520,0.00061048,0.596154,0.015385,0.403846,0.403846,0.476522,0.967742,0.553425,0.637473,0.02
TM1_seed_secret,sign_balanced_sr,0.02,C3,SignRadial,520,0.008965,0.167308,0.009615,0.832692,0.832692,0.476522,0.942529,0.137691,0.201803,0.02
TM1_seed_secret,sign_balanced_sr,0.05,C3,Combined,520,0.9900995,0.994231,0.009615,0.005769,0.005769,1.159787,0.978723,0.983177,0.998036,0.05
TM1_seed_secret,sign_balanced_sr,0.05,C3,ProjCos4,520,0.00061048,0.996154,0.015385,0.003846,0.003846,1.159787,0.967181,0.986086,0.998945,0.05
TM1_seed_secret,sign_balanced_sr,0.05,C3,SignRadial,520,0.008965,0.476923,0.009615,0.523077,0.523077,1.159787,0.96371,0.43432,0.519864,0.05
TM1_seed_secret,sign_balanced_sr,0.1,C3,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,2.127545,0.978846,0.992667,1.0,0.1
TM1_seed_secret,sign_balanced_sr,0.1,C3,ProjCos4,520,0.00061048,0.998077,0.015385,0.001923,0.001923,2.127545,0.967245,0.989188,0.99966,0.1
TM1_seed_secret,sign_balanced_sr,0.1,C3,SignRadial,520,0.008965,0.709615,0.009615,0.290385,0.290385,2.127545,0.96748,0.669175,0.746981,0.1
TM1_seed_secret,tol_hug_combined,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.498077,0.030169,0.6,0.004114,0.022309,0.001263
TM1_seed_secret,tol_hug_combined,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.492308,0.030169,0.75,0.007816,0.030061,0.001263
TM1_seed_secret,tol_hug_combined,0.002,C3,SignRadial,520,0.008965,0.013462,0.009615,0.986538,0.492308,0.030169,0.571429,0.006536,0.027523,0.001263
TM1_seed_secret,tol_hug_combined,0.005,C3,Combined,520,0.9900995,0.011538,0.009615,0.988462,0.609615,0.060134,0.666667,0.005299,0.024942,0.00252
TM1_seed_secret,tol_hug_combined,0.005,C3,ProjCos4,520,0.00061048,0.019231,0.015385,0.980769,0.6,0.060134,0.8,0.010479,0.035034,0.00252
TM1_seed_secret,tol_hug_combined,0.005,C3,SignRadial,520,0.008965,0.013462,0.009615,0.986538,0.605769,0.060134,0.571429,0.006536,0.027523,0.00252
TM1_seed_secret,tol_hug_combined,0.01,C3,Combined,520,0.9900995,0.019231,0.009615,0.980769,0.605769,0.074644,0.8,0.010479,0.035034,0.003252
TM1_seed_secret,tol_hug_combined,0.01,C3,ProjCos4,520,0.00061048,0.026923,0.015385,0.973077,0.596154,0.074644,0.857143,0.016104,0.04468,0.003252
TM1_seed_secret,tol_hug_combined,0.01,C3,SignRadial,520,0.008965,0.015385,0.009615,0.984615,0.607692,0.074644,0.625,0.007816,0.030061,0.003252
TM1_seed_secret,tol_hug_combined,0.02,C3,Combined,520,0.9900995,0.032692,0.009615,0.967308,0.592308,0.080881,0.882353,0.02051,0.051728,0.003586
TM1_seed_secret,tol_hug_combined,0.02,C3,ProjCos4,520,0.00061048,0.05,0.015385,0.95,0.573077,0.080881,0.923077,0.034347,0.072253,0.003586
TM1_seed_secret,tol_hug_combined,0.02,C3,SignRadial,520,0.008965,0.019231,0.009615,0.980769,0.603846,0.080881,0.7,0.010479,0.035034,0.003586
TM1_seed_secret,tol_hug_combined,0.05,C3,Combined,520,0.9900995,0.036538,0.009615,0.963462,0.588462,0.081875,0.894737,0.023514,0.05636,0.003626
TM1_seed_secret,tol_hug_combined,0.05,C3,ProjCos4,520,0.00061048,0.05,0.015385,0.95,0.573077,0.081875,0.923077,0.034347,0.072253,0.003626
TM1_seed_secret,tol_hug_combined,0.05,C3,SignRadial,520,0.008965,0.019231,0.009615,0.980769,0.603846,0.081875,0.7,0.010479,0.035034,0.003626
TM1_seed_secret,tol_hug_combined,0.1,C3,Combined,520,0.9900995,0.036538,0.009615,0.963462,0.588462,0.081875,0.894737,0.023514,0.05636,0.003626
TM1_seed_secret,tol_hug_combined,0.1,C3,ProjCos4,520,0.00061048,0.05,0.015385,0.95,0.573077,0.081875,0.923077,0.034347,0.072253,0.003626
TM1_seed_secret,tol_hug_combined,0.1,C3,SignRadial,520,0.008965,0.019231,0.009615,0.980769,0.603846,0.081875,0.7,0.010479,0.035034,0.003626
TM1_seed_secret,tol_hug_projcos,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.680769,0.041067,0.6,0.004114,0.022309,0.001737
TM1_seed_secret,tol_hug_projcos,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.676923,0.041067,0.75,0.007816,0.030061,0.001737
TM1_seed_secret,tol_hug_projcos,0.002,C3,SignRadial,520,0.008965,0.013462,0.009615,0.986538,0.675,0.041067,0.571429,0.006536,0.027523,0.001737
TM1_seed_secret,tol_hug_projcos,0.005,C3,Combined,520,0.9900995,0.013462,0.009615,0.986538,0.857692,0.098629,0.714286,0.006536,0.027523,0.004182
TM1_seed_secret,tol_hug_projcos,0.005,C3,ProjCos4,520,0.00061048,0.019231,0.015385,0.980769,0.851923,0.098629,0.8,0.010479,0.035034,0.004182
TM1_seed_secret,tol_hug_projcos,0.005,C3,SignRadial,520,0.008965,0.017308,0.009615,0.982692,0.851923,0.098629,0.666667,0.009132,0.032563,0.004182
TM1_seed_secret,tol_hug_projcos,0.01,C3,Combined,520,0.9900995,0.034615,0.009615,0.965385,0.836538,0.159525,0.888889,0.022006,0.05405,0.006827
TM1_seed_secret,tol_hug_projcos,0.01,C3,ProjCos4,520,0.00061048,0.034615,0.015385,0.965385,0.836538,0.159525,0.888889,0.022006,0.05405,0.006827
TM1_seed_secret,tol_hug_projcos,0.01,C3,SignRadial,520,0.008965,0.023077,0.009615,0.976923,0.846154,0.159525,0.75,0.013249,0.039899,0.006827
TM1_seed_secret,tol_hug_projcos,0.02,C3,Combined,520,0.9900995,0.113462,0.009615,0.886538,0.757692,0.189922,0.949153,0.088989,0.143603,0.00847
TM1_seed_secret,tol_hug_projcos,0.02,C3,ProjCos4,520,0.00061048,0.119231,0.015385,0.880769,0.751923,0.189922,0.951613,0.094132,0.149914,0.00847
TM1_seed_secret,tol_hug_projcos,0.02,C3,SignRadial,520,0.008965,0.040385,0.009615,0.959615,0.828846,0.189922,0.809524,0.026564,0.060947,0.00847
TM1_seed_secret,tol_hug_projcos,0.05,C3,Combined,520,0.9900995,0.132692,0.009615,0.867308,0.738462,0.212726,0.956522,0.10621,0.164561,0.009599
TM1_seed_secret,tol_hug_projcos,0.05,C3,ProjCos4,520,0.00061048,0.140385,0.015385,0.859615,0.730769,0.212726,0.958904,0.113157,0.172887,0.009599
TM1_seed_secret,tol_hug_projcos,0.05,C3,SignRadial,520,0.008965,0.063462,0.009615,0.936538,0.805769,0.212726,0.878788,0.045542,0.087784,0.009599
TM1_seed_secret,tol_hug_projcos,0.1,C3,Combined,520,0.9900995,0.132692,0.009615,0.867308,0.738462,0.222235,0.956522,0.10621,0.164561,0.010087
TM1_seed_secret,tol_hug_projcos,0.1,C3,ProjCos4,520,0.00061048,0.140385,0.015385,0.859615,0.730769,0.222235,0.958904,0.113157,0.172887,0.010087
TM1_seed_secret,tol_hug_projcos,0.1,C3,SignRadial,520,0.008965,0.065385,0.009615,0.934615,0.803846,0.222235,0.882353,0.047164,0.089979,0.010087
TM1_seed_secret,tol_hug_sr,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.782692,0.047374,0.6,0.004114,0.022309,0.001972
TM1_seed_secret,tol_hug_sr,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.778846,0.047374,0.75,0.007816,0.030061,0.001972
TM1_seed_secret,tol_hug_sr,0.002,C3,SignRadial,520,0.008965,0.013462,0.009615,0.986538,0.776923,0.047374,0.571429,0.006536,0.027523,0.001972
TM1_seed_secret,tol_hug_sr,0.005,C3,Combined,520,0.9900995,0.019231,0.009615,0.980769,0.965385,0.11785,0.8,0.010479,0.035034,0.0049
TM1_seed_secret,tol_hug_sr,0.005,C3,ProjCos4,520,0.00061048,0.019231,0.015385,0.980769,0.965385,0.11785,0.8,0.010479,0.035034,0.0049
TM1_seed_secret,tol_hug_sr,0.005,C3,SignRadial,520,0.008965,0.021154,0.009615,0.978846,0.963462,0.11785,0.727273,0.011852,0.037478,0.0049
TM1_seed_secret,tol_hug_sr,0.01,C3,Combined,520,0.9900995,0.061538,0.009615,0.938462,0.923077,0.229147,0.90625,0.043925,0.085583,0.009527
TM1_seed_secret,tol_hug_sr,0.01,C3,ProjCos4,520,0.00061048,0.048077,0.015385,0.951923,0.936538,0.229147,0.88,0.032774,0.070008,0.009527
TM1_seed_secret,tol_hug_sr,0.01,C3,SignRadial,520,0.008965,0.032692,0.009615,0.967308,0.951923,0.229147,0.823529,0.02051,0.051728,0.009527
TM1_seed_secret,tol_hug_sr,0.02,C3,Combined,520,0.9900995,0.436538,0.009615,0.563462,0.548077,0.416497,0.969163,0.39453,0.479477,0.017502
TM1_seed_secret,tol_hug_sr,0.02,C3,ProjCos4,520,0.00061048,0.484615,0.015385,0.515385,0.5,0.416497,0.960317,0.441931,0.527525,0.017502
TM1_seed_secret,tol_hug_sr,0.02,C3,SignRadial,520,0.008965,0.144231,0.009615,0.855769,0.840385,0.416497,0.946667,0.116641,0.177038,0.017502
TM1_seed_secret,tol_hug_sr,0.05,C3,Combined,520,0.9900995,0.719231,0.009615,0.280769,0.269231,0.742011,0.973262,0.679108,0.756139,0.032369
TM1_seed_secret,tol_hug_sr,0.05,C3,ProjCos4,520,0.00061048,0.713462,0.015385,0.286538,0.275,0.742011,0.956873,0.673145,0.750647,0.032369
TM1_seed_secret,tol_hug_sr,0.05,C3,SignRadial,520,0.008965,0.317308,0.009615,0.682692,0.671154,0.742011,0.957576,0.278768,0.358527,0.032369
TM1_seed_secret,tol_hug_sr,0.1,C3,Combined,520,0.9900995,0.719231,0.009615,0.280769,0.269231,0.982478,0.973262,0.679108,0.756139,0.04447
TM1_seed_secret,tol_hug_sr,0.1,C3,ProjCos4,520,0.00061048,0.713462,0.015385,0.286538,0.275,0.982478,0.956873,0.673145,0.750647,0.04447
TM1_seed_secret,tol_hug_sr,0.1,C3,SignRadial,520,0.008965,0.382692,0.009615,0.617308,0.605769,0.982478,0.954774,0.341922,0.425184,0.04447
